Unix,Min,Avg,Max
1494450900,25.9688,26.0521,26.0938
1494451800,26,26.0313,26.0938
1494452700,25.8438,25.9479,26.0312
1494453600,25.8125,25.8958,25.9375
1494454500,25.7188,25.75,25.7812
1494455400,25.5625,25.6667,25.7188
1494456300,25.375,25.4375,25.4688
1494457200,25.1875,25.2292,25.25
1494458100,25,25.0208,25.0625
1494459000,24.8125,24.8438,24.875
1494459900,24.7812,24.8021,24.8438
1494460800,24.7812,24.8125,24.8438
1494461700,24.7188,24.7709,24.8438
1494462600,24.625,24.6771,24.7188
1494463500,24.6562,24.6979,24.7188
1494464400,24.5,24.5938,24.6875
1494465300,24.5625,24.5834,24.5938
1494466200,24.5312,24.5729,24.625
1494467100,24.4688,24.5104,24.5625
1494468000,24.3438,24.4583,24.5312
1494468900,24.4688,24.5313,24.5938
1494469800,24.4688,24.5104,24.5312
1494470700,24.375,24.4271,24.4688
1494471600,24.3438,24.3542,24.375
1494472500,24.3125,24.3646,24.4375
1494473400,24.2188,24.2813,24.375
1494474300,24.125,24.1875,24.2812
1494475200,24.0938,24.0938,24.0938
1494476100,23.9375,24.0208,24.1562
1494477000,23.9062,23.9687,24.0312
1494477900,23.875,23.9062,23.9375
1494478800,23.7812,23.8229,23.875
1494479700,23.7188,23.75,23.7812
1494480600,23.6562,23.6875,23.7188
1494481500,23.5625,23.5834,23.5938
1494482400,23.4688,23.5104,23.5312
1494483300,23.3438,23.4271,23.4688
1494484200,23.3438,23.4063,23.4688
1494485100,23.3125,23.3334,23.3438
1494486000,23.2188,23.2708,23.3125
1494486900,23.1562,23.1771,23.1875
1494487800,23.1562,23.1979,23.2188
1494488700,23.0312,23.1146,23.1875
1494489600,22.9375,23.0104,23.0938
1494490500,22.9375,22.9792,23
1494491400,22.8438,22.8438,22.8438
1494492300,22.8438,22.875,22.9062
1494493200,22.7188,22.7917,22.8438
1494494100,22.5312,22.5833,22.6562
1494495000,22.4688,22.5625,22.625
1494495900,22.5,22.5417,22.625
1494496800,22.4375,22.4687,22.5312
1494497700,22.4062,22.4479,22.5
1494498600,22.4375,22.4792,22.5312
1494499500,22.4062,22.5,22.5625
1494500400,22.4375,22.4688,22.5
1494501300,22.4375,22.4584,22.4688
1494502200,22.4375,22.5,22.5625
1494503100,22.4688,22.5208,22.5625
1494504000,22.4688,22.5209,22.625
1494504900,22.4688,22.5521,22.5938
1494505800,22.5312,22.5625,22.5938
1494506700,22.5,22.5417,22.5625
1494507600,22.6562,22.6771,22.6875
1494508500,22.6875,22.75,22.7812
1494509400,22.75,22.8854,23.0938
1494510300,22.9375,23.0625,23.125
1494511200,23.1562,23.1979,23.25
1494512100,23.2188,23.25,23.2812
1494513000,23.2812,23.3229,23.375
1494513900,23.3438,23.3646,23.375
1494514800,23.3125,23.4166,23.5312
1494515700,23.4688,23.4792,23.5
1494516600,23.4688,23.5729,23.6562
1494517500,23.5938,23.5938,23.5938
1494518400,23.625,23.6458,23.6875
1494519300,23.5312,23.5729,23.6562
1494520200,23.625,23.6354,23.6562
1494521100,23.5938,23.625,23.6562
1494522000,23.6875,23.7187,23.7812
1494522900,23.75,23.7604,23.7812
1494523800,23.7188,23.7813,23.8438
1494524700,23.8125,23.8333,23.875
1494525600,23.8438,23.875,23.9062
1494526500,24.0312,24.0729,24.125
1494527400,24.0625,24.1042,24.1562
1494528300,24.0312,24.0937,24.125
1494529200,24.125,24.1458,24.1562
1494530100,24.25,24.2708,24.3125
1494531000,24.2812,24.3021,24.3438
1494531900,24.375,24.4063,24.4688
1494532800,24.3125,24.3958,24.4375
1494533700,24.3125,24.3542,24.4062
1494534600,24.3125,24.3125,24.3125
1494535500,24.375,24.4062,24.4375
1494536400,24.4062,24.4271,24.4375
1494537300,24.2812,24.3333,24.4062
1494538200,24.3125,24.3646,24.4062
1494539100,24.2812,24.3021,24.3438
1494540000,24.1562,24.1875,24.2188
1494540900,24.0938,24.1667,24.2812
1494541800,24.0312,24.0729,24.0938
1494542700,23.9688,24.0729,24.125
1494543600,24.0312,24.0521,24.0938
1494544500,23.9375,24.0313,24.0938
1494545400,24,24.0104,24.0312
1494546300,23.8125,23.8646,23.9062
1494547200,23.75,23.8438,23.9375
1494548100,23.75,23.7813,23.8438
1494549000,23.7188,23.75,23.8125
1494549900,23.6562,23.7083,23.75
1494550800,23.6562,23.6771,23.6875
1494551700,23.5938,23.6146,23.625
1494552600,23.5625,23.625,23.7188
1494553500,23.5625,23.5729,23.5938
1494554400,23.4688,23.5104,23.5312
1494555300,23.4062,23.4687,23.5
1494556200,23.4062,23.4375,23.5
1494557100,23.3125,23.3334,23.3438
1494558000,23.2188,23.3021,23.4062
1494558900,23.1875,23.25,23.2812
1494559800,23.1562,23.2708,23.3438
1494560700,23.1875,23.2396,23.2812
1494561600,23.1562,23.1771,23.2188
1494562500,23,23.0729,23.125
1494563400,22.9688,23.0104,23.0312
1494564300,22.9375,22.9896,23.0938
1494565200,22.875,22.8958,22.9375
1494566100,22.875,22.9062,22.9375
1494567000,22.8125,22.8542,22.875
1494567900,22.75,22.8125,22.875
1494568800,22.7812,22.8229,22.875
1494569700,22.6875,22.7083,22.75
1494570600,22.5938,22.625,22.6562
1494571500,22.5312,22.625,22.7188
1494572400,22.5938,22.625,22.6875
1494573300,22.5312,22.6042,22.7188
1494574200,22.5938,22.6042,22.625
1494575100,22.4062,22.4896,22.5625
1494576000,22.4375,22.4583,22.5
1494576900,22.375,22.3854,22.4062
1494577800,22.3125,22.375,22.4688
1494578700,22.3125,22.3229,22.3438
1494579600,22.3125,22.3334,22.3438
1494580500,22.25,22.2812,22.3125
1494581400,22.2188,22.2813,22.3125
1494582300,22.2188,22.2917,22.3438
1494583200,22.125,22.2187,22.2812
1494584100,22.2188,22.25,22.3125
1494585000,22.2812,22.2916,22.3125
1494585900,22.1875,22.2396,22.2812
1494586800,22.1875,22.3021,22.4062
1494587700,22.3438,22.4167,22.5
1494588600,22.3438,22.375,22.4062
1494589500,22.4062,22.4271,22.4375
1494590400,22.5312,22.5312,22.5312
1494591300,22.5625,22.6042,22.6875
1494592200,22.6875,22.7396,22.7812
1494593100,22.75,22.7708,22.7812
1494594000,22.7188,22.8437,22.9062
1494594900,22.9062,22.9479,23
1494595800,23,23.0521,23.125
1494596700,23.2188,23.2813,23.375
1494597600,23.375,23.4583,23.5312
1494598500,23.4062,23.4687,23.5312
1494599400,23.5,23.5312,23.5625
1494600300,23.5625,23.5937,23.6562
1494601200,23.6875,23.7084,23.7188
1494602100,23.75,23.8021,23.875
1494603000,23.8438,23.8542,23.875
1494603900,23.8438,23.8958,23.9375
1494604800,23.875,23.9375,24
1494605700,24,24.0312,24.0625
1494606600,24.0312,24.0833,24.1562
1494607500,24.0625,24.0938,24.125
1494608400,24.0938,24.1458,24.1875
1494609300,24.25,24.2917,24.3125
1494610200,24.3125,24.375,24.4375
1494611100,24.2812,24.3437,24.375
1494612000,24.375,24.4375,24.5
1494612900,24.4062,24.4583,24.5
1494613800,24.4375,24.4584,24.4688
1494614700,24.5625,24.6042,24.6562
1494615600,24.5625,24.6042,24.6562
1494616500,24.625,24.6667,24.75
1494617400,24.6562,24.6875,24.7188
1494618300,24.6875,24.7188,24.75
1494619200,24.7812,24.8125,24.875
1494620100,24.875,24.9167,24.9375
1494621000,24.875,24.9167,24.9375
1494621900,24.8438,24.9063,24.9688
1494622800,24.8438,24.9167,24.9688
1494623700,24.8125,24.8334,24.8438
1494624600,24.75,24.8125,24.8438
1494625500,24.7188,24.75,24.7812
1494626400,24.6562,24.7291,24.7812
1494627300,24.625,24.6458,24.6562
1494628200,24.4688,24.5104,24.5625
1494629100,24.375,24.4479,24.5312
1494630000,24.25,24.3125,24.3438
1494630900,24.25,24.2917,24.3125
1494631800,24.2812,24.3021,24.3125
1494632700,24.2188,24.2813,24.3125
1494633600,24.125,24.1562,24.1875
1494634500,24.0625,24.1458,24.1875
1494635400,24.0625,24.0729,24.0938
1494636300,24,24.0208,24.0625
1494637200,23.875,23.9583,24.0312
1494638100,23.9062,23.9271,23.9375
1494639000,23.7812,23.8958,23.9688
1494639900,23.75,23.7812,23.8125
1494640800,23.75,23.7917,23.8125
1494641700,23.6875,23.7084,23.7188
1494642600,23.6562,23.6771,23.6875
1494643500,23.625,23.6562,23.6875
1494644400,23.5625,23.5833,23.625
1494645300,23.5,23.5625,23.625
1494646200,23.4688,23.4896,23.5312
1494647100,23.2812,23.3646,23.4688
1494648000,23.3125,23.3542,23.375
1494648900,23.3125,23.3229,23.3438
1494649800,23.2812,23.3125,23.3438
1494650700,23.2188,23.2396,23.25
1494651600,23.125,23.1771,23.2188
1494652500,23.0938,23.1458,23.1875
1494653400,23.0625,23.125,23.1562
1494654300,22.9688,23.0729,23.1562
1494655200,22.9688,22.9896,23
1494656100,22.9375,22.9688,23
1494657000,22.8438,22.9063,22.9688
1494657900,22.8438,22.8438,22.8438
1494658800,22.7812,22.8229,22.8438
1494659700,22.7188,22.7708,22.8125
1494660600,22.75,22.75,22.75
1494661500,22.6562,22.6771,22.6875
1494662400,22.4688,22.5833,22.6562
1494663300,22.5938,22.6354,22.6562
1494664200,22.4688,22.5208,22.5625
1494665100,22.4375,22.5208,22.5938
1494666000,22.4062,22.4583,22.5
1494666900,22.2812,22.3541,22.4062
1494667800,22.3438,22.3854,22.4375
1494668700,22.2188,22.3334,22.4375
1494669600,22.2812,22.3333,22.4062
1494670500,22.3125,22.3437,22.4062
1494671400,22.2812,22.3021,22.3438
1494672300,22.2812,22.3021,22.3438
1494673200,22.125,22.2187,22.2812
1494674100,22.1875,22.2292,22.2812
1494675000,22.2188,22.2396,22.25
1494675900,22.125,22.1458,22.1875
1494676800,22.0938,22.1354,22.1562
1494677700,22.125,22.1562,22.1875
1494678600,22.0312,22.0521,22.0625
1494679500,22.0938,22.1354,22.1562
1494680400,22.0312,22.0729,22.0938
1494681300,22.0625,22.1146,22.1562
1494682200,22,22.0729,22.1562
1494683100,22.0625,22.0834,22.0938
1494684000,22,22.0208,22.0312
1494684900,21.9062,21.9791,22.0312
1494685800,22,22.0312,22.0625
1494686700,21.9688,21.9792,22
1494687600,22.0312,22.0521,22.0625
1494688500,21.9688,22.0104,22.0625
1494689400,21.9688,21.9896,22.0312
1494690300,22,22.0312,22.0625
1494691200,21.9688,21.9896,22
1494692100,21.9688,22,22.0312
1494693000,21.9375,21.9792,22
1494693900,21.9375,21.9792,22.0625
1494694800,22,22.0417,22.0938
1494695700,22.0312,22.0625,22.0938
1494696600,22.0938,22.1146,22.1562
1494697500,22.0625,22.0729,22.0938
1494698400,22.0625,22.0834,22.0938
1494699300,22.125,22.1458,22.1875
1494700200,22.0938,22.1354,22.1562
1494701100,22.0312,22.0729,22.1562
1494702000,21.9375,22.0313,22.0938
1494702900,22.0625,22.0938,22.125
1494703800,22.0312,22.0833,22.125
1494704700,22.0312,22.0833,22.1562
1494705600,22.0312,22.0833,22.125
1494706500,22.0312,22.0625,22.0938
1494707400,22,22.0312,22.0625
1494708300,22.0625,22.0729,22.0938
1494709200,22,22.0312,22.0625
1494710100,21.9688,22.0521,22.0938
1494711000,22.0312,22.0521,22.0938
1494711900,21.9375,21.9896,22.0625
1494712800,22.0312,22.0416,22.0625
1494713700,22,22.0104,22.0312
1494714600,21.9688,22,22.0312
1494715500,21.9688,22.0208,22.0625
1494716400,21.9375,22.0104,22.0938
1494717300,21.9375,21.9688,22
1494718200,21.9375,21.9688,22
1494719100,21.9375,21.9896,22.0312
1494720000,21.9375,21.9688,22
1494720900,21.9375,21.9688,22
1494721800,21.9062,21.9791,22.0312
1494722700,21.9375,21.9896,22.0625
1494723600,21.9062,21.9479,21.9688
1494724500,21.8438,21.9375,22
1494725400,21.9062,21.9479,22
1494726300,21.9688,21.9896,22.0312
1494727200,21.9375,21.9583,22
1494728100,21.8438,21.875,21.9062
1494729000,21.7812,21.7916,21.8125
1494729900,21.6875,21.7084,21.7188
1494730800,21.625,21.6979,21.8125
1494731700,21.5625,21.6354,21.6875
1494732600,21.5,21.5104,21.5312
1494733500,21.4375,21.4688,21.5
1494734400,21.4688,21.4896,21.5312
1494735300,21.4375,21.4896,21.5625
1494736200,21.3125,21.3646,21.4375
1494737100,21.3125,21.3438,21.375
1494738000,21.1875,21.3333,21.4062
1494738900,21.25,21.3125,21.375
1494739800,21.1562,21.25,21.3438
1494740700,21.1562,21.1979,21.2188
1494741600,21.1562,21.1979,21.2188
1494742500,21.0938,21.1354,21.1875
1494743400,21.125,21.1979,21.2812
1494744300,21.0938,21.1146,21.125
1494745200,21,21.0833,21.1562
1494746100,20.9062,20.9895,21.0312
1494747000,21,21.0312,21.0625
1494747900,20.9688,21,21.0312
1494748800,20.9062,20.9791,21.0312
1494749700,20.9062,20.9166,20.9375
1494750600,20.8438,20.875,20.9062
1494751500,20.875,20.8958,20.9062
1494752400,20.7812,20.8542,20.9375
1494753300,20.875,20.9271,21
1494754200,21.0625,21.0729,21.0938
1494755100,21.0938,21.1771,21.25
1494756000,21.1875,21.2292,21.25
1494756900,21.3125,21.3334,21.3438
1494757800,21.3438,21.3646,21.4062
1494758700,21.375,21.3958,21.4062
1494759600,21.4375,21.4792,21.5312
1494760500,21.5938,21.6042,21.625
1494761400,21.625,21.6875,21.7812
1494762300,21.7188,21.7604,21.8125
1494763200,21.75,21.8229,21.9062
1494764100,21.9062,21.9375,21.9688
1494765000,21.9688,22.0313,22.0625
1494765900,22.0312,22.1041,22.1562
1494766800,22.0625,22.1042,22.1562
1494767700,22.0625,22.1146,22.1562
1494768600,22.0625,22.0833,22.125
1494769500,22.0938,22.1458,22.1875
1494770400,22.1875,22.2292,22.25
1494771300,22.1562,22.1771,22.1875
1494772200,22.1562,22.2292,22.3125
1494773100,22.2188,22.2604,22.3125
1494774000,22.1875,22.2396,22.2812
1494774900,22.2188,22.2917,22.4062
1494775800,22.2812,22.3437,22.4375
1494776700,22.2812,22.3333,22.4062
1494777600,22.3438,22.4167,22.4688
1494778500,22.3125,22.375,22.4375
1494779400,22.4062,22.4271,22.4688
1494780300,22.4062,22.4375,22.5
1494781200,22.4375,22.5,22.5625
1494782100,22.5625,22.5938,22.625
1494783000,22.5,22.5833,22.6562
1494783900,22.625,22.6771,22.75
1494784800,22.6562,22.7291,22.7812
1494785700,22.7188,22.75,22.7812
1494786600,22.7188,22.7917,22.875
1494787500,22.8125,22.8542,22.9062
1494788400,23.0312,23.0521,23.0938
1494789300,23.125,23.1458,23.1562
1494790200,23.2188,23.2604,23.2812
1494791100,23.3438,23.3646,23.4062
1494792000,23.4375,23.4687,23.5312
1494792900,23.4688,23.4896,23.5
1494793800,23.4688,23.5,23.5625
1494794700,23.5,23.5521,23.5938
1494795600,23.6562,23.6562,23.6562
1494796500,23.6562,23.6562,23.6562
1494797400,23.625,23.6458,23.6562
1494798300,23.5938,23.6042,23.625
1494799200,23.5,23.5625,23.625
1494800100,23.5625,23.5834,23.5938
1494801000,23.6562,23.6875,23.7188
1494801900,23.6562,23.6771,23.6875
1494802800,23.625,23.6875,23.75
1494803700,23.6562,23.6875,23.7188
1494804600,23.625,23.6771,23.75
1494805500,23.5938,23.625,23.6875
1494806400,23.5625,23.5729,23.5938
1494807300,23.5312,23.5729,23.625
1494808200,23.4688,23.4688,23.4688
1494809100,23.375,23.4792,23.5625
1494810000,23.4375,23.4687,23.5312
1494810900,23.375,23.4167,23.4688
1494811800,23.4062,23.4375,23.5
1494812700,23.375,23.3906,23.4062
1494813600,23.3125,23.3542,23.4062
1494814500,23.3125,23.3438,23.375
1494815400,23.1875,23.25,23.2812
1494816300,23.1875,23.1979,23.2188
1494817200,23.0938,23.1146,23.1562
1494818100,23,23.0625,23.0938
1494819000,23.0312,23.0625,23.0938
1494819900,22.9688,23.0521,23.0938
1494820800,22.9375,22.9687,23.0312
1494821700,22.8125,22.9063,22.9688
1494822600,22.8438,22.875,22.9062
1494823500,22.75,22.7708,22.8125
1494824400,22.7188,22.75,22.7812
1494825300,22.7188,22.7292,22.75
1494826200,22.5938,22.6563,22.6875
1494827100,22.5938,22.6146,22.625
1494828000,22.5,22.5521,22.5938
1494828900,22.4375,22.5104,22.5938
1494829800,22.4375,22.4375,22.4375
1494830700,22.2812,22.3854,22.5
1494831600,22.3438,22.3542,22.375
1494832500,22.2188,22.25,22.3125
1494833400,22.25,22.2604,22.2812
1494834300,22.1562,22.2187,22.3125
1494835200,22.1875,22.1979,22.2188
1494836100,22.0625,22.125,22.1875
1494837000,22.125,22.125,22.125
1494837900,21.9688,22.0521,22.125
1494838800,21.9375,21.9688,22
1494839700,21.8438,21.8854,21.9062
1494840600,21.8438,21.8854,21.9062
1494841500,21.875,21.9375,22.0312
1494842400,21.9688,22.0208,22.0625
1494843300,22.0625,22.1042,22.1562
1494844200,22.0625,22.0833,22.125
1494845100,22.1562,22.2187,22.3125
1494846000,22.1562,22.25,22.375
1494846900,22.25,22.3021,22.4062
1494847800,22.25,22.2813,22.3438
1494848700,22.25,22.3021,22.375
1494849600,22.4062,22.4062,22.4062
1494850500,22.4062,22.4062,22.4062
1494851400,22.4375,22.5313,22.5938
1494852300,22.5312,22.5625,22.625
1494853200,22.5312,22.6458,22.75
1494854100,22.7188,22.7813,22.8125
1494855000,22.9062,22.9479,23.0312
1494855900,23,23.0417,23.0625
1494856800,23.0938,23.1354,23.1875
1494857700,23.25,23.3021,23.3438
1494858600,23.3438,23.4271,23.4688
1494859500,23.3438,23.4167,23.4688
1494860400,23.4062,23.4479,23.5
1494861300,23.5312,23.5729,23.5938
1494862200,23.5938,23.5938,23.5938
1494863100,23.5312,23.6562,23.75
1494864000,23.8125,23.8334,23.8438
1494864900,23.75,23.8437,23.9062
1494865800,23.8125,23.875,24
1494866700,23.8438,23.875,23.9062
1494867600,23.8125,23.9375,24.0625
1494868500,23.9375,24.0208,24.125
1494869400,24.0938,24.1354,24.1562
1494870300,24.1875,24.2708,24.3438
1494871200,24.2812,24.3437,24.4062
1494872100,24.2812,24.3437,24.4375
1494873000,24.4688,24.4792,24.5
1494873900,24.5625,24.5937,24.6562
1494874800,24.3438,24.4375,24.5312
1494875700,24.0312,24.125,24.1875
1494876600,24.0312,24.0937,24.125
1494877500,24.125,24.1562,24.1875
1494878400,24.125,24.1458,24.1875
1494879300,24.2812,24.2916,24.3125
1494880200,24.2188,24.2604,24.2812
1494881100,24.2188,24.3021,24.3438
1494882000,24.3125,24.3854,24.4375
1494882900,24.3125,24.3334,24.3438
1494883800,24.2188,24.2604,24.2812
1494884700,24.0625,24.2187,24.3125
1494885600,24.0625,24.1354,24.1875
1494886500,24.0625,24.1146,24.1875
1494887400,24.0625,24.0833,24.125
1494888300,23.9062,23.9375,23.9688
1494889200,23.625,23.7188,23.8125
1494890100,23.5625,23.6458,23.75
1494891000,23.4062,23.4687,23.5625
1494891900,23.1875,23.3125,23.4375
1494892800,23.1562,23.2187,23.3125
1494893700,23,23.0625,23.125
1494894600,23.0938,23.1042,23.125
1494895500,23.0312,23.0625,23.0938
1494896400,22.9062,22.9687,23.0312
1494897300,22.875,22.8958,22.9375
1494898200,22.75,22.8333,22.9375
1494899100,22.5625,22.6563,22.7188
1494900000,22.5312,22.5937,22.6875
1494900900,22.1875,22.25,22.375
1494901800,21.9688,22.0833,22.1562
1494902700,21.9688,21.9792,22
1494903600,21.7812,21.875,22
1494904500,21.75,21.7812,21.8125
1494905400,21.5938,21.6563,21.7188
1494906300,21.4688,21.5313,21.5938
1494907200,21.4688,21.5104,21.5312
1494908100,21.4062,21.4375,21.4688
1494909000,21.25,21.3854,21.5312
1494909900,21.25,21.2604,21.2812
1494910800,21.125,21.1354,21.1562
1494911700,20.9688,21.0417,21.125
1494912600,20.9062,20.9583,21
1494913500,20.9375,20.9584,20.9688
1494914400,20.8438,20.8438,20.8438
1494915300,20.7188,20.7604,20.8125
1494916200,20.7188,20.7396,20.75
1494917100,20.6875,20.7187,20.7812
1494918000,20.5,20.5937,20.6562
1494918900,20.5,20.5208,20.5312
1494919800,20.5312,20.5729,20.6562
1494920700,20.5312,20.6041,20.6562
1494921600,20.5312,20.5625,20.5938
1494922500,20.5,20.5833,20.6562
1494923400,20.5312,20.5625,20.5938
1494924300,20.4375,20.4375,20.4375
1494925200,20.4375,20.4375,20.4375
1494926100,20.4375,20.4688,20.5
1494927000,20.4062,20.4375,20.4688
1494927900,20.3438,20.3958,20.4375
1494928800,20.3125,20.3542,20.375
1494929700,20.3125,20.3334,20.3438
1494930600,20.2188,20.25,20.2812
1494931500,20.2188,20.25,20.2812
1494932400,20.2188,20.2813,20.3438
1494933300,20.3438,20.4375,20.5
1494934200,20.3125,20.4583,20.5625
1494935100,20.5312,20.6146,20.7188
1494936000,20.75,20.8542,20.9688
1494936900,20.9375,21,21.0625
1494937800,21.0312,21.0937,21.125
1494938700,21.2188,21.3229,21.4375
1494939600,21.4375,21.4688,21.5
1494940500,21.625,21.7396,21.8438
1494941400,21.8438,21.9583,22.0312
1494942300,22.2188,22.3021,22.4375
1494943200,22.4062,22.4792,22.5938
1494944100,22.5312,22.6042,22.7188
1494945000,22.7812,22.8125,22.875
1494945900,22.8125,22.9271,23.0312
1494946800,23.0625,23.1042,23.125
1494947700,23.1562,23.2291,23.2812
1494948600,23.25,23.4167,23.5312
1494949500,23.5,23.5417,23.5938
1494950400,23.625,23.7083,23.8438
1494951300,23.7188,23.7604,23.8125
1494952200,23.8125,23.8958,23.9688
1494953100,23.9062,23.9166,23.9375
1494954000,23.9375,24.0417,24.0938
1494954900,23.8438,23.9896,24.0938
1494955800,24.0938,24.1458,24.1875
1494956700,24.2188,24.2709,24.3438
1494957600,24.3438,24.4063,24.4688
1494958500,24.4062,24.4375,24.4688
1494959400,24.625,24.6667,24.6875
1494960300,24.7188,24.7813,24.8125
1494961200,24.9688,24.9896,25
1494962100,24.9688,25.0104,25.0625
1494963000,25.1562,25.1979,25.25
1494963900,25.4062,25.4479,25.5
1494964800,25.5625,25.6771,25.75
1494965700,25.7188,25.8125,26
1494966600,25.9375,25.9583,26
1494967500,26.0312,26.0729,26.0938
1494968400,26.0625,26.1667,26.3125
1494969300,26.2188,26.2708,26.3125
1494970200,26.3438,26.4167,26.5
1494971100,26.3438,26.4479,26.5312
1494972000,26.4375,26.4688,26.5
1494972900,26.4062,26.4896,26.5625
1494973800,26.3438,26.3646,26.4062
1494974700,26.2812,26.3437,26.4688
1494975600,26.2812,26.3333,26.375
1494976500,26.125,26.2083,26.25
1494977400,25.9375,26.0208,26.125
1494978300,25.875,25.9271,26
1494979200,25.625,25.7083,25.8438
1494980100,25.625,25.6667,25.6875
1494981000,25.5625,25.6146,25.6875
1494981900,25.375,25.4062,25.4375
1494982800,25.25,25.3021,25.3438
1494983700,25.1875,25.2188,25.25
1494984600,25.0312,25.0937,25.1562
1494985500,25.0312,25.0625,25.0938
1494986400,24.9375,24.9584,24.9688
1494987300,24.7812,24.8125,24.875
1494988200,24.7188,24.75,24.7812
1494989100,24.625,24.6667,24.7188
1494990000,24.5625,24.625,24.7188
1494990900,24.5312,24.5729,24.625
1494991800,24.4375,24.5208,24.5938
1494992700,24.3438,24.4271,24.5625
1494993600,24.3125,24.375,24.4375
1494994500,24.3438,24.375,24.4062
1494995400,24.2812,24.3542,24.4688
1494996300,24.125,24.1875,24.25
1494997200,24.125,24.1458,24.1562
1494998100,24.0312,24.0625,24.0938
1494999000,23.9375,23.9583,24
1494999900,23.8438,23.8854,23.9375
1495000800,23.8125,23.8438,23.875
1495001700,23.7188,23.7917,23.8438
1495002600,23.625,23.6875,23.75
1495003500,23.5938,23.6354,23.6875
1495004400,23.5,23.5313,23.5938
1495005300,23.4688,23.5,23.5312
1495006200,23.4375,23.4584,23.4688
1495007100,23.3125,23.3438,23.375
1495008000,23.2188,23.3021,23.375
1495008900,23.125,23.2188,23.3125
1495009800,23.0938,23.125,23.1875
1495010700,23.0938,23.1563,23.2188
1495011600,22.9375,23,23.0938
1495012500,22.7812,22.8125,22.8438
1495013400,22.75,22.7917,22.8438
1495014300,22.6875,22.7708,22.8438
1495015200,22.7188,22.75,22.7812
1495016100,22.5938,22.625,22.6875
1495017000,22.625,22.6458,22.6562
1495017900,22.6875,22.7188,22.75
1495018800,22.6562,22.6771,22.7188
1495019700,22.7188,22.7604,22.8125
1495020600,22.75,22.8229,22.875
1495021500,22.8125,22.9271,23
1495022400,22.9688,23.0104,23.0312
1495023300,23,23.0521,23.0938
1495024200,23.1562,23.3125,23.4375
1495025100,23.4688,23.4896,23.5
1495026000,23.625,23.6771,23.75
1495026900,23.7812,23.7916,23.8125
1495027800,23.9375,23.9583,24
1495028700,24.0312,24.1771,24.375
1495029600,24.2812,24.4167,24.5
1495030500,24.5938,24.6979,24.8125
1495031400,24.7812,24.8646,24.9688
1495032300,24.875,25.0104,25.125
1495033200,25.0938,25.1458,25.1875
1495034100,25.2188,25.2709,25.3438
1495035000,25.375,25.4271,25.5
1495035900,25.5312,25.5625,25.5938
1495036800,25.6875,25.7604,25.8125
1495037700,25.7188,25.8229,25.9062
1495038600,25.8438,25.8958,25.9375
1495039500,26,26.0521,26.0938
1495040400,26.0938,26.1667,26.2188
1495041300,26.25,26.3125,26.3438
1495042200,26.4062,26.4531,26.5
1495043100,26.5312,26.5729,26.625
1495044000,26.75,26.7604,26.7812
1495044900,26.8438,26.8854,26.9375
1495045800,26.9375,27.0729,27.2812
1495046700,27.2812,27.4375,27.5312
1495047600,27.625,27.7083,27.7812
1495048500,27.8125,27.8958,27.9375
1495049400,28,28.0521,28.0938
1495050300,28.1875,28.2187,28.2812
1495051200,28.2812,28.3854,28.4688
1495052100,28.5,28.5521,28.5938
1495053000,28.5312,28.6667,28.75
1495053900,28.75,28.8125,28.9062
1495054800,28.9688,29.0521,29.0938
1495055700,29.125,29.2187,29.2812
1495056600,29.3125,29.3438,29.375
1495057500,29.3125,29.3542,29.4062
1495058400,29.3125,29.4167,29.4688
1495059300,29.375,29.4271,29.4688
1495060200,29.5,29.5625,29.6562
1495061100,29.5625,29.6042,29.6875
1495062000,29.625,29.625,29.625
1495062900,29.6562,29.6875,29.7188
1495063800,29.5312,29.5625,29.5938
1495064700,29.4062,29.4791,29.5312
1495065600,29.375,29.4375,29.5
1495066500,29.3438,29.3646,29.375
1495067400,29.3438,29.3854,29.4062
1495068300,29.2812,29.3333,29.375
1495069200,29.2188,29.25,29.2812
1495070100,29.25,29.2708,29.2812
1495071000,29.0938,29.125,29.1562
1495071900,29.0312,29.0833,29.125
1495072800,29,29.0208,29.0312
1495073700,28.9375,29.0208,29.0625
1495074600,29,29.0208,29.0312
1495075500,29.0312,29.0729,29.1562
1495076400,28.9375,29,29.0312
1495077300,28.9375,28.9584,28.9688
1495078200,28.7812,28.8437,28.9375
1495079100,28.8125,28.8229,28.8438
1495080000,28.75,28.7917,28.8438
1495080900,28.625,28.6875,28.7188
1495081800,28.5938,28.6458,28.6875
1495082700,28.625,28.6979,28.75
1495083600,28.625,28.6771,28.7188
1495084500,28.5625,28.5938,28.625
1495085400,28.5,28.5312,28.5625
1495086300,28.4375,28.4896,28.5312
1495087200,28.5312,28.5468,28.5625
1495088100,28.375,28.3958,28.4062
1495089000,28.375,28.4167,28.4688
1495089900,28.3125,28.375,28.5
1495090800,28.3125,28.3282,28.3438
1495091700,28.1562,28.1875,28.2188
1495092600,28.1562,28.1771,28.2188
1495093500,28.0938,28.1563,28.2812
1495094400,27.9375,27.9896,28.0312
1495095300,27.9375,27.9792,28.0312
1495096200,27.9375,27.9688,28
1495097100,27.8438,27.875,27.9062
1495098000,27.7812,27.9167,28
1495098900,27.7188,27.7605,27.8438
1495099800,27.5625,27.625,27.6562
1495100700,27.5,27.5521,27.5938
1495101600,27.4688,27.5,27.5312
1495102500,27.4375,27.4688,27.5
