Unix,Min,Avg,Max
1487789100,22.9375,23.0104,23.0625
1487790000,23.0312,23.0937,23.1562
1487790900,23.1562,23.1666,23.1875
1487791800,23.1875,23.2292,23.25
1487792700,23.1875,23.2396,23.2812
1487793600,23.2812,23.3437,23.4375
1487794500,23.4688,23.5,23.5625
1487795400,23.5,23.5729,23.625
1487796300,23.5,23.5521,23.625
1487797200,23.5,23.6041,23.6562
1487798100,23.5312,23.6354,23.7188
1487799000,23.5625,23.625,23.6562
1487799900,23.5625,23.5937,23.6562
1487800800,23.5625,23.5625,23.5625
1487801700,23.5,23.5625,23.625
1487802600,23.4375,23.4896,23.5312
1487803500,23.4688,23.4792,23.5
1487804400,23.375,23.3854,23.4062
1487805300,23.2188,23.2708,23.3125
1487806200,23.1562,23.1875,23.2188
1487807100,23,23.1042,23.1875
1487808000,23.0312,23.0625,23.0938
1487808900,23.0312,23.0521,23.0625
1487809800,22.9062,22.9687,23.0312
1487810700,22.8438,22.8854,22.9062
1487811600,22.7812,22.8229,22.9062
1487812500,22.75,22.8021,22.8438
1487813400,22.6875,22.7084,22.7188
1487814300,22.6562,22.6771,22.7188
1487815200,22.5625,22.6354,22.7188
1487816100,22.5625,22.5833,22.625
1487817000,22.5625,22.5729,22.5938
1487817900,22.4375,22.4792,22.5
1487818800,22.5,22.5,22.5
1487819700,22.4688,22.4688,22.4688
1487820600,22.3438,22.4375,22.5
1487821500,22.3438,22.4063,22.5
1487822400,22.25,22.3125,22.4062
1487823300,22.25,22.2604,22.2812
1487824200,22.0938,22.1771,22.25
1487825100,22.0938,22.1667,22.2188
1487826000,22.0625,22.0938,22.125
1487826900,21.9688,22.0105,22.0938
1487827800,21.9062,21.9791,22.0312
1487828700,21.9375,21.9792,22
1487829600,21.8438,21.8646,21.9062
1487830500,21.8438,21.875,21.9062
1487831400,21.75,21.8229,21.875
1487832300,21.6875,21.75,21.8438
1487833200,21.6562,21.7083,21.75
1487834100,21.6875,21.7187,21.7812
1487835000,21.5625,21.6146,21.6562
1487835900,21.5938,21.625,21.6875
1487836800,21.4688,21.5104,21.5625
1487837700,21.5312,21.5416,21.5625
1487838600,21.4688,21.5417,21.5938
1487839500,21.3438,21.4688,21.5625
1487840400,21.375,21.4271,21.4688
1487841300,21.375,21.3958,21.4062
1487842200,21.3438,21.3854,21.4375
1487843100,21.3125,21.3854,21.4688
1487844000,21.25,21.3333,21.4375
1487844900,21.4375,21.5833,21.6562
1487845800,21.8438,21.8646,21.9062
1487846700,21.8438,21.8958,21.9375
1487847600,21.8125,21.8958,21.9375
1487848500,21.9375,21.9792,22.0312
1487849400,21.9375,22,22.0938
1487850300,21.9688,21.9896,22
1487851200,22,22.0313,22.0938
1487852100,22,22.0417,22.0625
1487853000,21.9688,22.0729,22.1562
1487853900,22.0625,22.1042,22.125
1487854800,22.0938,22.1146,22.125
1487855700,22.0938,22.1459,22.2188
1487856600,22.125,22.1667,22.1875
1487857500,22.1875,22.2292,22.2812
1487858400,22.3125,22.3437,22.4062
1487859300,22.3438,22.4167,22.4688
1487860200,22.4062,22.4479,22.5
1487861100,22.5938,22.6771,22.7188
1487862000,22.6875,22.7604,22.875
1487862900,22.875,22.9062,22.9375
1487863800,22.9062,22.9271,22.9375
1487864700,22.9375,22.9583,23
1487865600,22.9375,23,23.0625
1487866500,23.0625,23.0834,23.0938
1487867400,23.0312,23.0729,23.125
1487868300,23.0625,23.0938,23.125
1487869200,23.0625,23.125,23.1875
1487870100,23.0312,23.1042,23.1875
1487871000,23.0625,23.1042,23.125
1487871900,23.125,23.1875,23.2812
1487872800,23.2188,23.2708,23.3125
1487873700,23.3125,23.3542,23.375
1487874600,23.2812,23.3541,23.4062
1487875500,23.4375,23.4688,23.5
1487876400,23.5312,23.6146,23.6875
1487877300,23.625,23.7188,23.8125
1487878200,23.75,23.8542,23.9688
1487879100,23.9375,23.9584,23.9688
1487880000,23.9688,24.0104,24.0312
1487880900,24.0625,24.1354,24.1875
1487881800,24.2812,24.3437,24.4688
1487882700,24.375,24.4062,24.4375
1487883600,24.5312,24.5833,24.6562
1487884500,24.5625,24.5938,24.625
1487885400,24.5938,24.6667,24.7188
1487886300,24.5625,24.625,24.6875
1487887200,24.5938,24.6146,24.6562
1487888100,24.625,24.6354,24.6562
1487889000,24.4688,24.5208,24.5625
1487889900,24.4688,24.4896,24.5312
1487890800,24.375,24.4479,24.5
1487891700,24.2812,24.3646,24.4375
1487892600,24.3125,24.3542,24.375
1487893500,24.1875,24.2084,24.2188
1487894400,24.1562,24.1979,24.25
1487895300,24.1562,24.1875,24.25
1487896200,24.125,24.1354,24.1562
1487897100,24.0938,24.0938,24.0938
1487898000,24.0625,24.1146,24.1562
1487898900,23.9688,24.0313,24.0625
1487899800,23.9688,24.0104,24.0625
1487900700,23.9375,23.9896,24.0625
1487901600,23.875,23.8958,23.9062
1487902500,23.8438,23.9479,24.0625
1487903400,23.8125,23.8333,23.875
1487904300,23.7188,23.75,23.7812
1487905200,23.6562,23.6875,23.7188
1487906100,23.6562,23.7083,23.7812
1487907000,23.6875,23.6979,23.7188
1487907900,23.7188,23.7396,23.75
1487908800,23.5938,23.625,23.6562
1487909700,23.5938,23.6354,23.6875
1487910600,23.4688,23.5208,23.5625
1487911500,23.4375,23.5521,23.6562
1487912400,23.5,23.5208,23.5625
1487913300,23.3438,23.4375,23.5
1487914200,23.375,23.3854,23.4062
1487915100,23.3125,23.3646,23.4375
1487916000,23.1875,23.3125,23.4375
1487916900,23.2188,23.2396,23.25
1487917800,23.0938,23.1979,23.25
1487918700,23.0938,23.1458,23.1875
1487919600,23.125,23.1771,23.25
1487920500,23.0312,23.0416,23.0625
1487921400,23,23.0104,23.0312
1487922300,22.9375,22.9792,23.0312
1487923200,22.9688,22.9896,23
1487924100,22.9375,22.9375,22.9375
1487925000,22.8125,22.8334,22.8438
1487925900,22.8125,22.8333,22.875
1487926800,22.7812,22.8541,22.9062
1487927700,22.7188,22.75,22.7812
1487928600,22.6875,22.7292,22.75
1487929500,22.625,22.6771,22.7188
1487930400,22.625,22.6771,22.7188
1487931300,22.5312,22.6666,22.7812
1487932200,22.5,22.5833,22.625
1487933100,22.5,22.5833,22.6562
1487934000,22.4062,22.5417,22.625
1487934900,22.5,22.5104,22.5312
1487935800,22.5,22.5312,22.5625
1487936700,22.4688,22.5209,22.5938
1487937600,22.4688,22.5,22.5312
1487938500,22.4062,22.4583,22.5
1487939400,22.4062,22.5,22.5625
1487940300,22.5,22.5312,22.5625
1487941200,22.5312,22.5729,22.625
1487942100,22.6562,22.6666,22.6875
1487943000,22.7188,22.7396,22.75
1487943900,22.75,22.7917,22.8438
1487944800,22.8438,22.9167,22.9688
1487945700,22.9062,23.0104,23.125
1487946600,23.1562,23.2396,23.3438
1487947500,23.3125,23.3542,23.4062
1487948400,23.4375,23.5208,23.5625
1487949300,23.4688,23.5417,23.625
1487950200,23.5,23.5625,23.5938
1487951100,23.5938,23.6042,23.625
1487952000,23.6562,23.6979,23.7188
1487952900,23.8125,23.8334,23.8438
1487953800,23.75,23.8021,23.8438
1487954700,23.9375,23.9792,24.0312
1487955600,23.9375,23.9688,24
1487956500,23.875,23.9688,24.0938
1487957400,24.0312,24.0521,24.0625
1487958300,23.9688,24.0834,24.1875
1487959200,24.125,24.2083,24.3438
1487960100,24.2812,24.3229,24.375
1487961000,24.3438,24.4167,24.5312
1487961900,24.4375,24.5208,24.5938
1487962800,24.5625,24.6042,24.625
1487963700,24.5938,24.6354,24.6875
1487964600,24.6562,24.6979,24.7188
1487965500,24.75,24.7813,24.8438
1487966400,24.5312,24.5833,24.6562
1487967300,24.4375,24.5417,24.625
1487968200,24.5938,24.6355,24.7188
1487969100,24.4688,24.5208,24.5625
1487970000,24.3125,24.3646,24.4375
1487970900,23.9688,24.0729,24.1875
1487971800,23.875,23.9792,24.0625
1487972700,23.8125,23.8854,23.9375
1487973600,23.6562,23.7187,23.7812
1487974500,23.375,23.5,23.625
1487975400,23.0625,23.2083,23.4062
1487976300,22.8125,23.2813,23.6875
1487977200,23.8125,23.9583,24.0312
1487978100,24.1875,24.25,24.3125
1487979000,24.2812,24.3021,24.3438
1487979900,24.3125,24.3229,24.3438
1487980800,24.1875,24.2084,24.2188
1487981700,24.1875,24.2292,24.2812
1487982600,24.1875,24.1979,24.2188
1487983500,24.1875,24.2188,24.25
1487984400,24.125,24.1771,24.2188
1487985300,24.1875,24.1979,24.2188
1487986200,24.0625,24.125,24.1875
1487987100,24.0625,24.1146,24.1875
1487988000,24.0625,24.0833,24.125
1487988900,24.0312,24.0416,24.0625
1487989800,23.9688,23.9896,24
1487990700,24.0312,24.0625,24.0938
1487991600,24,24.0208,24.0312
1487992500,24,24.0208,24.0625
1487993400,23.9375,23.9792,24.0312
1487994300,23.8438,23.9271,23.9688
1487995200,23.875,23.8958,23.9375
1487996100,23.875,23.875,23.875
1487997000,23.8125,23.8646,23.9062
1487997900,23.75,23.8021,23.8438
1487998800,23.6562,23.7708,23.8438
1487999700,23.7812,23.8229,23.8438
1488000600,23.6875,23.7396,23.7812
1488001500,23.6562,23.7083,23.75
1488002400,23.6875,23.7396,23.7812
1488003300,23.625,23.6771,23.7188
1488004200,23.5625,23.6458,23.75
1488005100,23.625,23.6354,23.6562
1488006000,23.5312,23.5729,23.5938
1488006900,23.5312,23.5833,23.625
1488007800,23.4688,23.5104,23.5625
1488008700,23.4688,23.4896,23.5
1488009600,23.375,23.4271,23.4688
1488010500,23.4375,23.4688,23.5
1488011400,23.3125,23.3854,23.4688
1488012300,23.25,23.3646,23.4375
1488013200,23.3125,23.3542,23.375
1488014100,23.2188,23.2604,23.2812
1488015000,23.1875,23.2708,23.3438
1488015900,23.25,23.2708,23.3125
1488016800,23.1875,23.2292,23.2812
1488017700,23.125,23.1458,23.1562
1488018600,23.125,23.1875,23.25
1488019500,23.0938,23.1146,23.125
1488020400,23.0312,23.1145,23.1562
1488021300,22.9375,23.0208,23.0938
1488022200,23.0625,23.0938,23.125
1488023100,23.0312,23.0937,23.1562
1488024000,23.0312,23.0521,23.0625
1488024900,22.9375,22.9896,23.0312
1488025800,23.0625,23.0625,23.0625
1488026700,23,23.0417,23.0625
1488027600,22.9688,23.0625,23.125
1488028500,23.0312,23.0833,23.1562
1488029400,23.0938,23.0938,23.0938
1488030300,23.1562,23.1771,23.2188
1488031200,23.1562,23.2187,23.2812
1488032100,23.1875,23.2604,23.3438
1488033000,23.25,23.3541,23.4062
1488033900,23.375,23.3854,23.4062
1488034800,23.4688,23.4896,23.5
1488035700,23.5625,23.6042,23.6562
1488036600,23.5312,23.5729,23.625
1488037500,23.625,23.6771,23.75
1488038400,23.6875,23.6979,23.7188
1488039300,23.6875,23.7187,23.7812
1488040200,23.7188,23.7709,23.8438
1488041100,23.7812,23.7916,23.8125
1488042000,23.8125,23.8646,23.9375
1488042900,23.75,23.8021,23.875
1488043800,23.7812,23.8333,23.9062
1488044700,23.7812,23.8229,23.875
1488045600,23.9062,23.9166,23.9375
1488046500,23.9062,23.9375,23.9688
1488047400,23.9062,23.9687,24.0312
1488048300,24.0312,24.0416,24.0625
1488049200,23.9062,23.9896,24.0625
1488050100,23.9688,24.0208,24.0625
1488051000,24.0312,24.0833,24.125
1488051900,24.1562,24.1979,24.2812
1488052800,24.1875,24.25,24.3438
1488053700,24.3438,24.4167,24.5312
1488054600,24.5,24.5521,24.5938
1488055500,24.5,24.5417,24.5938
1488056400,24.5312,24.5416,24.5625
1488057300,24.4688,24.5209,24.5938
1488058200,24.375,24.4062,24.4375
1488059100,24.25,24.3646,24.4375
1488060000,24.3438,24.3542,24.375
1488060900,24.25,24.3125,24.375
1488061800,24.0625,24.1042,24.1562
1488062700,24.0312,24.1041,24.1562
1488063600,24.0625,24.0833,24.125
1488064500,24,24.0104,24.0312
1488065400,23.9062,23.9271,23.9375
1488066300,23.8125,23.8854,24
1488067200,23.8125,23.8229,23.8438
1488068100,23.7188,23.7813,23.8438
1488069000,23.6562,23.6771,23.6875
1488069900,23.5625,23.6458,23.7188
1488070800,23.5,23.5521,23.625
1488071700,23.5,23.5208,23.5625
1488072600,23.4688,23.4688,23.4688
1488073500,23.375,23.4167,23.4688
1488074400,23.3125,23.3542,23.4062
1488075300,23.2188,23.2813,23.3125
1488076200,23.2812,23.2916,23.3125
1488077100,23.2188,23.2396,23.25
1488078000,23.0938,23.1459,23.2188
1488078900,23.125,23.1458,23.1562
1488079800,23.0938,23.1146,23.1562
1488080700,23,23.0312,23.0625
1488081600,22.9062,22.9479,23
1488082500,22.9375,22.9583,23
1488083400,22.8438,22.9063,22.9375
1488084300,22.75,22.8021,22.8438
1488085200,22.7188,22.75,22.8125
1488086100,22.625,22.6562,22.6875
1488087000,22.5,22.5729,22.625
1488087900,22.4688,22.5521,22.625
1488088800,22.4375,22.4792,22.5625
1488089700,22.375,22.3958,22.4062
1488090600,22.2812,22.3229,22.375
1488091500,22.25,22.3125,22.4062
1488092400,22.1562,22.1979,22.25
1488093300,22.1562,22.2083,22.25
1488094200,22.0312,22.0625,22.0938
1488095100,21.9375,22.0417,22.1875
1488096000,21.875,21.9375,22
1488096900,21.8125,21.8542,21.9062
1488097800,21.7812,21.8229,21.9062
1488098700,21.7188,21.7917,21.8438
1488099600,21.6562,21.6771,21.7188
1488100500,21.625,21.6667,21.6875
1488101400,21.5938,21.625,21.6562
1488102300,21.5625,21.5938,21.625
1488103200,21.5,21.5208,21.5312
1488104100,21.6562,21.6979,21.75
1488105000,21.8438,21.8646,21.9062
1488105900,21.75,21.7917,21.8125
1488106800,21.75,21.7813,21.8438
1488107700,21.7188,21.7604,21.7812
1488108600,21.6875,21.7396,21.8125
1488109500,21.7812,21.8125,21.8438
1488110400,21.75,21.7917,21.8438
1488111300,21.7812,21.8229,21.9062
1488112200,21.7188,21.7604,21.7812
1488113100,21.8125,21.8334,21.8438
1488114000,21.8438,21.8854,21.9062
1488114900,21.75,21.8021,21.875
1488115800,21.7812,21.8333,21.875
1488116700,21.8438,21.8854,21.9062
1488117600,21.875,21.8854,21.9062
1488118500,21.8438,21.8854,21.9375
1488119400,21.9375,21.9792,22
1488120300,21.9062,21.9687,22.0312
1488121200,22,22.0417,22.0938
1488122100,22.0938,22.125,22.1562
1488123000,22,22.0729,22.1875
1488123900,22.0625,22.1563,22.2188
1488124800,22.1562,22.1875,22.25
1488125700,22.1562,22.1979,22.25
1488126600,22.125,22.1875,22.25
1488127500,22.1875,22.2396,22.3125
1488128400,22.25,22.2812,22.3125
1488129300,22.0938,22.1771,22.25
1488130200,22.1562,22.2187,22.3125
1488131100,22.2188,22.2396,22.25
1488132000,22.25,22.2604,22.2812
1488132900,22.1562,22.2187,22.3438
1488133800,22.1875,22.2396,22.2812
1488134700,22.2812,22.3125,22.3438
1488135600,22.2812,22.3541,22.4062
1488136500,22.375,22.4167,22.4375
1488137400,22.5,22.5729,22.625
1488138300,22.5312,22.5729,22.625
1488139200,22.6875,22.7084,22.7188
1488140100,22.7188,22.7396,22.7812
1488141000,22.7188,22.8021,22.875
1488141900,22.7188,22.7917,22.875
1488142800,22.7812,22.8229,22.875
1488143700,22.7188,22.7604,22.8125
1488144600,22.9688,23.4271,23.7188
1488145500,23,23.2708,23.5312
1488146400,22.6875,22.75,22.8125
1488147300,22.5938,22.6042,22.625
1488148200,22.4375,22.4896,22.5625
1488149100,22.4375,22.4479,22.4688
1488150000,22.3438,22.3438,22.3438
1488150900,22.3125,22.3229,22.3438
1488151800,22.3125,22.3333,22.375
1488152700,22.2812,22.2916,22.3125
1488153600,22.2188,22.2292,22.25
1488154500,22.125,22.1562,22.1875
1488155400,22.0938,22.1146,22.125
1488156300,22,22.1354,22.2188
1488157200,22.0938,22.1042,22.125
1488158100,22.0625,22.0937,22.1562
1488159000,22.0312,22.0625,22.0938
1488159900,21.9688,22.0104,22.0625
1488160800,22,22.0521,22.0938
1488161700,22,22.0104,22.0312
1488162600,21.9375,21.9896,22.0312
1488163500,21.9062,21.9375,21.9688
1488164400,21.8125,21.8958,22
1488165300,21.6875,21.7708,21.8125
1488166200,21.5625,21.6042,21.6562
1488167100,21.4375,21.4688,21.5
1488168000,21.2812,21.3646,21.5
1488168900,21.2188,21.2917,21.3438
1488169800,21.125,21.1458,21.1562
1488170700,21.125,21.1771,21.2188
1488171600,21.0938,21.1042,21.125
1488172500,20.9688,21.0104,21.0625
1488173400,20.875,20.9062,20.9375
1488174300,20.8438,20.8438,20.8438
1488175200,20.75,20.7604,20.7812
1488176100,20.6562,20.6875,20.7188
1488177000,20.5938,20.6459,20.7188
1488177900,20.5625,20.5834,20.5938
1488178800,20.5625,20.5834,20.5938
1488179700,20.375,20.3958,20.4062
1488180600,20.3125,20.3437,20.4062
1488181500,20.2812,20.3333,20.375
1488182400,20.2188,20.2605,20.3438
1488183300,20.1875,20.2292,20.2812
1488184200,20.0938,20.1667,20.2188
1488185100,20.0938,20.125,20.1562
1488186000,19.9688,20.0834,20.1875
1488186900,20,20.0312,20.0625
1488187800,19.9688,20,20.0312
1488188700,19.9375,19.9688,20
1488189600,19.875,19.9062,19.9375
1488190500,20.0625,20.3021,20.5312
1488191400,20.7188,20.875,21.0312
1488192300,21.0312,21.1458,21.2188
1488193200,21.2812,21.3645,21.4062
1488194100,21.4062,21.4271,21.4375
1488195000,21.2812,21.4063,21.4688
1488195900,21.4062,21.4166,21.4375
1488196800,21.375,21.4375,21.5
1488197700,21.4062,21.4583,21.5625
1488198600,21.5,21.5833,21.6875
1488199500,21.5312,21.625,21.75
1488200400,21.5938,21.5938,21.5938
1488201300,21.625,21.6667,21.75
1488202200,21.7188,21.7292,21.75
1488203100,21.875,21.9062,21.9375
1488204000,22,22.0312,22.0625
1488204900,22.0938,22.1354,22.1875
1488205800,22.1562,22.2604,22.3438
1488206700,22.2812,22.3333,22.4062
1488207600,22.2812,22.3854,22.4375
1488208500,22.375,22.4792,22.5938
1488209400,22.5625,22.5938,22.625
1488210300,22.5,22.5938,22.6875
1488211200,22.5938,22.625,22.6562
1488212100,22.5938,22.6771,22.75
1488213000,22.6875,22.7188,22.75
1488213900,22.75,22.7812,22.8125
1488214800,22.7812,22.8541,22.9062
1488215700,22.9375,22.9792,23.0312
1488216600,22.8438,22.9375,23
1488217500,22.875,22.9375,23
1488218400,22.875,22.8958,22.9062
1488219300,22.8438,22.8646,22.9062
1488220200,22.9062,22.9271,22.9688
1488221100,22.8438,22.875,22.9062
1488222000,22.875,22.8854,22.9062
1488222900,22.9375,22.9792,23
1488223800,22.875,22.9271,22.9688
1488224700,22.9062,22.9792,23.0625
1488225600,22.8438,22.8854,22.9375
1488226500,22.9062,22.9791,23.0312
1488227400,23,23.0104,23.0312
1488228300,23,23.0521,23.0938
1488229200,23.0312,23.0521,23.0625
1488230100,23.0312,23.0729,23.125
1488231000,23,23.0417,23.0938
1488231900,23.0625,23.0625,23.0625
1488232800,22.9688,22.9896,23
1488233700,22.9688,23.0208,23.0625
1488234600,22.9062,22.9271,22.9375
1488235500,22.8438,22.875,22.9062
1488236400,22.7188,22.75,22.7812
1488237300,22.5938,22.6875,22.75
1488238200,22.5938,22.6458,22.6875
1488239100,22.4375,22.5104,22.625
1488240000,22.4688,22.5,22.5312
1488240900,22.4062,22.4166,22.4375
1488241800,22.4688,22.5,22.5312
1488242700,22.4062,22.4271,22.4375
1488243600,22.2812,22.3646,22.4375
1488244500,22.3438,22.4271,22.4688
1488245400,22.3438,22.3854,22.4062
1488246300,22.3438,22.3854,22.4062
1488247200,22.3125,22.3229,22.3438
1488248100,22.3438,22.375,22.4062
1488249000,22.25,22.2813,22.3438
1488249900,22.125,22.25,22.3125
1488250800,22.2188,22.2396,22.2812
1488251700,22.125,22.1458,22.1562
1488252600,21.9688,22.0313,22.125
1488253500,21.9375,21.9792,22.0625
1488254400,21.8125,21.8542,21.9062
1488255300,21.75,21.7917,21.8125
1488256200,21.6562,21.7292,21.8438
1488257100,21.6562,21.6875,21.7188
1488258000,21.5312,21.5833,21.6562
1488258900,21.5,21.5729,21.625
1488259800,21.4375,21.5,21.5625
1488260700,21.4688,21.4896,21.5
1488261600,21.375,21.4479,21.5
1488262500,21.4062,21.4271,21.4688
1488263400,21.3125,21.3646,21.4375
1488264300,21.2812,21.3437,21.4375
1488265200,21.25,21.25,21.25
1488266100,21.1875,21.2292,21.2812
1488267000,21.1875,21.2292,21.2812
1488267900,21.0625,21.1354,21.1875
1488268800,21.1562,21.1666,21.1875
1488269700,21.0625,21.0938,21.125
1488270600,21,21.0521,21.0938
1488271500,21,21.0313,21.0938
1488272400,20.9062,20.9896,21.0625
1488273300,20.9062,20.9375,20.9688
1488274200,20.9062,20.9583,21
1488275100,20.8125,20.875,20.9062
1488276000,20.8125,20.8646,20.9062
1488276900,21.0625,21.2084,21.3438
1488277800,21.5312,21.6041,21.75
1488278700,21.625,21.6979,21.75
1488279600,21.6562,21.7083,21.75
1488280500,21.6875,21.7188,21.75
1488281400,21.7188,21.7292,21.75
1488282300,21.7188,21.7708,21.8125
1488283200,21.8125,21.8229,21.8438
1488284100,21.8125,21.8542,21.9062
1488285000,21.8125,21.8229,21.8438
1488285900,21.9062,21.9271,21.9375
1488286800,21.9688,21.9896,22.0312
1488287700,22.0312,22.0729,22.125
1488288600,22.125,22.1354,22.1562
1488289500,22.1875,22.25,22.2812
1488290400,22.3438,22.3646,22.375
1488291300,22.4375,22.4792,22.5625
1488292200,22.625,22.6562,22.6875
1488293100,22.7188,22.7813,22.8438
1488294000,22.9688,22.9896,23
1488294900,23.0625,23.0834,23.0938
1488295800,22.9688,23.0521,23.125
1488296700,23.0625,23.0937,23.1562
1488297600,23.0312,23.0833,23.125
1488298500,23.0312,23.125,23.1875
1488299400,23.125,23.1667,23.1875
1488300300,23.2188,23.2604,23.2812
1488301200,23.1875,23.2292,23.2812
1488302100,23.2188,23.2396,23.25
1488303000,23.1875,23.2188,23.25
1488303900,23.1562,23.2083,23.25
1488304800,23.2188,23.25,23.2812
1488305700,23.3125,23.3229,23.3438
1488306600,23.375,23.4167,23.4688
1488307500,23.375,23.4375,23.5
1488308400,23.5,23.5208,23.5312
1488309300,23.5938,23.625,23.6875
1488310200,23.6562,23.6666,23.6875
1488311100,23.6875,23.7396,23.7812
1488312000,23.7188,23.7917,23.8438
1488312900,23.75,23.7917,23.8438
1488313800,23.8125,23.8542,23.875
1488314700,23.8125,23.8125,23.8125
1488315600,23.7812,23.8333,23.9062
1488316500,23.7812,23.8021,23.8438
1488317400,23.8125,23.8542,23.9062
1488318300,23.7812,23.8125,23.875
1488319200,23.7812,23.8437,23.9062
1488320100,23.7812,23.8333,23.9062
1488321000,23.7812,23.8229,23.875
1488321900,23.7188,23.7813,23.8438
1488322800,23.6875,23.6979,23.7188
1488323700,23.5938,23.6667,23.7188
1488324600,23.5312,23.6041,23.6562
1488325500,23.5625,23.5938,23.625
1488326400,23.5312,23.5729,23.625
1488327300,23.4375,23.4792,23.5312
1488328200,23.3125,23.4166,23.5312
1488329100,23.375,23.4167,23.4375
1488330000,23.25,23.3229,23.375
1488330900,23.2812,23.2916,23.3125
1488331800,23.2812,23.2916,23.3125
1488332700,23.2188,23.2813,23.3438
1488333600,23.25,23.2813,23.3438
1488334500,23.2188,23.2292,23.25
1488335400,23.1875,23.2292,23.2812
1488336300,23.125,23.1667,23.1875
1488337200,23.1562,23.1979,23.2188
1488338100,23.0938,23.1146,23.125
1488339000,23.0625,23.0938,23.125
1488339900,23,23.0208,23.0625
1488340800,23,23.0521,23.125
1488341700,22.9688,23,23.0312
1488342600,22.9062,22.9166,22.9375
1488343500,22.7812,22.8437,22.875
1488344400,22.7812,22.8542,22.9375
1488345300,22.7812,22.8021,22.8125
1488346200,22.6562,22.7291,22.7812
1488347100,22.6875,22.6979,22.7188
1488348000,22.625,22.6458,22.6875
1488348900,22.5,22.5312,22.5625
1488349800,22.5312,22.5833,22.6562
1488350700,22.4062,22.5,22.625
1488351600,22.4688,22.4896,22.5
1488352500,22.4062,22.4479,22.5
1488353400,22.375,22.4062,22.4375
1488354300,22.3438,22.3959,22.4688
1488355200,22.3438,22.3542,22.375
1488356100,22.2812,22.375,22.4375
1488357000,22.3125,22.3333,22.375
1488357900,22.2188,22.2292,22.25
1488358800,22.1875,22.2187,22.2812
1488359700,22.1562,22.2083,22.25
1488360600,22.1562,22.1771,22.2188
1488361500,22.0938,22.1667,22.25
1488362400,22.1562,22.1666,22.1875
1488363300,22.0625,22.0938,22.125
1488364200,22.0938,22.1354,22.1875
1488365100,22.0625,22.0938,22.125
1488366000,22.0938,22.1146,22.125
1488366900,22.0312,22.0833,22.1562
1488367800,22.0312,22.1042,22.2188
1488368700,22.0312,22.0833,22.125
1488369600,22.0312,22.0521,22.0625
1488370500,22.0312,22.0937,22.1562
1488371400,22.0312,22.0625,22.0938
1488372300,22.1562,22.1666,22.1875
1488373200,22.125,22.1354,22.1562
1488374100,22.0938,22.1875,22.25
1488375000,22.2812,22.2916,22.3125
1488375900,22.3438,22.3542,22.375
1488376800,22.4688,22.4688,22.4688
1488377700,22.5625,22.6042,22.625
1488378600,22.7188,22.75,22.7812
1488379500,22.8438,22.875,22.9062
1488380400,22.9062,22.9687,23
1488381300,23,23.0417,23.0938
1488382200,22.9375,22.9479,22.9688
1488383100,23.0312,23.0521,23.0938
1488384000,23,23.0521,23.0938
1488384900,23.1875,23.2188,23.25
1488385800,23.1875,23.3021,23.375
1488386700,23.2812,23.3333,23.375
1488387600,23.3438,23.3646,23.375
1488388500,23.3125,23.3542,23.375
1488389400,23.4688,23.5104,23.5312
1488390300,23.5625,23.5937,23.6562
1488391200,23.5938,23.6563,23.75
1488392100,23.7188,23.7708,23.8125
1488393000,23.8125,23.8125,23.8125
1488393900,23.9375,23.9479,23.9688
1488394800,23.8438,23.9896,24.0938
1488395700,24.0312,24.0833,24.1562
1488396600,24.0938,24.1146,24.125
1488397500,24.125,24.1979,24.25
1488398400,24.375,24.3854,24.4062
1488399300,24.3438,24.3646,24.4062
1488400200,24.2188,24.2813,24.3438
1488401100,24.2188,24.2396,24.25
1488402000,24.3125,24.3438,24.375
1488402900,24.25,24.3541,24.4062
1488403800,24.375,24.3958,24.4375
1488404700,24.375,24.4167,24.4688
1488405600,24.4688,24.4896,24.5
1488406500,24.4062,24.4687,24.5
1488407400,24.5312,24.5312,24.5312
1488408300,24.3438,24.3646,24.375
1488409200,24.3438,24.3542,24.375
1488410100,24.2188,24.2813,24.3438
1488411000,24.125,24.2604,24.375
1488411900,24.0625,24.1354,24.2188
1488412800,24.0625,24.0833,24.125
1488413700,23.9375,23.9687,24.0312
1488414600,23.9688,23.9896,24
1488415500,23.875,23.9062,23.9375
1488416400,23.9375,23.9688,24
1488417300,23.875,23.8958,23.9062
1488418200,23.75,23.8333,23.875
1488419100,23.8125,23.8646,23.9062
1488420000,23.8125,23.8542,23.9062
1488420900,23.75,23.7917,23.8125
1488421800,23.75,23.7812,23.8125
1488422700,23.6875,23.7604,23.8125
1488423600,23.6875,23.75,23.8438
1488424500,23.6562,23.7396,23.8125
1488425400,23.6562,23.6875,23.7188
1488426300,23.5312,23.6145,23.6562
1488427200,23.5625,23.6354,23.6875
1488428100,23.5312,23.625,23.6875
1488429000,23.5312,23.5833,23.625
1488429900,23.5312,23.5521,23.5625
1488430800,23.4375,23.4896,23.5312
1488431700,23.4062,23.4479,23.4688
1488432600,23.375,23.3958,23.4375
1488433500,23.3438,23.3854,23.4062
1488434400,23.25,23.2812,23.3125
1488435300,23.1875,23.2812,23.375
1488436200,23.1875,23.2396,23.2812
1488437100,23.0938,23.1875,23.2812
1488438000,22.9688,23.0729,23.1875
1488438900,23.0312,23.0521,23.0625
1488439800,22.9062,22.9791,23.0312
