Temp,Temp2,Sensor
23.21205,23.21205,0
22.92398,22.92398,0
22.61402,22.61402,0
22.29556,22.29556,0
21.95083,21.95083,0
21.66553,21.66553,0
21.52357,21.52357,0
21.43581,21.43581,0
21.39743,21.39743,0
21.36142,21.36142,0
21.27517,21.27517,0
21.15144,21.15144,0
21.0429,21.0429,0
20.94015,20.94015,0
20.85045,20.85045,0
20.76689,20.76689,0
20.66813,20.66813,0
20.56605,20.56605,0
20.47885,20.47885,0
20.39063,20.39063,0
20.32419,20.32419,0
20.24473,20.24473,0
20.18361,20.18361,0
20.12042,20.12042,0
20.05177,20.05177,0
19.9906,19.9906,0
19.92308,19.92308,0
19.85117,19.85117,0
19.76822,19.76822,0
19.67267,19.67267,0
19.54168,19.54168,0
19.39707,19.39707,0
19.25085,19.25085,0
19.10637,19.10637,0
18.97315,18.97315,0
18.85371,18.85371,0
18.74901,18.74901,0
18.65455,18.65455,0
18.56534,18.56534,0
18.47506,18.47506,0
18.40533,18.40533,0
18.34016,18.34016,0
18.28582,18.28582,0
18.24601,18.24601,0
18.21386,18.21386,0
18.18277,18.18277,0
18.15805,18.15805,0
18.13791,18.13791,0
18.10833,18.10833,0
18.06023,18.06023,0
18.01324,18.01324,0
17.96348,17.96348,0
17.90014,17.90014,0
17.82738,17.82738,0
17.76087,17.76087,0
17.69703,17.69703,0
17.63276,17.63276,0
17.57324,17.57324,0
17.51756,17.51756,0
17.45395,17.45395,0
17.38026,17.38026,0
17.30041,17.30041,0
17.21777,17.21777,0
17.12817,17.12817,0
17.03343,17.03343,0
16.94798,16.94798,0
16.85598,16.85598,0
16.75445,16.75445,0
16.64886,16.64886,0
16.53748,16.53748,0
16.43044,16.43044,0
16.32879,16.32879,0
16.23609,16.23609,0
16.15501,16.15501,0
16.07671,16.07671,0
16.00272,16.00272,0
15.73032,15.73032,0
15.71624,15.71624,0
15.69902,15.69902,0
15.67048,15.67048,0
15.63408,15.63408,0
15.59596,15.59596,0
15.55404,15.55404,0
15.50919,15.50919,0
15.45765,15.45765,0
15.40953,15.40953,0
15.35331,15.35331,0
15.29217,15.29217,0
15.23489,15.23489,0
15.18154,15.18154,0
15.13144,15.13144,0
15.07989,15.07989,0
15.03904,15.03904,0
15.00501,15.00501,0
14.98015,14.98015,0
14.96332,14.96332,0
14.93961,14.93961,0
14.91443,14.91443,0
14.88714,14.88714,0
14.85477,14.85477,0
14.82758,14.82758,0
14.80502,14.80502,0
14.78586,14.78586,0
14.77187,14.77187,0
14.7611,14.7611,0
14.75384,14.75384,0
14.74661,14.74661,0
14.72583,14.72583,0
14.71014,14.71014,0
14.70292,14.70292,0
14.69838,14.69838,0
14.69537,14.69537,0
14.69472,14.69472,0
14.70004,14.70004,0
14.71468,14.71468,0
14.73255,14.73255,0
14.74849,14.74849,0
14.77633,14.77633,0
14.83513,14.83513,0
14.91516,14.91516,0
14.97557,14.97557,0
15.01805,15.01805,0
15.06181,15.06181,0
15.12183,15.12183,0
15.17268,15.17268,0
15.24089,15.24089,0
15.35529,15.35529,0
15.49249,15.49249,0
15.63886,15.63886,0
15.71975,15.71975,0
15.84976,15.84976,0
16.05135,16.05135,0
16.23838,16.23838,0
16.31677,16.31677,0
16.34972,16.34972,0
16.46386,16.46386,0
16.6262,16.6262,0
16.80037,16.80037,0
16.98642,16.98642,0
17.05035,17.05035,0
17.03805,17.03805,0
17.01382,17.01382,0
16.99859,16.99859,0
17.16761,17.16761,0
17.31537,17.31537,0
17.38705,17.38705,0
17.41832,17.41832,0
17.41134,17.41134,0
17.62577,17.62577,0
17.82301,17.82301,0
17.85508,17.85508,0
17.95277,17.95277,0
18.00303,18.00303,0
18.00271,18.00271,0
17.96158,17.96158,0
17.9382,17.9382,0
17.90337,17.90337,0
17.88727,17.88727,0
17.83543,17.83543,0
17.77437,17.77437,0
17.75511,17.75511,0
17.75872,17.75872,0
17.78676,17.78676,0
17.80186,17.80186,0
17.73064,17.73064,0
17.74026,17.74026,0
17.83561,17.83561,0
17.98206,17.98206,0
18.06668,18.06668,0
18.19522,18.19522,0
18.35947,18.35947,0
18.30971,18.30971,0
18.22201,18.22201,0
18.26633,18.26633,0
18.56862,18.56862,0
18.5824,18.5824,0
18.51254,18.51254,0
18.39057,18.39057,0
18.29844,18.29844,0
18.2629,18.2629,0
18.21961,18.21961,0
18.16239,18.16239,0
18.14354,18.14354,0
18.04948,18.04948,0
17.88905,17.88905,0
17.75291,17.75291,0
17.7159,17.7159,0
17.74881,17.74881,0
17.7714,17.7714,0
17.74152,17.74152,0
17.78641,17.78641,0
17.8241,17.8241,0
17.8876,17.8876,0
18.01237,18.01237,0
18.13206,18.13206,0
18.21084,18.21084,0
18.24655,18.24655,0
18.20467,18.20467,0
18.16996,18.16996,0
18.1768,18.1768,0
18.21504,18.21504,0
18.23558,18.23558,0
18.25195,18.25195,0
18.25191,18.25191,0
18.18481,18.18481,0
18.11527,18.11527,0
18.01948,18.01948,0
17.93492,17.93492,0
17.83684,17.83684,0
17.74925,17.74925,0
17.70607,17.70607,0
17.69195,17.69195,0
17.76987,17.76987,0
17.81217,17.81217,0
17.82377,17.82377,0
17.89877,17.89877,0
18.05024,18.05024,0
18.12567,18.12567,0
18.04037,18.04037,0
17.91162,17.91162,0
17.76709,17.76709,0
17.63439,17.63439,0
17.53122,17.53122,0
17.46565,17.46565,0
17.43093,17.43093,0
17.38719,17.38719,0
17.56921,17.56921,0
18.19035,18.19035,0
18.57844,18.57844,0
18.78804,18.78804,0
18.8816,18.8816,0
18.95012,18.95012,0
19.03654,19.03654,0
19.03576,19.03576,0
18.94846,18.94846,0
18.77787,18.77787,0
18.55132,18.55132,0
18.3327,18.3327,0
18.13154,18.13154,0
17.98191,17.98191,0
17.92473,17.92473,0
17.93171,17.93171,0
17.98695,17.98695,0
18.08149,18.08149,0
18.18716,18.18716,0
18.30572,18.30572,0
18.47232,18.47232,0
18.53982,18.53982,0
18.52107,18.52107,0
18.5484,18.5484,0
18.59377,18.59377,0
18.56846,18.56846,0
18.51066,18.51066,0
18.36289,18.36289,0
18.18181,18.18181,0
18.14107,18.14107,0
18.33749,18.33749,0
18.60657,18.60657,0
18.74468,18.74468,0
18.80167,18.80167,0
18.67017,18.67017,0
18.44131,18.44131,0
18.34283,18.34283,0
18.35871,18.35871,0
18.49406,18.49406,0
18.54907,18.54907,0
18.54562,18.54562,0
18.51303,18.51303,0
18.43802,18.43802,0
18.24515,18.24515,0
18.13098,18.13098,0
18.1678,18.1678,0
18.19143,18.19143,0
18.24555,18.24555,0
18.25892,18.25892,0
18.25821,18.25821,0
18.26115,18.26115,0
18.27418,18.27418,0
18.30101,18.30101,0
18.12132,18.12132,0
17.87964,17.87964,0
17.70262,17.70262,0
17.8582,17.8582,0
18.14054,18.14054,0
18.30553,18.30553,0
18.34452,18.34452,0
18.29097,18.29097,0
18.09283,18.09283,0
17.84919,17.84919,0
17.66654,17.66654,0
17.52599,17.52599,0
17.41012,17.41012,0
17.30668,17.30668,0
17.25841,17.25841,0
17.3916,17.3916,0
17.43537,17.43537,0
17.43594,17.43594,0
17.42256,17.42256,0
17.39393,17.39393,0
17.36347,17.36347,0
17.33386,17.33386,0
17.27939,17.27939,0
17.21763,17.21763,0
17.15844,17.15844,0
17.09957,17.09957,0
17.03233,17.03233,0
16.9633,16.9633,0
16.90381,16.90381,0
16.84515,16.84515,0
16.78191,16.78191,0
16.71211,16.71211,0
16.64653,16.64653,0
16.58209,16.58209,0
16.52005,16.52005,0
16.45876,16.45876,0
16.39889,16.39889,0
16.33816,16.33816,0
16.28469,16.28469,0
16.23313,16.23313,0
16.18466,16.18466,0
16.13419,16.13419,0
16.08414,16.08414,0
16.02933,16.02933,0
15.97781,15.97781,0
15.93825,15.93825,0
15.90758,15.90758,0
15.876,15.876,0
15.84192,15.84192,0
15.81101,15.81101,0
15.77164,15.77164,0
15.73075,15.73075,0
15.69118,15.69118,0
15.65017,15.65017,0
15.60585,15.60585,0
15.55872,15.55872,0
15.5127,15.5127,0
15.46151,15.46151,0
15.40745,15.40745,0
15.35572,15.35572,0
15.30613,15.30613,0
15.26512,15.26512,0
15.22364,15.22364,0
15.17677,15.17677,0
15.13892,15.13892,0
15.09954,15.09954,0
15.053,15.053,0
15.00261,15.00261,0
14.94135,14.94135,0
14.87475,14.87475,0
14.79789,14.79789,0
14.72224,14.72224,0
14.6493,14.6493,0
14.57566,14.57566,0
14.50748,14.50748,0
14.44227,14.44227,0
14.38696,14.38696,0
14.32949,14.32949,0
14.28367,14.28367,0
14.2441,14.2441,0
14.21578,14.21578,0
14.19736,14.19736,0
14.18446,14.18446,0
14.1793,14.1793,0
14.18793,14.18793,0
14.23563,14.23563,0
14.23537,14.23537,0
14.23388,14.23388,0
14.23088,14.23088,0
14.22662,14.22662,0
14.22046,14.22046,0
14.20188,14.20188,0
14.18093,14.18093,0
14.16352,14.16352,0
14.14715,14.14715,0
14.13193,14.13193,0
14.10851,14.10851,0
14.08476,14.08476,0
14.06636,14.06636,0
14.05173,14.05173,0
14.03606,14.03606,0
14.00901,14.00901,0
13.9818,13.9818,0
13.95974,13.95974,0
13.94051,13.94051,0
13.92435,13.92435,0
13.90071,13.90071,0
13.87048,13.87048,0
13.83494,13.83494,0
13.79811,13.79811,0
13.75513,13.75513,0
13.70986,13.70986,0
13.66487,13.66487,0
13.60929,13.60929,0
13.54931,13.54931,0
13.48305,13.48305,0
13.41203,13.41203,0
13.34217,13.34217,0
13.28115,13.28115,0
13.23825,13.23825,0
13.20279,13.20279,0
13.16955,13.16955,0
13.14972,13.14972,0
13.13852,13.13852,0
13.13774,13.13774,0
13.1347,13.1347,0
13.1276,13.1276,0
13.13813,13.13813,0
13.17486,13.17486,0
13.19927,13.19927,0
13.21566,13.21566,0
13.24987,13.24987,0
13.29695,13.29695,0
13.36194,13.36194,0
13.41883,13.41883,0
13.4685,13.4685,0
13.5514,13.5514,0
13.6314,13.6314,0
13.7034,13.7034,0
13.79667,13.79667,0
13.88046,13.88046,0
13.95368,13.95368,0
14.04803,14.04803,0
14.13904,14.13904,0
14.20857,14.20857,0
14.2915,14.2915,0
14.34105,14.34105,0
14.44463,14.44463,0
14.55587,14.55587,0
14.64151,14.64151,0
14.69787,14.69787,0
14.77606,14.77606,0
14.88096,14.88096,0
15.00174,15.00174,0
15.11224,15.11224,0
15.22191,15.22191,0
15.35574,15.35574,0
15.65984,15.65984,0
15.86869,15.86869,0
15.96572,15.96572,0
16.07797,16.07797,0
16.35252,16.35252,0
16.57298,16.57298,0
16.83508,16.83508,0
17.08598,17.08598,0
17.34793,17.34793,0
17.4041,17.4041,0
17.54898,17.54898,0
17.77747,17.77747,0
17.84554,17.84554,0
18.02441,18.02441,0
18.29067,18.29067,0
18.54413,18.54413,0
18.46857,18.46857,0
18.59676,18.59676,0
18.80807,18.80807,0
18.51735,18.51735,0
18.26159,18.26159,0
18.12643,18.12643,0
18.08617,18.08617,0
18.0483,18.0483,0
18.08211,18.08211,0
18.40108,18.40108,0
18.50628,18.50628,0
18.46682,18.46682,0
18.43361,18.43361,0
18.49674,18.49674,0
18.80794,18.80794,0
19.14383,19.14383,0
19.42102,19.42102,0
19.74769,19.74769,0
19.99548,19.99548,0
20.29694,20.29694,0
21.35672,21.35672,0
21.98786,21.98786,0
21.56501,21.56501,0
21.07177,21.07177,0
20.63849,20.63849,0
20.2707,20.2707,0
20.12043,20.12043,0
20.34969,20.34969,0
20.46438,20.46438,0
20.31271,20.31271,0
20.24922,20.24922,0
20.47428,20.47428,0
20.50283,20.50283,0
20.61989,20.61989,0
20.77181,20.77181,0
20.86302,20.86302,0
20.90531,20.90531,0
20.73917,20.73917,0
20.39208,20.39208,0
20.08718,20.08718,0
19.9181,19.9181,0
20.11916,20.11916,0
20.44877,20.44877,0
20.67375,20.67375,0
20.71684,20.71684,0
21.10207,21.10207,0
21.44589,21.44589,0
21.59262,21.59262,0
21.6476,21.6476,0
21.6641,21.6641,0
21.67454,21.67454,0
21.75687,21.75687,0
21.6088,21.6088,0
21.65706,21.65706,0
21.45492,21.45492,0
21.21318,21.21318,0
21.30655,21.30655,0
21.21457,21.21457,0
21.37237,21.37237,0
21.66762,21.66762,0
21.95138,21.95138,0
22.23484,22.23484,0
22.11624,22.11624,0
22.13231,22.13231,0
21.95246,21.95246,0
21.67583,21.67583,0
21.44131,21.44131,0
21.74603,21.74603,0
21.88825,21.88825,0
22.00235,22.00235,0
22.27912,22.27912,0
22.67911,22.67911,0
22.59807,22.59807,0
22.51123,22.51123,0
22.70731,22.70731,0
22.92429,22.92429,0
23.16974,23.16974,0
23.37844,23.37844,0
23.42431,23.42431,0
23.42664,23.42664,0
23.43843,23.43843,0
23.0577,23.0577,0
22.43258,22.43258,0
22.34663,22.34663,0
22.63895,22.63895,0
22.33484,22.33484,0
22.18071,22.18071,0
22.40789,22.40789,0
22.58348,22.58348,0
22.63759,22.63759,0
22.71045,22.71045,0
22.63247,22.63247,0
22.36407,22.36407,0
22.1362,22.1362,0
21.48385,21.48385,0
21.16322,21.16322,0
21.20254,21.20254,0
21.20437,21.20437,0
21.29267,21.29267,0
21.37334,21.37334,0
21.44454,21.44454,0
21.48537,21.48537,0
21.52458,21.52458,0
21.56904,21.56904,0
21.51156,21.51156,0
21.3201,21.3201,0
20.87849,20.87849,0
20.45324,20.45324,0
20.13532,20.13532,0
19.89898,19.89898,0
19.76448,19.76448,0
19.71562,19.71562,0
19.56484,19.56484,0
19.37836,19.37836,0
19.29515,19.29515,0
19.64304,19.64304,0
19.8123,19.8123,0
19.96473,19.96473,0
20.05684,20.05684,0
19.9461,19.9461,0
19.63468,19.63468,0
19.52772,19.52772,0
19.34561,19.34561,0
19.03254,19.03254,0
18.78262,18.78262,0
18.55281,18.55281,0
18.34811,18.34811,0
18.19826,18.19826,0
18.02409,18.02409,0
17.89647,17.89647,0
17.88038,17.88038,0
17.8398,17.8398,0
17.77007,17.77007,0
17.69315,17.69315,0
17.64535,17.64535,0
17.61112,17.61112,0
17.61202,17.61202,0
17.58861,17.58861,0
17.54955,17.54955,0
17.49832,17.49832,0
17.41665,17.41665,0
17.3187,17.3187,0
17.21031,17.21031,0
17.09319,17.09319,0
16.96543,16.96543,0
16.84169,16.84169,0
16.7187,16.7187,0
16.60065,16.60065,0
16.49411,16.49411,0
16.40065,16.40065,0
16.3219,16.3219,0
16.24863,16.24863,0
16.18449,16.18449,0
16.13436,16.13436,0
16.08618,16.08618,0
16.04401,16.04401,0
16.02165,16.02165,0
16.00491,16.00491,0
15.99396,15.99396,0
15.98183,15.98183,0
15.96592,15.96592,0
15.9478,15.9478,0
15.93009,15.93009,0
15.90363,15.90363,0
15.87181,15.87181,0
15.83526,15.83526,0
15.78408,15.78408,0
15.72331,15.72331,0
15.66005,15.66005,0
15.59707,15.59707,0
15.52728,15.52728,0
15.45298,15.45298,0
15.38042,15.38042,0
15.3112,15.3112,0
15.2427,15.2427,0
15.16928,15.16928,0
15.09149,15.09149,0
15.01436,15.01436,0
14.94197,14.94197,0
14.87447,14.87447,0
14.80847,14.80847,0
14.74504,14.74504,0
14.67834,14.67834,0
14.61803,14.61803,0
14.56127,14.56127,0
14.49844,14.49844,0
14.4364,14.4364,0
14.36926,14.36926,0
14.30053,14.30053,0
14.23995,14.23995,0
14.18542,14.18542,0
14.1354,14.1354,0
14.08591,14.08591,0
14.0359,14.0359,0
13.99194,13.99194,0
13.94706,13.94706,0
13.894,13.894,0
13.83671,13.83671,0
13.78297,13.78297,0
13.73657,13.73657,0
13.50387,13.50387,0
13.49745,13.49745,0
13.47963,13.47963,0
13.45765,13.45765,0
13.42389,13.42389,0
13.39155,13.39155,0
13.36472,13.36472,0
13.33422,13.33422,0
13.30157,13.30157,0
13.27294,13.27294,0
13.23642,13.23642,0
13.19987,13.19987,0
13.15219,13.15219,0
13.11097,13.11097,0
13.06822,13.06822,0
13.02184,13.02184,0
12.97073,12.97073,0
12.92598,12.92598,0
12.88523,12.88523,0
12.84715,12.84715,0
12.81069,12.81069,0
12.78206,12.78206,0
12.75242,12.75242,0
12.7249,12.7249,0
12.70065,12.70065,0
12.67719,12.67719,0
12.64456,12.64456,0
12.60586,12.60586,0
12.57035,12.57035,0
12.53285,12.53285,0
12.49273,12.49273,0
12.44893,12.44893,0
12.41153,12.41153,0
12.38405,12.38405,0
12.35757,12.35757,0
12.33488,12.33488,0
12.32061,12.32061,0
12.31683,12.31683,0
12.32146,12.32146,0
12.35425,12.35425,0
12.40123,12.40123,0
12.46909,12.46909,0
12.54916,12.54916,0
12.60995,12.60995,0
12.68757,12.68757,0
12.77141,12.77141,0
12.82501,12.82501,0
12.93051,12.93051,0
13.04447,13.04447,0
13.08928,13.08928,0
13.14572,13.14572,0
13.26327,13.26327,0
13.34539,13.34539,0
13.45376,13.45376,0
13.59342,13.59342,0
13.68221,13.68221,0
13.74872,13.74872,0
13.89385,13.89385,0
14.10849,14.10849,0
14.30782,14.30782,0
14.44105,14.44105,0
14.52361,14.52361,0
14.60606,14.60606,0
14.6752,14.6752,0
14.72083,14.72083,0
14.76535,14.76535,0
14.92105,14.92105,0
15.04822,15.04822,0
15.11274,15.11274,0
15.20341,15.20341,0
15.37557,15.37557,0
15.52968,15.52968,0
15.76181,15.76181,0
15.95945,15.95945,0
16.15359,16.15359,0
16.22687,16.22687,0
16.30745,16.30745,0
16.58792,16.58792,0
16.79565,16.79565,0
16.72663,16.72663,0
16.65108,16.65108,0
16.6133,16.6133,0
16.66244,16.66244,0
17.09065,17.09065,0
17.47852,17.47852,0
17.86086,17.86086,0
18.03429,18.03429,0
18.36518,18.36518,0
18.58961,18.58961,0
18.84292,18.84292,0
18.91674,18.91674,0
18.81038,18.81038,0
18.56396,18.56396,0
18.39953,18.39953,0
18.42402,18.42402,0
18.40358,18.40358,0
18.31521,18.31521,0
18.14021,18.14021,0
18.08561,18.08561,0
18.39117,18.39117,0
18.65211,18.65211,0
18.65865,18.65865,0
18.97418,18.97418,0
19.72239,19.72239,0
20.76828,20.76828,0
21.12747,21.12747,0
20.9957,20.9957,0
20.60407,20.60407,0
20.28603,20.28603,0
20.16849,20.16849,0
20.62952,20.62952,0
20.77713,20.77713,0
21.06619,21.06619,0
21.03467,21.03467,0
20.78655,20.78655,0
20.42042,20.42042,0
20.11149,20.11149,0
19.93777,19.93777,0
20.00568,20.00568,0
20.38291,20.38291,0
20.78389,20.78389,0
20.74423,20.74423,0
20.35831,20.35831,0
19.97781,19.97781,0
19.72513,19.72513,0
19.57984,19.57984,0
19.52165,19.52165,0
19.70479,19.70479,0
20.6069,20.6069,0
21.40261,21.40261,0
21.53207,21.53207,0
21.41333,21.41333,0
21.32073,21.32073,0
21.48637,21.48637,0
22.12053,22.12053,0
22.59723,22.59723,0
22.72841,22.72841,0
23.46855,23.46855,0
23.9133,23.9133,0
24.26818,24.26818,0
23.99489,23.99489,0
24.22905,24.22905,0
24.3795,24.3795,0
23.64744,23.64744,0
22.84594,22.84594,0
22.4727,22.4727,0
22.78426,22.78426,0
22.95898,22.95898,0
23.57319,23.57319,0
23.94705,23.94705,0
24.00534,24.00534,0
23.67559,23.67559,0
23.26154,23.26154,0
22.80619,22.80619,0
22.36237,22.36237,0
21.9902,21.9902,0
21.75223,21.75223,0
21.743,21.743,0
22.55873,22.55873,0
22.67557,22.67557,0
22.20618,22.20618,0
21.65084,21.65084,0
21.16683,21.16683,0
20.83042,20.83042,0
20.63187,20.63187,0
20.4797,20.4797,0
20.43902,20.43902,0
20.37156,20.37156,0
20.28309,20.28309,0
20.24417,20.24417,0
20.30158,20.30158,0
20.7223,20.7223,0
21.39802,21.39802,0
22.42446,22.42446,0
23.1256,23.1256,0
22.92361,22.92361,0
22.53347,22.53347,0
22.09005,22.09005,0
21.61198,21.61198,0
21.08184,21.08184,0
20.62314,20.62314,0
20.3004,20.3004,0
20.50591,20.50591,0
21.06562,21.06562,0
20.94734,20.94734,0
20.79819,20.79819,0
20.61306,20.61306,0
20.35958,20.35958,0
20.04086,20.04086,0
19.67167,19.67167,0
19.33147,19.33147,0
19.07348,19.07348,0
18.87966,18.87966,0
18.70968,18.70968,0
18.50012,18.50012,0
18.34865,18.34865,0
18.14316,18.14316,0
17.84693,17.84693,0
17.58587,17.58587,0
17.28992,17.28992,0
17.01606,17.01606,0
16.76903,16.76903,0
16.51918,16.51918,0
16.26636,16.26636,0
16.03696,16.03696,0
15.82563,15.82563,0
15.63683,15.63683,0
15.46536,15.46536,0
15.30134,15.30134,0
15.14578,15.14578,0
15.00718,15.00718,0
14.89103,14.89103,0
14.79292,14.79292,0
14.71698,14.71698,0
14.65141,14.65141,0
14.58895,14.58895,0
14.53049,14.53049,0
14.4845,14.4845,0
14.46149,14.46149,0
14.46856,14.46856,0
14.499,14.499,0
14.55354,14.55354,0
14.6207,14.6207,0
14.69095,14.69095,0
14.74543,14.74543,0
14.77533,14.77533,0
14.79251,14.79251,0
14.81122,14.81122,0
14.83441,14.83441,0
14.84513,14.84513,0
14.83414,14.83414,0
14.81196,14.81196,0
14.77802,14.77802,0
14.72669,14.72669,0
14.65863,14.65863,0
14.58661,14.58661,0
14.51061,14.51061,0
14.4293,14.4293,0
14.34477,14.34477,0
14.26257,14.26257,0
14.18619,14.18619,0
14.11458,14.11458,0
14.05172,14.05172,0
13.99343,13.99343,0
13.93907,13.93907,0
13.8929,13.8929,0
13.85549,13.85549,0
13.82361,13.82361,0
13.79336,13.79336,0
13.76542,13.76542,0
13.73323,13.73323,0
13.70332,13.70332,0
13.67992,13.67992,0
13.66081,13.66081,0
13.64265,13.64265,0
13.62426,13.62426,0
13.60835,13.60835,0
13.59462,13.59462,0
13.58274,13.58274,0
13.57035,13.57035,0
13.53046,13.53046,0
13.48872,13.48872,0
13.45261,13.45261,0
13.41945,13.41945,0
13.38886,13.38886,0
13.36184,13.36184,0
13.33908,13.33908,0
13.32081,13.32081,0
13.29217,13.29217,0
13.21705,13.21705,0
13.09496,13.09496,0
12.9361,12.9361,0
12.74983,12.74983,0
12.54316,12.54316,0
12.34004,12.34004,0
12.18411,12.18411,0
12.07222,12.07222,0
11.99539,11.99539,0
11.94217,11.94217,0
11.90484,11.90484,0
11.87234,11.87234,0
11.83508,11.83508,0
11.79619,11.79619,0
11.75871,11.75871,0
11.72463,11.72463,0
11.69446,11.69446,0
11.66904,11.66904,0
11.65141,11.65141,0
11.57005,11.57005,0
11.51259,11.51259,0
11.4763,11.4763,0
11.83453,11.83453,0
12.12686,12.12686,0
12.33222,12.33222,0
12.4686,12.4686,0
12.53761,12.53761,0
12.58576,12.58576,0
12.62285,12.62285,0
12.65236,12.65236,0
