Yr,Mo,Day,o_time,d_time,c_time,s_x,s_y,s_z,Solar Alt,Solar Azimuth,T_in,STemp,S
2017,7,10,0:00:00,0,1,-0.020993,0.380376,-0.924594,-67.60715,-3.15894,16.06208,17.9375,1
2017,7,10,0:05:00,0.08,0.999762027,-0.000818,0.380369,-0.924834,-67.64338,-0.12317,16.0625,17.9375,1
2017,7,10,0:10:00,0.17,0.999048222,0.019358,0.380363,-0.924635,-67.61335,2.91347,15.93792,17.9375,1
2017,7,10,0:15:00,0.25,0.997858923,0.039525,0.380356,-0.923995,-67.51732,5.93259,15.62604,17.9375,1
2017,7,10,0:20:00,0.33,0.996194698,0.059673,0.380349,-0.922916,-67.35615,8.91638,15.43812,17.9375,1
2017,7,10,0:25:00,0.42,0.994056338,0.079792,0.380343,-0.921397,-67.1312,11.84827,15.33783,17.9375,1
2017,7,10,0:30:00,0.5,0.991444861,0.099874,0.380336,-0.91944,-66.84434,14.71335,15.23783,17.9375,1
2017,7,10,0:35:00,0.58,0.98836151,0.119908,0.380329,-0.917045,-66.49785,17.49878,15.13783,17.9375,1
2017,7,10,0:40:00,0.67,0.984807753,0.139886,0.380322,-0.914214,-66.09432,20.19395,15.03783,17.9375,1
2017,7,10,0:45:00,0.75,0.98078528,0.159797,0.380316,-0.910947,-65.63659,22.79064,14.93783,17.9375,1
2017,7,10,0:50:00,0.83,0.976296007,0.179632,0.380309,-0.907247,-65.12766,25.28285,14.9375,17.87521,1
2017,7,10,0:55:00,0.92,0.97134207,0.199382,0.380302,-0.903115,-64.57063,27.66675,15.06208,17.875,1
2017,7,10,1:00:00,1,0.965925826,0.219037,0.380295,-0.898553,-63.96857,29.94041,15.12479,17.875,1
2017,7,10,1:05:00,1.08,0.960049854,0.238588,0.380289,-0.893564,-63.32456,32.10355,14.93813,17.81271,1
2017,7,10,1:10:00,1.17,0.953716951,0.258025,0.380282,-0.888149,-62.64157,34.15727,14.96865,17.8125,1
2017,7,10,1:15:00,1.25,0.946930129,0.27734,0.380275,-0.882311,-61.92245,36.10376,14.9999,17.8125,1
2017,7,10,1:20:00,1.33,0.939692621,0.296523,0.380269,-0.876054,-61.16993,37.9461,15.03115,17.8125,1
2017,7,10,1:25:00,1.42,0.932007869,0.315565,0.380262,-0.869379,-60.38656,39.68798,15.0624,17.8125,1
2017,7,10,1:30:00,1.5,0.923879533,0.334457,0.380255,-0.862291,-59.57474,41.33352,15.0625,17.75021,1
2017,7,10,1:35:00,1.58,0.915311479,0.353189,0.380248,-0.854791,-58.73671,42.88713,14.93792,17.75,1
2017,7,10,1:40:00,1.67,0.906307787,0.371754,0.380242,-0.846886,-57.87452,44.35337,14.9375,17.68771,1
2017,7,10,1:45:00,1.75,0.896872742,0.390142,0.380235,-0.838576,-56.99009,45.73682,14.87521,17.6875,1
2017,7,10,1:50:00,1.83,0.887010833,0.408345,0.380228,-0.829868,-56.08518,47.04204,14.83866,17.62002,1
2017,7,10,1:55:00,1.92,0.876726756,0.426353,0.380221,-0.820765,-55.16141,48.27347,14.8022,17.55231,1
2017,7,10,2:00:00,2,0.866025404,0.444159,0.380215,-0.81127,-54.22024,49.4354,14.76575,17.4846,1
2017,7,10,2:05:00,2.08,0.854911871,0.461753,0.380208,-0.80139,-53.26304,50.53195,14.72929,17.41689,1
2017,7,10,2:10:00,2.17,0.843391446,0.479128,0.380201,-0.791128,-52.29104,51.56705,14.69283,17.34918,1
2017,7,10,2:15:00,2.25,0.831469612,0.496275,0.380194,-0.780489,-51.30539,52.54442,14.65637,17.28148,1
2017,7,10,2:20:00,2.33,0.819152044,0.513186,0.380188,-0.769479,-50.30711,53.46754,14.61991,17.21377,1
2017,7,10,2:25:00,2.42,0.806444604,0.529853,0.380181,-0.758102,-49.29717,54.33973,14.58345,17.14606,1
2017,7,10,2:30:00,2.5,0.79335334,0.546267,0.380174,-0.746364,-48.27642,55.16405,14.547,17.07835,1
2017,7,10,2:35:00,2.58,0.779884483,0.562422,0.380167,-0.734271,-47.24567,55.9434,14.51054,17.01064,1
2017,7,10,2:40:00,2.67,0.766044443,0.578309,0.380161,-0.721828,-46.20564,56.68047,14.47408,16.94293,1
2017,7,10,2:45:00,2.75,0.751839807,0.593922,0.380154,-0.709042,-45.15701,57.37775,14.43762,16.87523,1
2017,7,10,2:50:00,2.83,0.737277337,0.609251,0.380147,-0.695917,-44.10037,58.03758,14.31292,16.81271,1
2017,7,10,2:55:00,2.92,0.722363962,0.624291,0.38014,-0.682462,-43.03631,58.66214,14.28075,16.70136,1
2017,7,10,3:00:00,3,0.707106781,0.639034,0.380134,-0.668681,-41.96533,59.25343,14.24888,16.58985,1
2017,7,10,3:05:00,3.08,0.691513056,0.653473,0.380127,-0.654581,-40.88791,59.81334,14.21702,16.47833,1
2017,7,10,3:10:00,3.17,0.675590208,0.667601,0.38012,-0.64017,-39.8045,60.34359,14.18516,16.36682,1
2017,7,10,3:15:00,3.25,0.659345815,0.681411,0.380113,-0.625454,-38.7155,60.84582,14.1533,16.25531,1
2017,7,10,3:20:00,3.33,0.64278761,0.694898,0.380106,-0.610439,-37.62128,61.32151,14.12144,16.1438,1
2017,7,10,3:25:00,3.42,0.625923472,0.708053,0.3801,-0.595134,-36.52219,61.77205,14.08958,16.03229,1
2017,7,10,3:30:00,3.5,0.608761429,0.720872,0.380093,-0.579545,-35.41856,62.19875,14.00136,15.9375,1
2017,7,10,3:35:00,3.58,0.591309648,0.733348,0.380086,-0.56368,-34.31067,62.6028,14.09344,15.87521,1
2017,7,10,3:40:00,3.67,0.573576436,0.745475,0.380079,-0.547546,-33.19881,62.98531,14.18719,15.81271,1
2017,7,10,3:45:00,3.75,0.555570233,0.757248,0.380073,-0.531151,-32.08323,63.34732,14.31208,15.8125,1
2017,7,10,3:50:00,3.83,0.537299608,0.76866,0.380066,-0.514502,-30.96418,63.68978,14.43708,15.75021,1
2017,7,10,3:55:00,3.92,0.518773258,0.779706,0.380059,-0.497608,-29.84187,64.01359,14.0625,15.9375,1
2017,7,10,4:00:00,4,0.5,0.790381,0.380052,-0.480476,-28.71652,64.31958,14.0625,15.9375,1
2017,7,10,4:05:00,4.08,0.480988769,0.800681,0.380045,-0.463115,-27.58831,64.60851,14.0625,15.9375,1
2017,7,10,4:10:00,4.17,0.461748613,0.810599,0.380039,-0.445533,-26.45743,64.88109,14.0625,15.9375,1
2017,7,10,4:15:00,4.25,0.44228869,0.820132,0.380032,-0.427737,-25.32405,65.13799,14.0625,15.9375,1
2017,7,10,4:20:00,4.33,0.422618262,0.829275,0.380025,-0.409737,-24.18832,65.37981,14.0625,15.9375,1
2017,7,10,4:25:00,4.42,0.40274669,0.838023,0.380018,-0.391541,-23.0504,65.60712,14.0625,15.9375,1
2017,7,10,4:30:00,4.5,0.382683432,0.846372,0.380012,-0.373156,-21.91041,65.82045,15.30556,16.09196,1
2017,7,10,4:35:00,4.58,0.362438038,0.854319,0.380005,-0.354593,-20.7685,66.02029,15.41411,16.13473,1
2017,7,10,4:40:00,4.67,0.342020143,0.861859,0.379998,-0.335859,-19.62477,66.20707,15.52266,16.17749,1
2017,7,10,4:45:00,4.75,0.321439465,0.868989,0.379991,-0.316962,-18.47933,66.38122,15.63122,16.22025,1
2017,7,10,4:50:00,4.83,0.3007058,0.875705,0.379984,-0.297913,-17.33228,66.54311,15.73977,16.26302,1
2017,7,10,4:55:00,4.92,0.279829014,0.882005,0.379978,-0.278718,-16.1837,66.69309,16.5,16.5625,1
2017,7,10,5:00:00,5,0.258819045,0.887886,0.379971,-0.259387,-15.03367,66.83149,16.5,16.5625,1
2017,7,10,5:05:00,5.08,0.237685892,0.893343,0.379964,-0.239927,-13.88223,66.95859,16.5,16.5625,1
2017,7,10,5:10:00,5.17,0.216439614,0.898376,0.379957,-0.220347,-12.72943,67.07466,16.5,16.5625,1
2017,7,10,5:15:00,5.25,0.195090322,0.902981,0.37995,-0.200655,-11.57525,67.17994,16.5,16.5625,1
2017,7,10,5:20:00,5.33,0.173648178,0.907157,0.379944,-0.180857,-10.41965,67.27465,16.5,16.5625,1
2017,7,10,5:25:00,5.42,0.152123386,0.910901,0.379937,-0.160958,-9.26252,67.35898,16.5,16.5625,1
2017,7,10,5:30:00,5.5,0.130526192,0.914211,0.37993,-0.140963,-8.1036,67.4331,16.60382,16.64556,1
2017,7,10,5:35:00,5.58,0.108866875,0.917087,0.379923,-0.120872,-6.94243,67.49716,16.70799,16.72889,1
2017,7,10,5:40:00,5.67,0.087155743,0.919526,0.379916,-0.100676,-5.77811,67.55128,16.81215,16.81222,1
2017,7,10,5:45:00,5.75,0.065403129,0.921527,0.379909,-0.080351,-4.60875,67.59558,16.90594,16.87479,1
2017,7,10,5:50:00,5.83,0.043619387,0.92309,0.379902,-0.059827,-3.42987,67.63014,16.99969,16.93729,1
2017,7,10,5:55:00,5.92,0.021814885,0.924212,0.379895,-0.038878,-2.22811,67.65502,17.09344,16.99979,1
2017,7,10,6:00:00,6,6.13E-17,0.924889,0.379885,-0.016383,-0.93875,67.67029,17.18719,17.06229,1
2017,7,10,6:05:00,6.08,-0.021814885,0.925024,0.379833,0.007585,0.43461,67.67596,17.56125,17.31167,1
2017,7,10,6:10:00,6.17,-0.043619387,0.924726,0.379785,0.025385,1.45464,67.67205,18.18542,17.43708,1
2017,7,10,6:15:00,6.25,-0.065403129,0.924037,0.379756,0.044048,2.52457,67.65855,18.43667,17.56208,1
2017,7,10,6:20:00,6.33,-0.087155743,0.922933,0.379738,0.063203,3.62367,67.63543,17.93917,17.68708,1
2017,7,10,6:25:00,6.42,-0.108866875,0.921402,0.379725,0.082629,4.73969,67.60265,18.06208,17.93667,1
2017,7,10,6:30:00,6.5,-0.130526192,0.919437,0.379713,0.102239,5.86812,67.56015,18.93458,17.99979,1
2017,7,10,6:35:00,6.58,-0.152123386,0.91704,0.379704,0.121917,7.00273,67.50782,19.06208,18.12458,1
2017,7,10,6:40:00,6.67,-0.173648178,0.914208,0.379695,0.141619,8.14152,67.44559,19.29468,18.33453,1
2017,7,10,6:45:00,6.75,-0.195090322,0.910943,0.379687,0.161312,9.28307,67.37331,19.52763,18.54475,1
2017,7,10,6:50:00,6.83,-0.216439614,0.907245,0.379679,0.180972,10.4264,67.29084,19.76059,18.75498,1
2017,7,10,6:55:00,6.92,-0.237685892,0.903116,0.379672,0.200578,11.57079,67.19801,19.99354,18.96521,1
2017,7,10,7:00:00,7,-0.258819045,0.898557,0.379664,0.220114,12.71571,67.09464,20.2265,19.17544,1
2017,7,10,7:05:00,7.08,-0.279829014,0.893571,0.379657,0.239564,13.86078,66.98051,20.45945,19.38566,1
2017,7,10,7:10:00,7.17,-0.3007058,0.88816,0.37965,0.258915,15.00566,66.85539,20.69241,19.59589,1
2017,7,10,7:15:00,7.25,-0.321439465,0.882327,0.379643,0.278155,16.15009,66.71901,20.92536,19.80612,1
2017,7,10,7:20:00,7.33,-0.342020143,0.876074,0.379636,0.297272,17.29384,66.57109,21.15831,20.01634,1
2017,7,10,7:25:00,7.42,-0.362438038,0.869404,0.379629,0.316257,18.4367,66.4113,21.39127,20.22657,1
2017,7,10,7:30:00,7.5,-0.382683432,0.86232,0.379622,0.335098,19.57849,66.23931,21.62422,20.4368,1
2017,7,10,7:35:00,7.58,-0.40274669,0.854826,0.379615,0.353785,20.71903,66.05473,19.0625,18.125,1
2017,7,10,7:40:00,7.67,-0.422618262,0.846926,0.379608,0.37231,21.85813,65.85716,21.625,20.4375,1
2017,7,10,7:45:00,7.75,-0.44228869,0.838622,0.379601,0.390661,22.99565,65.64616,21.625,20.4375,1
2017,7,10,7:50:00,7.83,-0.461748613,0.829919,0.379594,0.408831,24.1314,65.42124,21.625,20.4375,1
2017,7,10,7:55:00,7.92,-0.480988769,0.820821,0.379588,0.426809,25.26522,65.18188,22.28876,20.39846,1
2017,7,10,8:00:00,8,-0.5,0.811333,0.379581,0.444587,26.39693,64.92753,22.4216,20.39064,1
2017,7,10,8:05:00,8.08,-0.518773258,0.801458,0.379574,0.462156,27.52634,64.65758,22.55444,20.38283,1
2017,7,10,8:10:00,8.17,-0.537299608,0.791202,0.379567,0.479508,28.65328,64.37136,22.68728,20.37501,1
2017,7,10,8:15:00,8.25,-0.555570233,0.78057,0.37956,0.496634,29.77755,64.06818,22.82012,20.3672,1
2017,7,10,8:20:00,8.33,-0.573576436,0.769566,0.379553,0.513525,30.89893,63.74728,22.95296,20.35938,1
2017,7,10,8:25:00,8.42,-0.591309648,0.758195,0.379546,0.530174,32.01721,63.40783,23.0858,20.35157,1
2017,7,10,8:30:00,8.5,-0.608761429,0.746464,0.379539,0.546572,33.13215,63.04896,23.21864,20.34376,1
2017,7,10,8:35:00,8.58,-0.625923472,0.734378,0.379533,0.562711,34.24352,62.6697,23.75,20.3125,1
2017,7,10,8:40:00,8.67,-0.64278761,0.721942,0.379526,0.578585,35.35105,62.26904,23.75,20.3125,1
2017,7,10,8:45:00,8.75,-0.659345815,0.709162,0.379519,0.594184,36.45445,61.84587,23.75,20.3125,1
2017,7,10,8:50:00,8.83,-0.675590208,0.696045,0.379512,0.609501,37.55343,61.399,23.75,20.3125,1
2017,7,10,8:55:00,8.92,-0.691513056,0.682597,0.379505,0.62453,38.64767,60.92715,23.34443,20.68688,1
2017,7,10,9:00:00,9,-0.707106781,0.668824,0.379498,0.639262,39.7368,60.42893,22.93885,21.06125,1
2017,7,10,9:05:00,9.08,-0.722363962,0.654732,0.379491,0.653691,40.82047,59.90285,22.68833,21.81,1
2017,7,10,9:10:00,9.17,-0.737277337,0.640329,0.379485,0.66781,41.89827,59.34732,24.68083,22.43542,1
2017,7,10,9:15:00,9.25,-0.751839807,0.625621,0.379478,0.681612,42.96975,58.76061,23.42767,22.33251,1
2017,7,10,9:20:00,9.33,-0.766044443,0.610615,0.379471,0.695091,44.03444,58.14085,23.29547,22.49245,1
2017,7,10,9:25:00,9.42,-0.779884483,0.595319,0.379464,0.708239,45.09183,57.48603,23.42876,22.7146,1
2017,7,10,9:30:00,9.5,-0.79335334,0.579739,0.379457,0.721051,46.14135,56.79401,23.56206,22.93676,1
2017,7,10,9:35:00,9.58,-0.806444604,0.563883,0.37945,0.733521,47.1824,56.06247,23.87396,22.68833,1
2017,7,10,9:40:00,9.67,-0.819152044,0.547759,0.379443,0.745643,48.21432,55.2889,21.57021,22.43833,1
2017,7,10,9:45:00,9.75,-0.831469612,0.531374,0.379436,0.75741,49.23638,54.47064,22.18542,22.56208,1
2017,7,10,9:50:00,9.83,-0.843391446,0.514736,0.37943,0.768817,50.24779,53.6048,22.9375,22.68708,1
2017,7,10,9:55:00,9.92,-0.854911871,0.497853,0.379423,0.779859,51.2477,52.68833,22.9375,21.0625,1
2017,7,10,10:00:00,10,-0.866025404,0.480733,0.379416,0.790531,52.23515,51.71794,22.9375,21.0625,1
2017,7,10,10:05:00,10.08,-0.876726756,0.463384,0.379409,0.800827,53.20913,50.69014,22.6875,21.8125,1
2017,7,10,10:10:00,10.17,-0.887010833,0.445815,0.379402,0.810742,54.16851,49.60121,24.6875,22.4375,1
2017,7,10,10:15:00,10.25,-0.896872742,0.428033,0.379395,0.820272,55.11206,48.44724,23.1875,22.3125,1
2017,7,10,10:20:00,10.33,-0.906307787,0.410048,0.379388,0.829413,56.03844,47.2241,23.5625,22.9375,1
2017,7,10,10:25:00,10.42,-0.915311479,0.391867,0.379381,0.838159,56.94617,45.92748,23.5625,22.9375,1
2017,7,10,10:30:00,10.5,-0.923879533,0.3735,0.379375,0.846506,57.83367,44.55294,23.5625,22.9375,1
2017,7,10,10:35:00,10.58,-0.932007869,0.354955,0.379368,0.854451,58.69918,43.09588,23.875,22.6875,1
2017,7,10,10:40:00,10.67,-0.939692621,0.336241,0.379361,0.86199,59.5408,41.5517,21.5625,22.4375,1
2017,7,10,10:45:00,10.75,-0.946930129,0.317367,0.379354,0.86912,60.3565,39.91577,22.1875,22.5625,1
2017,7,10,10:50:00,10.83,-0.953716951,0.298341,0.379347,0.875836,61.14404,38.18363,19.4,22.6875,1
2017,7,10,10:55:00,10.92,-0.960049854,0.279174,0.37934,0.882135,61.90105,36.35105,19.36,20.1875,1
2017,7,10,11:00:00,11,-0.965925826,0.259873,0.379333,0.888016,62.62496,34.41423,19.26,20.25,1
2017,7,10,11:05:00,11.08,-0.97134207,0.240449,0.379326,0.893474,63.31308,32.36998,19.24,20.3125,1
2017,7,10,11:10:00,11.17,-0.976296007,0.22091,0.37932,0.898507,63.96254,30.21593,19.3,20.375,1
2017,7,10,11:15:00,11.25,-0.98078528,0.201266,0.379313,0.903113,64.57037,27.9508,19.3,20.4375,1
2017,7,10,11:20:00,11.33,-0.984807753,0.181527,0.379306,0.90729,65.1335,25.57466,19.3,20.5,1
2017,7,10,11:25:00,11.42,-0.98836151,0.1617,0.379299,0.911035,65.64882,23.08921,19.34,20.5625,1
2017,7,10,11:30:00,11.5,-0.991444861,0.141797,0.379292,0.914347,66.11322,20.49806,19.4,20.625,1
2017,7,10,11:35:00,11.58,-0.994056338,0.121826,0.379285,0.917225,66.52368,17.80695,19.42,20.6875,1
2017,7,10,11:40:00,11.67,-0.996194698,0.101797,0.379278,0.919666,66.8773,15.02388,21,22.0625,1
2017,7,10,11:45:00,11.75,-0.997858923,0.081719,0.379271,0.92167,67.17143,12.15925,21,22.0625,1
2017,7,10,11:50:00,11.83,-0.999048222,0.061602,0.379264,0.923235,67.40376,9.22575,21,22.0625,1
2017,7,10,11:55:00,11.92,-0.999762027,0.041456,0.379258,0.924362,67.57235,6.23818,21,22.0625,1
2017,7,10,12:00:00,12,-1,0.02129,0.379251,0.925049,67.67575,3.21308,21,22.0625,1
2017,7,10,12:05:00,12.08,-0.999762027,0.001114,0.379244,0.925296,67.71305,0.16831,21,22.0625,1
2017,7,10,12:10:00,12.17,-0.999048222,-0.019063,0.379237,0.925103,67.68393,-2.87762,21,22.0625,1
2017,7,10,12:15:00,12.25,-0.997858923,-0.039231,0.37923,0.92447,67.58864,-5.90615,21,22.0625,1
2017,7,10,12:20:00,12.33,-0.996194698,-0.05938,0.379223,0.923398,67.42802,-8.89932,21,22.0625,1
2017,7,10,12:25:00,12.42,-0.994056338,-0.079501,0.379216,0.921886,67.20345,-11.84039,21,22.0625,1
2017,7,10,12:30:00,12.5,-0.991444861,-0.099585,0.379209,0.919937,66.9168,-14.71432,21,22.0625,1
2017,7,10,12:35:00,12.58,-0.98836151,-0.119621,0.379202,0.917549,66.57037,-17.50814,21,22.0625,1
2017,7,10,12:40:00,12.67,-0.984807753,-0.139601,0.379195,0.914725,66.16675,-20.21117,21.06229,22.16217,1
2017,7,10,12:45:00,12.75,-0.98078528,-0.159514,0.379189,0.911467,65.70882,-22.81512,21.12479,22.26217,1
2017,7,10,12:50:00,12.83,-0.976296007,-0.179351,0.379182,0.907774,65.19958,-25.31395,21.18729,22.36217,1
2017,7,10,12:55:00,12.92,-0.97134207,-0.199103,0.379175,0.903651,64.64215,-27.70383,21.24979,22.46217,1
2017,7,10,13:00:00,13,-0.965925826,-0.218761,0.379168,0.899097,64.03962,-29.98282,21.31229,22.56217,1
2017,7,10,13:05:00,13.08,-0.960049854,-0.238315,0.379161,0.894116,63.39509,-32.15066,22.12229,22.74938,1
2017,7,10,13:10:00,13.17,-0.953716951,-0.257755,0.379154,0.88871,62.71154,-34.20849,22.93479,22.93688,1
2017,7,10,13:15:00,13.25,-0.946930129,-0.277073,0.379147,0.882881,61.99183,-36.15855,22.9375,22.81292,1
2017,7,10,13:20:00,13.33,-0.939692621,-0.296259,0.37914,0.876632,61.23871,-38.00394,22.43917,22.93708,1
2017,7,10,13:25:00,13.42,-0.932007869,-0.315304,0.379133,0.869966,60.45473,-39.7484,23.06042,23.18667,1
2017,7,10,13:30:00,13.5,-0.923879533,-0.334199,0.379126,0.862887,59.64231,-41.39612,21.44292,23.12521,1
2017,7,10,13:35:00,13.58,-0.915311479,-0.352935,0.379119,0.855398,58.80369,-42.95154,22.30958,22.93813,1
2017,7,10,13:40:00,13.67,-0.906307787,-0.371504,0.379112,0.847501,57.94093,-44.41925,22.03203,22.81285,1
2017,7,10,13:45:00,13.75,-0.896872742,-0.389896,0.379106,0.839202,57.05596,-45.8039,21.75063,22.68778,1
2017,7,10,13:50:00,13.83,-0.887010833,-0.408102,0.379099,0.830504,56.15054,-47.11005,21.46922,22.56271,1
2017,7,10,13:55:00,13.92,-0.876726756,-0.426115,0.379092,0.821411,55.22628,-48.3422,21.18781,22.43764,1
2017,7,10,14:00:00,14,-0.866025404,-0.443924,0.379085,0.811927,54.28466,-49.50466,20.90641,22.31257,1
2017,7,10,14:05:00,14.08,-0.854911871,-0.461523,0.379078,0.802058,53.32705,-50.60158,20.625,22.1875,1
2017,7,10,14:10:00,14.17,-0.843391446,-0.478902,0.379071,0.791807,52.35469,-51.63691,20.71859,21.96911,1
2017,7,10,14:15:00,14.25,-0.831469612,-0.496053,0.379064,0.78118,51.36871,-52.61439,20.81219,21.75073,1
2017,7,10,14:20:00,14.33,-0.819152044,-0.512969,0.379057,0.770181,50.37016,-53.53753,21.12396,21.71885,1
2017,7,10,14:25:00,14.42,-0.806444604,-0.52964,0.37905,0.758817,49.35998,-54.40964,21.43646,21.6876,1
2017,7,10,14:30:00,14.5,-0.79335334,-0.546059,0.379043,0.747091,48.33905,-55.23383,21.00146,21.6875,1
2017,7,10,14:35:00,14.58,-0.779884483,-0.562219,0.379036,0.735011,47.30816,-56.01297,22.3125,22.9375,1
2017,7,10,14:40:00,14.67,-0.766044443,-0.578111,0.379029,0.722582,46.26804,-56.74979,20.625,22.1875,1
2017,7,10,14:45:00,14.75,-0.751839807,-0.593728,0.379022,0.709809,45.21936,-57.44679,20.625,22.1875,1
2017,7,10,14:50:00,14.83,-0.737277337,-0.609063,0.379015,0.696699,44.16274,-58.10631,20.51696,21.18781,1
2017,7,10,14:55:00,14.92,-0.722363962,-0.624108,0.379009,0.683258,43.09875,-58.73053,20.3961,21.06278,1
2017,7,10,15:00:00,15,-0.707106781,-0.638857,0.379002,0.669492,42.0279,-59.32147,20.27524,20.93775,1
2017,7,10,15:05:00,15.08,-0.691513056,-0.653301,0.378995,0.655409,40.95067,-59.88101,20.15438,20.81272,1
2017,7,10,15:10:00,15.17,-0.675590208,-0.667434,0.378988,0.641015,39.86751,-60.41089,20.03352,20.68769,1
2017,7,10,15:15:00,15.25,-0.659345815,-0.68125,0.378981,0.626316,38.77883,-60.91273,19.91266,20.56267,1
2017,7,10,15:20:00,15.33,-0.64278761,-0.694742,0.378974,0.61132,37.685,-61.38805,19.7918,20.43764,1
2017,7,10,15:25:00,15.42,-0.625923472,-0.707904,0.378967,0.596034,36.58637,-61.83822,19.67094,20.31261,1
2017,7,10,15:30:00,15.5,-0.608761429,-0.720728,0.37896,0.580465,35.48327,-62.26454,19.55008,20.18758,1
2017,7,10,15:35:00,15.58,-0.591309648,-0.73321,0.378953,0.564622,34.37601,-62.66822,19.1875,19.8125,1
2017,7,10,15:40:00,15.67,-0.573576436,-0.745343,0.378946,0.54851,33.26487,-63.05038,19.1875,19.8125,1
2017,7,10,15:45:00,15.75,-0.555570233,-0.757121,0.378939,0.532139,32.15011,-63.41204,19.1875,19.8125,1
2017,7,10,15:50:00,15.83,-0.537299608,-0.76854,0.378932,0.515516,31.03198,-63.75417,19.93501,19.8125,1
2017,7,10,15:55:00,15.92,-0.518773258,-0.779592,0.378925,0.49865,29.91072,-64.07766,19.62604,19.93708,1
2017,7,10,16:00:00,16,-0.5,-0.790274,0.378918,0.481548,28.78653,-64.38333,19.93646,19.9375,1
2017,7,10,16:05:00,16.08,-0.480988769,-0.800579,0.378912,0.464218,27.65965,-64.67197,20.06208,19.9375,1
2017,7,10,16:10:00,16.17,-0.461748613,-0.810504,0.378905,0.44667,26.53025,-64.94427,19.50188,19.99979,1
2017,7,10,16:15:00,16.25,-0.44228869,-0.820043,0.378898,0.428912,25.39853,-65.2009,19.76963,20.02074,1
2017,7,10,16:20:00,16.33,-0.422618262,-0.829192,0.378891,0.410952,24.26467,-65.44247,20.04016,20.04155,1
2017,7,10,16:25:00,16.42,-0.40274669,-0.837947,0.378884,0.3928,23.12884,-65.66955,20.3107,20.06236,1
2017,7,10,16:30:00,16.5,-0.382683432,-0.846303,0.378877,0.374465,21.99123,-65.88266,20.1633,20.03763,1
2017,7,10,16:35:00,16.58,-0.362438038,-0.854256,0.37887,0.355955,20.85199,-66.08229,20.0131,20.0126,1
2017,7,10,16:40:00,16.67,-0.342020143,-0.861803,0.378863,0.337281,19.7113,-66.26889,19.8629,19.98757,1
2017,7,10,16:45:00,16.75,-0.321439465,-0.86894,0.378856,0.318452,18.56933,-66.44287,19.7127,19.96253,1
2017,7,10,16:50:00,16.83,-0.3007058,-0.875663,0.37885,0.299478,17.42625,-66.60462,19.5625,19.9375,1
2017,7,10,16:55:00,16.92,-0.279829014,-0.88197,0.378843,0.280369,16.28225,-66.75447,19.34411,19.8751,1
2017,7,10,17:00:00,17,-0.258819045,-0.887857,0.378836,0.261137,15.13753,-66.89275,19.12573,19.81271,1
2017,7,10,17:05:00,17.08,-0.237685892,-0.893322,0.378829,0.241792,13.99233,-67.01976,19.49875,19.75021,1
2017,7,10,17:10:00,17.17,-0.216439614,-0.898363,0.378823,0.222347,12.8469,-67.13576,19.31312,19.68771,1
2017,7,10,17:15:00,17.25,-0.195090322,-0.902976,0.378816,0.202814,11.70155,-67.24098,19.49938,19.6875,1
2017,7,10,17:20:00,17.33,-0.173648178,-0.907159,0.37881,0.183208,10.55669,-67.33566,19.39237,19.57421,1
2017,7,10,17:25:00,17.42,-0.152123386,-0.910912,0.378804,0.163547,9.41281,-67.41997,19.28439,19.46054,1
2017,7,10,17:30:00,17.5,-0.130526192,-0.914232,0.378798,0.143848,8.2706,-67.49408,19.1764,19.34687,1
2017,7,10,17:35:00,17.58,-0.108866875,-0.917118,0.378793,0.124139,7.13102,-67.55816,19.06841,19.2332,1
2017,7,10,17:40:00,17.67,-0.087155743,-0.91957,0.378788,0.104449,5.99541,-67.61232,18.96042,19.11952,1
2017,7,10,17:45:00,17.75,-0.065403129,-0.92159,0.378786,0.084818,4.86554,-67.65668,18.85244,19.00585,1
2017,7,10,17:50:00,17.83,-0.043619387,-0.923174,0.378785,0.065361,3.74756,-67.69131,18.74445,18.89218,1
2017,7,10,17:55:00,17.92,-0.021814885,-0.924331,0.378789,0.046159,2.64567,-67.7163,18.63646,18.77851,1
2017,7,10,18:00:00,18,-1.84E-16,-0.925071,0.378802,0.027419,1.57118,-67.73168,18.52847,18.66484,1
2017,7,10,18:05:00,18.08,0.021814885,-0.925416,0.378834,0.009493,0.5439,-67.73749,18.42049,18.55117,1
2017,7,10,18:10:00,18.17,0.043619387,-0.925347,0.378876,-0.013608,-0.77969,-67.73374,18.3125,18.4375,1
2017,7,10,18:15:00,18.25,0.065403129,-0.924727,0.378873,-0.036534,-2.09369,-67.72042,18.18833,18.25124,1
2017,7,10,18:20:00,18.33,0.087155743,-0.923659,0.378867,-0.057571,-3.30043,-67.6975,18.0881,18.24379,1
2017,7,10,18:25:00,18.42,0.108866875,-0.922149,0.37886,-0.078136,-4.48143,-67.66495,17.98803,18.23753,1
2017,7,10,18:30:00,18.5,0.130526192,-0.920201,0.378853,-0.098488,-5.65212,-67.62268,17.88797,18.23128,1
2017,7,10,18:35:00,18.58,0.152123386,-0.917815,0.378846,-0.118707,-6.81747,-67.57063,17.7879,18.22503,1
2017,7,10,18:40:00,18.67,0.173648178,-0.914992,0.378839,-0.13882,-7.97954,-67.50868,17.68783,18.21877,1
2017,7,10,18:45:00,18.75,0.195090322,-0.911733,0.378833,-0.158835,-9.13931,-67.43672,17.58777,18.21252,1
