15.56445,15.54937,15.56425,15.56445,15.54376,15.56424,15.54379,15.56429,15.5643,15.56429,15.5494
15.55668,15.49022,15.55647,15.55668,15.5235,15.55647,15.52355,15.55652,15.55654,15.55652,15.4903
15.5366,15.40926,15.53638,15.53662,15.46835,15.5364,15.46842,15.53647,15.53651,15.53648,15.40936
15.50099,15.34726,15.50076,15.50103,15.40145,15.5008,15.40155,15.50089,15.50096,15.50091,15.34734
15.46404,15.30998,15.46377,15.46409,15.35847,15.46383,15.35857,15.46394,15.46401,15.46395,15.31004
15.41999,15.25389,15.41966,15.42005,15.29507,15.41974,15.29519,15.41987,15.41996,15.41988,15.25395
15.37612,15.21776,15.37572,15.37619,15.25273,15.3758,15.25284,15.37596,15.37606,15.37595,15.21781
15.33138,15.17843,15.3309,15.33145,15.20168,15.33098,15.2018,15.33116,15.33127,15.33113,15.17848
15.29222,15.17346,15.29165,15.29228,15.17658,15.29173,15.17668,15.29192,15.29203,15.29187,15.17348
15.26155,15.18838,15.26088,15.2616,15.16256,15.26095,15.16265,15.26116,15.26126,15.26108,15.18837
15.23756,15.18512,15.23681,15.23759,15.15406,15.23687,15.15415,15.23709,15.23718,15.23698,15.18513
15.21888,15.16593,15.21809,15.21891,15.14923,15.21813,15.1493,15.21837,15.21845,15.21824,15.16596
15.2027,15.13448,15.20188,15.20272,15.13779,15.20191,15.13786,15.20215,15.20222,15.20201,15.13453
15.17797,15.06933,15.17716,15.178,15.09016,15.1772,15.09025,15.17745,15.17753,15.17732,15.0694
15.14966,15.03994,15.14887,15.14969,15.06547,15.14891,15.06555,15.14917,15.14925,15.14904,15.03999
15.12504,15.01431,15.12425,15.12507,15.04854,15.12429,15.04861,15.12455,15.12463,15.12442,15.01435
15.10056,14.98223,15.09978,15.10059,15.02549,15.09983,15.02556,15.10008,15.10017,15.09997,14.98227
15.06786,14.92006,15.06711,15.0679,14.97292,15.06717,14.973,15.06743,15.06752,15.06732,14.92013
15.03264,14.8775,15.03192,15.03268,14.93637,15.03199,14.93645,15.03225,15.03234,15.03214,14.87757
14.99081,14.81513,14.99013,14.99086,14.87676,14.9902,14.87685,14.99047,14.99057,14.99035,14.8152
14.94861,14.7728,14.94795,14.94867,14.83576,14.94803,14.83586,14.94829,14.94841,14.94817,14.77286
14.90375,14.70344,14.90309,14.90381,14.77496,14.90318,14.77507,14.90345,14.90356,14.90332,14.70353
14.85146,14.65206,14.85079,14.85153,14.70778,14.85089,14.7079,14.85117,14.8513,14.85103,14.65213
14.80339,14.63268,14.80268,14.80346,14.66643,14.80279,14.66655,14.80307,14.8032,14.80292,14.63273
14.75632,14.60039,14.75557,14.75639,14.61513,14.75568,14.61526,14.75597,14.7561,14.7558,14.60044
14.71414,14.59326,14.71334,14.71421,14.5868,14.71344,14.58692,14.71374,14.71386,14.71355,14.59328
14.67943,14.58051,14.67858,14.67949,14.56253,14.67866,14.56264,14.67896,14.67908,14.67876,14.58054
14.64301,14.54412,14.64212,14.64307,14.51736,14.64219,14.51748,14.64251,14.64263,14.6423,14.54417
14.6093,14.54047,14.60837,14.60936,14.49619,14.60844,14.49631,14.60876,14.60887,14.60854,14.54049
14.58382,14.54574,14.58285,14.58386,14.48962,14.5829,14.48972,14.58322,14.58332,14.583,14.54575
14.57078,14.57159,14.56976,14.5708,14.51081,14.56978,14.51088,14.5701,14.57018,14.56989,14.57158
14.56015,14.53964,14.55903,14.56016,14.49602,14.55904,14.49608,14.55934,14.55945,14.55918,14.53975
14.54651,14.52833,14.54515,14.54652,14.48572,14.54509,14.48572,14.54539,14.5456,14.54535,14.52851
14.5382,14.5416,14.53634,14.53817,14.49427,14.53614,14.49417,14.53642,14.53684,14.53659,14.54188
14.5339,14.5382,14.53141,14.53383,14.49723,14.531,14.49705,14.53126,14.53194,14.5317,14.53856
14.53004,14.53401,14.527,14.52989,14.49656,14.52637,14.49634,14.52661,14.52753,14.52728,14.53437
14.52643,14.53035,14.52302,14.52621,14.49517,14.52219,14.49493,14.52242,14.5235,14.52323,14.53071
14.52306,14.52676,14.51939,14.52276,14.49359,14.51839,14.49334,14.51861,14.5198,14.51953,14.52713
14.51988,14.52319,14.51603,14.51952,14.49198,14.51489,14.49172,14.51511,14.51638,14.5161,14.52355
14.51685,14.51961,14.51289,14.51643,14.49036,14.51164,14.4901,14.51184,14.51317,14.51288,14.51998
