Yr,Mo,Day,o_time,d_time,c_time,s_x,s_y,s_z,Solar Alt,Solar Azimuth,T_in,SP2_1,SP2_10,SP2_11,SP2_2,SP2_3,SP2_4,SP2_5,SP2_6,SP2_7,SP2_8,SP2_9
2017,7,10,0:00:00,0,1,-0.020993,0.380376,-0.924594,-67.60715,-3.15894,16.06208,17.9375,17.8125,18.18729,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.75
2017,7,10,0:05:00,0.08,0.999762027,-0.000818,0.380369,-0.924834,-67.64338,-0.12317,16.0625,17.9375,17.8125,18.12521,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.68771
2017,7,10,0:10:00,0.17,0.999048222,0.019358,0.380363,-0.924635,-67.61335,2.91347,15.93792,17.9375,17.8125,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.6875
2017,7,10,0:15:00,0.25,0.997858923,0.039525,0.380356,-0.923995,-67.51732,5.93259,15.62604,17.9375,17.8125,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.6875
2017,7,10,0:20:00,0.33,0.996194698,0.059673,0.380349,-0.922916,-67.35615,8.91638,15.43812,17.9375,17.75021,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.6875
2017,7,10,0:25:00,0.42,0.994056338,0.079792,0.380343,-0.921397,-67.1312,11.84827,15.33783,17.9375,17.71262,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.62521
2017,7,10,0:30:00,0.5,0.991444861,0.099874,0.380336,-0.91944,-66.84434,14.71335,15.23783,17.9375,17.67513,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.56271
2017,7,10,0:35:00,0.58,0.98836151,0.119908,0.380329,-0.917045,-66.49785,17.49878,15.13783,17.9375,17.63762,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.50021
2017,7,10,0:40:00,0.67,0.984807753,0.139886,0.380322,-0.914214,-66.09432,20.19395,15.03783,17.9375,17.60012,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.43771
2017,7,10,0:45:00,0.75,0.98078528,0.159797,0.380316,-0.910947,-65.63659,22.79064,14.93783,17.9375,17.56262,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.37521
2017,7,10,0:50:00,0.83,0.976296007,0.179632,0.380309,-0.907247,-65.12766,25.28285,14.9375,17.87521,17.43792,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.31271
2017,7,10,0:55:00,0.92,0.97134207,0.199382,0.380302,-0.903115,-64.57063,27.66675,15.06208,17.875,17.4375,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.18792
2017,7,10,1:00:00,1,0.965925826,0.219037,0.380295,-0.898553,-63.96857,29.94041,15.12479,17.875,17.31292,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.1875
2017,7,10,1:05:00,1.08,0.960049854,0.238588,0.380289,-0.893564,-63.32456,32.10355,14.93813,17.81271,17.25021,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,17.06292
2017,7,10,1:10:00,1.17,0.953716951,0.258025,0.380282,-0.888149,-62.64157,34.15727,14.96865,17.8125,17.17214,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,16.96906
2017,7,10,1:15:00,1.25,0.946930129,0.27734,0.380275,-0.882311,-61.92245,36.10376,14.9999,17.8125,17.09401,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,16.87531
2017,7,10,1:20:00,1.33,0.939692621,0.296523,0.380269,-0.876054,-61.16993,37.9461,15.03115,17.8125,17.01589,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,16.78156
2017,7,10,1:25:00,1.42,0.932007869,0.315565,0.380262,-0.869379,-60.38656,39.68798,15.0624,17.8125,16.93776,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,16.68781
2017,7,10,1:30:00,1.5,0.923879533,0.334457,0.380255,-0.862291,-59.57474,41.33352,15.0625,17.75021,16.87521,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,16.62521
2017,7,10,1:35:00,1.58,0.915311479,0.353189,0.380248,-0.854791,-58.73671,42.88713,14.93792,17.75,16.81271,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,16.56271
2017,7,10,1:40:00,1.67,0.906307787,0.371754,0.380242,-0.846886,-57.87452,44.35337,14.9375,17.68771,16.75021,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,16.43792
2017,7,10,1:45:00,1.75,0.896872742,0.390142,0.380235,-0.838576,-56.99009,45.73682,14.87521,17.6875,16.68771,18.125,18.0625,17.9375,18.0625,18.0625,18.0625,18.0625,18.1875,16.4375
2017,7,10,1:50:00,1.83,0.887010833,0.408345,0.380228,-0.829868,-56.08518,47.04204,14.83866,17.62002,16.58887,18.125,18.0625,17.9375,18.0625,18.05731,18.0625,18.0625,18.1875,16.34406
2017,7,10,1:55:00,1.92,0.876726756,0.426353,0.380221,-0.820765,-55.16141,48.27347,14.8022,17.55231,16.48991,18.125,18.0625,17.9375,18.0625,18.0521,18.0625,18.0625,18.1875,16.25031
2017,7,10,2:00:00,2,0.866025404,0.444159,0.380215,-0.81127,-54.22024,49.4354,14.76575,17.4846,16.39095,18.125,18.0625,17.9375,18.0625,18.04689,18.0625,18.0625,18.1875,16.15656
2017,7,10,2:05:00,2.08,0.854911871,0.461753,0.380208,-0.80139,-53.26304,50.53195,14.72929,17.41689,16.292,18.125,18.0625,17.9375,18.0625,18.04168,18.0625,18.0625,18.1875,16.06281
2017,7,10,2:10:00,2.17,0.843391446,0.479128,0.380201,-0.791128,-52.29104,51.56705,14.69283,17.34918,16.19304,18.125,18.0625,17.9375,18.0625,18.03648,18.0625,18.0625,18.1875,15.96906
2017,7,10,2:15:00,2.25,0.831469612,0.496275,0.380194,-0.780489,-51.30539,52.54442,14.65637,17.28148,16.09408,18.125,18.0625,17.9375,18.0625,18.03127,18.0625,18.0625,18.1875,15.87531
2017,7,10,2:20:00,2.33,0.819152044,0.513186,0.380188,-0.769479,-50.30711,53.46754,14.61991,17.21377,15.99512,18.125,18.0625,17.9375,18.0625,18.02606,18.0625,18.0625,18.1875,15.78156
2017,7,10,2:25:00,2.42,0.806444604,0.529853,0.380181,-0.758102,-49.29717,54.33973,14.58345,17.14606,15.89616,18.125,18.0625,17.9375,18.0625,18.02085,18.0625,18.0625,18.1875,15.68781
2017,7,10,2:30:00,2.5,0.79335334,0.546267,0.380174,-0.746364,-48.27642,55.16405,14.547,17.07835,15.7972,18.125,18.0625,17.9375,18.0625,18.01564,18.0625,18.0625,18.1875,15.59406
2017,7,10,2:35:00,2.58,0.779884483,0.562422,0.380167,-0.734271,-47.24567,55.9434,14.51054,17.01064,15.69825,18.125,18.0625,17.9375,18.0625,18.01043,18.0625,18.0625,18.1875,15.50031
2017,7,10,2:40:00,2.67,0.766044443,0.578309,0.380161,-0.721828,-46.20564,56.68047,14.47408,16.94293,15.59929,18.125,18.0625,17.9375,18.0625,18.00523,18.0625,18.0625,18.1875,15.40656
2017,7,10,2:45:00,2.75,0.751839807,0.593922,0.380154,-0.709042,-45.15701,57.37775,14.43762,16.87523,15.50033,18.125,18.0625,17.9375,18.0625,18.00002,18.0625,18.0625,18.1875,15.31281
2017,7,10,2:50:00,2.83,0.737277337,0.609251,0.380147,-0.695917,-44.10037,58.03758,14.31292,16.81271,15.43771,18.125,18.0625,17.9375,18.0625,18,18.0625,18.0625,18.1875,15.25021
2017,7,10,2:55:00,2.92,0.722363962,0.624291,0.38014,-0.682462,-43.03631,58.66214,14.28075,16.70136,15.37399,18.125,18.0625,17.9375,18.0625,18,18.07044,18.0625,18.1875,15.20237
2017,7,10,3:00:00,3,0.707106781,0.639034,0.380134,-0.668681,-41.96533,59.25343,14.24888,16.58985,15.31027,18.125,18.0625,17.9375,18.0625,18,18.0784,18.0625,18.1875,15.15458
2017,7,10,3:05:00,3.08,0.691513056,0.653473,0.380127,-0.654581,-40.88791,59.81334,14.21702,16.47833,15.24655,18.125,18.0625,17.9375,18.0625,18,18.08637,18.0625,18.1875,15.10679
2017,7,10,3:10:00,3.17,0.675590208,0.667601,0.38012,-0.64017,-39.8045,60.34359,14.18516,16.36682,15.18283,18.125,18.0625,17.9375,18.0625,18,18.09433,18.0625,18.1875,15.059
2017,7,10,3:15:00,3.25,0.659345815,0.681411,0.380113,-0.625454,-38.7155,60.84582,14.1533,16.25531,15.11911,18.125,18.0625,17.9375,18.0625,18,18.1023,18.0625,18.1875,15.0112
2017,7,10,3:20:00,3.33,0.64278761,0.694898,0.380106,-0.610439,-37.62128,61.32151,14.12144,16.1438,15.05538,18.125,18.0625,17.9375,18.0625,18,18.11026,18.0625,18.1875,14.96341
2017,7,10,3:25:00,3.42,0.625923472,0.708053,0.3801,-0.595134,-36.52219,61.77205,14.08958,16.03229,14.99166,18.125,18.0625,17.9375,18.0625,18,18.11823,18.0625,18.1875,14.91562
2017,7,10,3:30:00,3.5,0.608761429,0.720872,0.380093,-0.579545,-35.41856,62.19875,14.00136,15.9375,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.875
2017,7,10,3:35:00,3.58,0.591309648,0.733348,0.380086,-0.56368,-34.31067,62.6028,14.09344,15.87521,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.84385
2017,7,10,3:40:00,3.67,0.573576436,0.745475,0.380079,-0.547546,-33.19881,62.98531,14.18719,15.81271,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.8126
2017,7,10,3:45:00,3.75,0.555570233,0.757248,0.380073,-0.531151,-32.08323,63.34732,14.31208,15.8125,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.8125
2017,7,10,3:50:00,3.83,0.537299608,0.76866,0.380066,-0.514502,-30.96418,63.68978,14.43708,15.75021,14.99979,18.125,18.0625,17.9375,18.0625,18.06229,18.18729,18.0625,18.1875,14.93708
2017,7,10,3:55:00,3.92,0.518773258,0.779706,0.380059,-0.497608,-29.84187,64.01359,14.0625,15.9375,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.875
2017,7,10,4:00:00,4,0.5,0.790381,0.380052,-0.480476,-28.71652,64.31958,14.0625,15.9375,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.875
2017,7,10,4:05:00,4.08,0.480988769,0.800681,0.380045,-0.463115,-27.58831,64.60851,14.0625,15.9375,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.875
2017,7,10,4:10:00,4.17,0.461748613,0.810599,0.380039,-0.445533,-26.45743,64.88109,14.0625,15.9375,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.875
2017,7,10,4:15:00,4.25,0.44228869,0.820132,0.380032,-0.427737,-25.32405,65.13799,14.0625,15.9375,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.875
2017,7,10,4:20:00,4.33,0.422618262,0.829275,0.380025,-0.409737,-24.18832,65.37981,14.0625,15.9375,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.875
2017,7,10,4:25:00,4.42,0.40274669,0.838023,0.380018,-0.391541,-23.0504,65.60712,14.0625,15.9375,14.9375,18.125,18.0625,17.9375,18.0625,18,18.125,18.0625,18.1875,14.875
2017,7,10,4:30:00,4.5,0.382683432,0.846372,0.380012,-0.373156,-21.91041,65.82045,15.30556,16.09196,15.5524,18.1513,18.0625,17.99011,18.0625,18.0625,18.24011,18.0625,18.24011,15.4899
2017,7,10,4:35:00,4.58,0.362438038,0.854319,0.380005,-0.354593,-20.7685,66.02029,15.41411,16.13473,15.62148,18.15459,18.0625,17.99669,18.0625,18.0625,18.24669,18.0625,18.24669,15.55898
2017,7,10,4:40:00,4.67,0.342020143,0.861859,0.379998,-0.335859,-19.62477,66.20707,15.52266,16.17749,15.69056,18.15788,18.0625,18.00327,18.0625,18.0625,18.25327,18.0625,18.25327,15.62806
2017,7,10,4:45:00,4.75,0.321439465,0.868989,0.379991,-0.316962,-18.47933,66.38122,15.63122,16.22025,15.75964,18.16117,18.0625,18.00985,18.0625,18.0625,18.25985,18.0625,18.25985,15.69714
2017,7,10,4:50:00,4.83,0.3007058,0.875705,0.379984,-0.297913,-17.33228,66.54311,15.73977,16.26302,15.82872,18.16446,18.0625,18.01643,18.0625,18.0625,18.26643,18.0625,18.26643,15.76622
2017,7,10,4:55:00,4.92,0.279829014,0.882005,0.379978,-0.278718,-16.1837,66.69309,16.5,16.5625,16.3125,18.1875,18.0625,18.0625,18.0625,18.0625,18.3125,18.0625,18.3125,16.25
2017,7,10,5:00:00,5,0.258819045,0.887886,0.379971,-0.259387,-15.03367,66.83149,16.5,16.5625,16.3125,18.1875,18.0625,18.0625,18.0625,18.0625,18.3125,18.0625,18.3125,16.25
2017,7,10,5:05:00,5.08,0.237685892,0.893343,0.379964,-0.239927,-13.88223,66.95859,16.5,16.5625,16.3125,18.1875,18.0625,18.0625,18.0625,18.0625,18.3125,18.0625,18.3125,16.25
2017,7,10,5:10:00,5.17,0.216439614,0.898376,0.379957,-0.220347,-12.72943,67.07466,16.5,16.5625,16.3125,18.1875,18.0625,18.0625,18.0625,18.0625,18.3125,18.0625,18.3125,16.25
2017,7,10,5:15:00,5.25,0.195090322,0.902981,0.37995,-0.200655,-11.57525,67.17994,16.5,16.5625,16.3125,18.1875,18.0625,18.0625,18.0625,18.0625,18.3125,18.0625,18.3125,16.25
2017,7,10,5:20:00,5.33,0.173648178,0.907157,0.379944,-0.180857,-10.41965,67.27465,16.5,16.5625,16.3125,18.1875,18.0625,18.0625,18.0625,18.0625,18.3125,18.0625,18.3125,16.25
2017,7,10,5:25:00,5.42,0.152123386,0.910901,0.379937,-0.160958,-9.26252,67.35898,16.5,16.5625,16.3125,18.1875,18.0625,18.0625,18.0625,18.0625,18.3125,18.0625,18.3125,16.25
2017,7,10,5:30:00,5.5,0.130526192,0.914211,0.37993,-0.140963,-8.1036,67.4331,16.60382,16.64556,16.35403,18.1875,18.0625,18.0625,18.0625,18.08326,18.3125,18.0625,18.3125,16.31229
2017,7,10,5:35:00,5.58,0.108866875,0.917087,0.379923,-0.120872,-6.94243,67.49716,16.70799,16.72889,16.39569,18.1875,18.0625,18.0625,18.0625,18.1041,18.3125,18.0625,18.3125,16.37479
2017,7,10,5:40:00,5.67,0.087155743,0.919526,0.379916,-0.100676,-5.77811,67.55128,16.81215,16.81222,16.43736,18.1875,18.0625,18.0625,18.0625,18.12493,18.3125,18.0625,18.3125,16.43729
2017,7,10,5:45:00,5.75,0.065403129,0.921527,0.379909,-0.080351,-4.60875,67.59558,16.90594,16.87479,16.49979,18.1875,18.0625,18.0625,18.09365,18.125,18.3125,18.0625,18.3125,16.49979
2017,7,10,5:50:00,5.83,0.043619387,0.92309,0.379902,-0.059827,-3.42987,67.63014,16.99969,16.93729,16.56229,18.1875,18.0625,18.0625,18.1249,18.125,18.3125,18.0625,18.3125,16.56229
2017,7,10,5:55:00,5.92,0.021814885,0.924212,0.379895,-0.038878,-2.22811,67.65502,17.09344,16.99979,16.62479,18.24979,18.09365,18.0625,18.125,18.15615,18.3125,18.0625,18.34365,16.62479
2017,7,10,6:00:00,6,6.13E-17,0.924889,0.379885,-0.016383,-0.93875,67.67029,17.18719,17.06229,16.68729,18.31229,18.1249,18.0625,18.125,18.1874,18.3125,18.0625,18.3749,16.68729
2017,7,10,6:05:00,6.08,-0.021814885,0.925024,0.379833,0.007585,0.43461,67.67596,17.56125,17.31167,16.87438,18.3125,18.125,18.18708,18.18729,18.1875,18.37479,18.12479,18.43729,16.81208
2017,7,10,6:10:00,6.17,-0.043619387,0.924726,0.379785,0.025385,1.45464,67.67205,18.18542,17.43708,17.06188,18.37479,18.18729,18.1875,18.1875,18.1875,18.43729,18.18729,18.49979,16.99938
2017,7,10,6:15:00,6.25,-0.065403129,0.924037,0.379756,0.044048,2.52457,67.65855,18.43667,17.56208,17.18708,18.31271,18.1875,18.1875,18.1875,18.1875,18.4375,18.1875,18.43771,17.12458
2017,7,10,6:20:00,6.33,-0.087155743,0.922933,0.379738,0.063203,3.62367,67.63543,17.93917,17.68708,17.31208,18.37479,18.1875,18.31208,18.1875,18.24979,18.4375,18.1875,18.49979,17.18729
2017,7,10,6:25:00,6.42,-0.108866875,0.921402,0.379725,0.082629,4.73969,67.60265,18.06208,17.93667,17.43708,18.56188,18.31208,18.56167,18.31208,18.37458,18.62438,18.31208,18.81146,17.31208
2017,7,10,6:30:00,6.5,-0.130526192,0.919437,0.379713,0.102239,5.86812,67.56015,18.93458,17.99979,17.68667,18.62479,18.43708,18.68708,18.43708,18.56188,18.93646,18.56167,18.93708,17.49938
2017,7,10,6:35:00,6.58,-0.152123386,0.91704,0.379704,0.121917,7.00273,67.50782,19.06208,18.12458,17.81208,18.68729,18.49979,18.81208,18.49979,18.62479,18.87521,18.5625,18.99979,17.62458
2017,7,10,6:40:00,6.67,-0.173648178,0.914208,0.379695,0.141619,8.14152,67.44559,19.29468,18.33453,17.93708,18.75545,18.60193,18.89178,18.55097,18.73826,18.9203,18.64744,19.07362,17.70994
2017,7,10,6:45:00,6.75,-0.195090322,0.910943,0.379687,0.161312,9.28307,67.37331,19.52763,18.54475,18.06208,18.82364,18.7042,18.97133,18.6021,18.85189,18.96576,18.73267,19.14748,17.79517
2017,7,10,6:50:00,6.83,-0.216439614,0.907245,0.379679,0.180972,10.4264,67.29084,19.76059,18.75498,18.18708,18.89182,18.80648,19.05087,18.65324,18.96553,19.01121,18.8179,19.22134,17.8804
2017,7,10,6:55:00,6.92,-0.237685892,0.903116,0.379672,0.200578,11.57079,67.19801,19.99354,18.96521,18.31208,18.96,18.90875,19.13042,18.70438,19.07917,19.05667,18.90312,19.29521,17.96563
2017,7,10,7:00:00,7,-0.258819045,0.898557,0.379664,0.220114,12.71571,67.09464,20.2265,19.17544,18.43708,19.02818,19.01102,19.20996,18.75551,19.1928,19.10212,18.98835,19.36907,18.05085
2017,7,10,7:05:00,7.08,-0.279829014,0.893571,0.379657,0.239564,13.86078,66.98051,20.45945,19.38566,18.56208,19.09636,19.1133,19.28951,18.80665,19.30644,19.14758,19.07358,19.44294,18.13608
2017,7,10,7:10:00,7.17,-0.3007058,0.88816,0.37965,0.258915,15.00566,66.85539,20.69241,19.59589,18.68708,19.16455,19.21557,19.36905,18.85778,19.42008,19.19303,19.15881,19.5168,18.22131
2017,7,10,7:15:00,7.25,-0.321439465,0.882327,0.379643,0.278155,16.15009,66.71901,20.92536,19.80612,18.81208,19.23273,19.31784,19.4486,18.90892,19.53371,19.23848,19.24403,19.59066,18.30653
2017,7,10,7:20:00,7.33,-0.342020143,0.876074,0.379636,0.297272,17.29384,66.57109,21.15831,20.01634,18.93708,19.30091,19.42011,19.52814,18.96006,19.64735,19.28394,19.32926,19.66453,18.39176
2017,7,10,7:25:00,7.42,-0.362438038,0.869404,0.379629,0.316257,18.4367,66.4113,21.39127,20.22657,19.06208,19.36909,19.52239,19.60769,19.01119,19.76098,19.32939,19.41449,19.73839,18.47699
2017,7,10,7:30:00,7.5,-0.382683432,0.86232,0.379622,0.335098,19.57849,66.23931,21.62422,20.4368,19.18708,19.43727,19.62466,19.68723,19.06233,19.87462,19.37485,19.49972,19.81225,18.56222
2017,7,10,7:35:00,7.58,-0.40274669,0.854826,0.379615,0.353785,20.71903,66.05473,19.0625,18.125,17.8125,18.6875,18.5,18.8125,18.5,18.625,18.875,18.5625,19,17.625
2017,7,10,7:40:00,7.67,-0.422618262,0.846926,0.379608,0.37231,21.85813,65.85716,21.625,20.4375,19.1875,19.4375,19.625,19.6875,19.0625,19.875,19.375,19.5,19.8125,18.5625
2017,7,10,7:45:00,7.75,-0.44228869,0.838622,0.379601,0.390661,22.99565,65.64616,21.625,20.4375,19.1875,19.4375,19.625,19.6875,19.0625,19.875,19.375,19.5,19.8125,18.5625
2017,7,10,7:50:00,7.83,-0.461748613,0.829919,0.379594,0.408831,24.1314,65.42124,21.625,20.4375,19.1875,19.4375,19.625,19.6875,19.0625,19.875,19.375,19.5,19.8125,18.5625
2017,7,10,7:55:00,7.92,-0.480988769,0.820821,0.379588,0.426809,25.26522,65.18188,22.28876,20.39846,19.96839,19.55463,19.83975,19.88272,19.2382,20.12879,19.41404,19.55857,20.08581,19.53861
2017,7,10,8:00:00,8,-0.5,0.811333,0.379581,0.444587,26.39693,64.92753,22.4216,20.39064,20.12467,19.57808,19.88272,19.92179,19.27336,20.17958,19.42186,19.57029,20.14051,19.73397
2017,7,10,8:05:00,8.08,-0.518773258,0.801458,0.379574,0.462156,27.52634,64.65758,22.55444,20.38283,20.28096,19.60152,19.9257,19.96086,19.30853,20.23037,19.42967,19.58201,20.19521,19.92932
2017,7,10,8:10:00,8.17,-0.537299608,0.791202,0.379567,0.479508,28.65328,64.37136,22.68728,20.37501,20.43724,19.62496,19.96868,19.99993,19.34369,20.28117,19.43749,19.59373,20.24991,20.12467
2017,7,10,8:15:00,8.25,-0.555570233,0.78057,0.37956,0.496634,29.77755,64.06818,22.82012,20.3672,20.59352,19.6484,20.01166,20.03901,19.37885,20.33196,19.4453,19.60545,20.30461,20.32003
2017,7,10,8:20:00,8.33,-0.573576436,0.769566,0.379553,0.513525,30.89893,63.74728,22.95296,20.35938,20.7498,19.67185,20.05463,20.07808,19.41402,20.38275,19.45312,19.61717,20.35931,20.51538
2017,7,10,8:25:00,8.42,-0.591309648,0.758195,0.379546,0.530174,32.01721,63.40783,23.0858,20.35157,20.90609,19.69529,20.09761,20.11715,19.44918,20.43354,19.46093,19.62889,20.41401,20.71073
2017,7,10,8:30:00,8.5,-0.608761429,0.746464,0.379539,0.546572,33.13215,63.04896,23.21864,20.34376,21.06237,19.71873,20.14059,20.15622,19.48435,20.48433,19.46874,19.64062,20.4687,20.90609
2017,7,10,8:35:00,8.58,-0.625923472,0.734378,0.379533,0.562711,34.24352,62.6697,23.75,20.3125,21.6875,19.8125,20.3125,20.3125,19.625,20.6875,19.5,19.6875,20.6875,21.6875
2017,7,10,8:40:00,8.67,-0.64278761,0.721942,0.379526,0.578585,35.35105,62.26904,23.75,20.3125,21.6875,19.8125,20.3125,20.3125,19.625,20.6875,19.5,19.6875,20.6875,21.6875
2017,7,10,8:45:00,8.75,-0.659345815,0.709162,0.379519,0.594184,36.45445,61.84587,23.75,20.3125,21.6875,19.8125,20.3125,20.3125,19.625,20.6875,19.5,19.6875,20.6875,21.6875
2017,7,10,8:50:00,8.83,-0.675590208,0.696045,0.379512,0.609501,37.55343,61.399,23.75,20.3125,21.6875,19.8125,20.3125,20.3125,19.625,20.6875,19.5,19.6875,20.6875,21.6875
2017,7,10,8:55:00,8.92,-0.691513056,0.682597,0.379505,0.62453,38.64767,60.92715,23.34443,20.68688,22.12427,19.99969,20.49969,20.62448,19.78099,20.93708,19.59359,19.87469,20.87469,22.06188
2017,7,10,9:00:00,9,-0.707106781,0.668824,0.379498,0.639262,39.7368,60.42893,22.93885,21.06125,22.56104,20.18688,20.68688,20.93646,19.93698,21.18667,19.68719,20.06188,21.06188,22.43625
2017,7,10,9:05:00,9.08,-0.722363962,0.654732,0.379491,0.653691,40.82047,59.90285,22.68833,21.81,22.68708,20.31208,20.93667,21.06208,20.06208,21.31208,19.81208,20.0625,21.12479,22.4375
2017,7,10,9:10:00,9.17,-0.737277337,0.640329,0.379485,0.66781,41.89827,59.34732,24.68083,22.43542,22.56292,20.49938,20.9375,21.18708,20.0625,21.28401,19.75021,20.12479,21.18729,22.4375
2017,7,10,9:15:00,9.25,-0.751839807,0.625621,0.379478,0.681612,42.96975,58.76061,23.42767,22.33251,22.14256,20.39501,20.83251,20.97753,20.0625,21.25543,19.69751,19.86254,20.87254,22.01756
2017,7,10,9:20:00,9.33,-0.766044443,0.610615,0.379471,0.695091,44.03444,58.14085,23.29547,22.49245,22.13448,20.50096,20.92047,21.04547,20.15247,21.33997,19.74148,19.83049,20.86648,21.97349
2017,7,10,9:25:00,9.42,-0.779884483,0.595319,0.379464,0.708239,45.09183,57.48603,23.42876,22.7146,22.22334,20.65647,21.05376,21.17876,20.26355,21.45105,19.80813,19.85271,20.93313,22.01792
2017,7,10,9:30:00,9.5,-0.79335334,0.579739,0.379457,0.721051,46.14135,56.79401,23.56206,22.93676,22.3122,20.81198,21.18706,21.31206,20.37463,21.56213,19.87478,19.87493,20.99978,22.06235
2017,7,10,9:35:00,9.58,-0.806444604,0.563883,0.37945,0.733521,47.1824,56.06247,23.87396,22.68833,21.75188,20.56333,20.81375,20.93875,20.18812,21.06417,19.68812,19.62583,20.68854,21.62646
2017,7,10,9:40:00,9.67,-0.819152044,0.547759,0.379443,0.745643,48.21432,55.2889,21.57021,22.43833,20.94021,20.12646,20.31417,20.31458,19.75146,20.43958,19.43833,19.31354,20.18917,20.93979
2017,7,10,9:45:00,9.75,-0.831469612,0.531374,0.379436,0.75741,49.23638,54.47064,22.18542,22.56208,20.81292,20.06271,20.18792,20.18792,19.62542,20.31292,19.31292,19.25021,20.06292,20.81292
2017,7,10,9:50:00,9.83,-0.843391446,0.514736,0.37943,0.768817,50.24779,53.6048,22.9375,22.68708,20.93708,20.12479,20.31208,20.31208,19.68729,20.43708,19.43708,19.31229,20.12479,20.87479
2017,7,10,9:55:00,9.92,-0.854911871,0.497853,0.379423,0.779859,51.2477,52.68833,22.9375,21.0625,22.5625,20.1875,20.6875,20.9375,19.9375,21.1875,19.6875,20.0625,21.0625,22.4375
2017,7,10,10:00:00,10,-0.866025404,0.480733,0.379416,0.790531,52.23515,51.71794,22.9375,21.0625,22.5625,20.1875,20.6875,20.9375,19.9375,21.1875,19.6875,20.0625,21.0625,22.4375
2017,7,10,10:05:00,10.08,-0.876726756,0.463384,0.379409,0.800827,53.20913,50.69014,22.6875,21.8125,22.6875,20.3125,20.9375,21.0625,20.0625,21.3125,19.8125,20.0625,21.125,22.4375
2017,7,10,10:10:00,10.17,-0.887010833,0.445815,0.379402,0.810742,54.16851,49.60121,24.6875,22.4375,22.5625,20.5,20.9375,21.1875,20.0625,21.25,19.75,20.125,21.1875,22.4375
2017,7,10,10:15:00,10.25,-0.896872742,0.428033,0.379395,0.820272,55.11206,48.44724,23.1875,22.3125,22.0625,20.375,20.8125,20.9375,20.0625,21.25,19.6875,19.8125,20.8125,21.9375
2017,7,10,10:20:00,10.33,-0.906307787,0.410048,0.379388,0.829413,56.03844,47.2241,23.5625,22.9375,22.3125,20.8125,21.1875,21.3125,20.375,21.5625,19.875,19.875,21,22.0625
2017,7,10,10:25:00,10.42,-0.915311479,0.391867,0.379381,0.838159,56.94617,45.92748,23.5625,22.9375,22.3125,20.8125,21.1875,21.3125,20.375,21.5625,19.875,19.875,21,22.0625
2017,7,10,10:30:00,10.5,-0.923879533,0.3735,0.379375,0.846506,57.83367,44.55294,23.5625,22.9375,22.3125,20.8125,21.1875,21.3125,20.375,21.5625,19.875,19.875,21,22.0625
2017,7,10,10:35:00,10.58,-0.932007869,0.354955,0.379368,0.854451,58.69918,43.09588,23.875,22.6875,21.75,20.5625,20.8125,20.9375,20.1875,21.0625,19.6875,19.625,20.6875,21.625
