Unix,Time,Cyclical_Time,DayW,Mo,DayM,Avg_S1,Avg_S2,Avg_S3,Avg_S4,Avg_S5,Avg_S6,RH_Avg,OT
1434292200,14,-0.79335334,0,5,14,30.5938,31.2604,30.3542,31.5729,31.125,31,41.31036667,34.111
1434293100,14,-0.751839807,0,5,14,30.6354,31.3021,30.4167,31.6354,31.2292,31.1041,40.89636667,33.5
1434294000,15,-0.707106781,0,5,14,30.5625,31.3334,30.3958,31.6771,31.2395,31.0521,40.68778333,33.5
1434294900,15,-0.659345815,0,5,14,30.6562,31.3542,30.4167,31.7292,31.3125,31.1458,40.29583333,33.222
1434295800,15,-0.608761429,0,5,14,30.6146,31.4062,30.5313,31.8125,31.4062,31.1979,39.82183333,32.888
1434296700,15,-0.555570233,0,5,14,30.7292,31.5208,30.4792,31.8437,31.4687,31.3125,39.63658333,33.111
1434297600,16,-0.5,0,5,14,30.8437,31.6146,30.5729,31.9167,31.5417,31.3646,39.2561,32.611
1434298500,16,-0.44228869,0,5,14,30.9166,31.6458,30.6563,31.9687,31.5313,31.4479,39.05696667,32.222
1434299400,16,-0.382683432,0,5,14,30.9376,31.75,30.7578,31.9687,31.6459,31.5,38.7956,32.222
1434300300,16,-0.321439465,0,5,14,31.0209,31.8021,30.6666,32.1146,31.6666,31.5625,38.62871667,31.611
1434301200,17,-0.258819045,0,5,14,31.125,31.8646,30.8438,32.1771,31.7396,31.6354,38.54721667,30.722
1434302100,17,-0.195090322,0,5,14,31.125,31.9167,30.8541,32.2291,31.7917,31.7917,38.46366667,30.222
1434303000,17,-0.130526192,0,5,14,31.2292,32,30.8541,32.2292,31.8334,31.7708,38.34115,29.722
1434303900,17,-0.065403129,0,5,14,31.25,32.0313,30.8854,32.3229,31.9375,31.7917,38.42005,29.5
1434304800,18,-1.84E-16,0,5,14,31.2917,32.1354,30.9375,32.4166,31.9792,31.8437,38.48641667,29.222
1434305700,18,0.065403129,0,5,14,31.3958,32.1563,31.0104,32.5,32.0313,31.9584,38.33963333,28.777
1434306600,18,0.130526192,0,5,14,31.4792,32.2812,31.0729,32.5417,32.0625,31.9688,38.19131667,28.722
1434307500,18,0.195090322,0,5,14,31.4791,32.3021,31.0938,32.6146,32.1354,32.0417,38.04761667,28.5
1434308400,19,0.258819045,0,5,14,31.6042,32.4687,31.1771,32.7396,32.2396,32.1146,38.07125,27.777
1434309300,19,0.321439465,0,5,14,31.6458,32.4166,31.2188,32.7916,32.2187,32.0938,37.83268333,26.888
1434310200,19,0.382683432,0,5,14,31.7084,32.4479,31.2812,32.8021,32.3021,32.25,37.53041667,26.388
1434311100,19,0.44228869,0,5,14,31.7292,32.5,31.2812,32.8854,32.3333,32.2292,37.53248333,26.222
1434312000,20,0.5,0,5,14,31.6979,32.4583,31.3229,32.8438,32.3542,32.2292,37.59286667,25.5
1434312900,20,0.555570233,0,5,14,31.6875,32.4792,31.3229,32.8646,32.4063,32.2604,37.33308333,24.5
1434313800,20,0.608761429,0,5,14,31.7396,32.5104,31.3542,32.8958,32.375,32.3021,37.2538,24.277
1434314700,20,0.659345815,0,5,14,31.75,32.5625,31.3854,32.8854,32.3646,32.25,37.70486667,24.5
1434315600,21,0.707106781,0,5,14,31.6771,32.5104,31.375,32.875,32.3437,32.2708,37.70545,24.611
1434316500,21,0.751839807,0,5,14,31.5729,32.5104,31.375,32.8854,32.3542,32.2188,37.75415,24.611
1434317400,21,0.79335334,0,5,14,31.6875,32.4896,31.3438,32.8333,32.3646,32.2604,37.68425,24.388
1434318300,21,0.831469612,0,5,14,31.6562,32.5,31.3125,32.8645,32.3125,32.2291,37.67871667,24.277
1434319200,22,0.866025404,0,5,14,31.6458,32.4583,31.3854,32.8542,32.3333,32.25,37.71475,24.111
1434320100,22,0.896872742,0,5,14,31.6563,32.4687,31.3958,32.875,32.2916,32.2188,37.82895,24.111
1434321000,22,0.923879533,0,5,14,31.7396,32.5104,31.4167,32.9479,32.3333,32.2604,37.71198333,24.222
1434321900,22,0.946930129,0,5,14,31.6771,32.5729,31.3958,32.9167,32.3021,32.2604,37.98303333,24.222
1434322800,23,0.965925826,0,5,14,31.6459,32.4583,31.3229,32.8125,32.1771,32.2292,38.00253333,24.111
1434323700,23,0.98078528,0,5,14,31.6562,32.4375,31.375,32.8021,32.2187,32.1875,37.97343333,24
1434324600,23,0.991444861,0,5,14,31.6042,32.3854,31.2292,32.6771,32.0938,32.0417,37.96323333,23.777
1434325500,23,0.997858923,0,5,14,31.5104,32.2604,31.2083,32.625,32.0313,31.9375,38.0066,24
1434326400,0,1,0,5,14,31.4687,32.1666,31.1459,32.625,31.9167,31.9062,38.09146667,24
1434327300,0,0.997858923,0,5,14,31.4062,32.1667,31.1354,32.5417,31.9271,31.8333,38.22641667,24
1434328200,0,0.991444861,0,5,14,31.3958,32.0521,31.0625,32.5417,31.8334,31.7917,38.35728333,24
1434329100,0,0.98078528,0,5,14,31.2396,32.0416,31.0104,32.3541,31.7188,31.6667,38.52208333,24
1434330000,1,0.965925826,0,5,14,31.2604,31.9375,31,32.2708,31.625,31.6875,39.278,24
1434330900,1,0.946930129,0,5,14,30.8958,31.7709,30.5521,31.9479,31.4584,31.4584,45.39161667,24
1434331800,1,0.923879533,0,5,14,30.6771,31.5521,30.3333,31.7917,31.2604,31.1875,49.41465,24
1434332700,1,0.896872742,0,5,14,30.4791,31.4063,30.1666,31.5625,30.9896,30.9688,51.8988,24
1434333600,2,0.866025404,0,5,14,30.4271,31.2396,30.0625,31.4687,30.8229,30.8333,53.35286667,24
1434334500,2,0.831469612,0,5,14,30.2708,31.0208,29.8959,31.3229,30.8125,30.7084,54.53195,24
1434335400,2,0.79335334,0,5,14,30.1979,30.9687,29.7916,31.1146,30.6146,30.5417,55.2728,24
1434336300,2,0.751839807,0,5,14,30.0104,30.7708,29.6771,31.1042,30.5104,30.4375,56.01496667,24
1434337200,3,0.707106781,0,5,14,29.9375,30.7604,29.5417,30.9584,30.4167,30.3646,56.4088,24
1434338100,3,0.659345815,0,5,14,29.8437,30.6667,29.5105,30.8958,30.2291,30.3542,56.68628333,24
1434339000,3,0.608761429,0,5,14,29.7083,30.5729,29.4375,30.7708,30.1354,30.2187,57.02705,24
1434339900,3,0.555570233,0,5,14,29.7812,30.5,29.4896,30.6979,30.0834,30.0938,57.57083333,24
1434340800,4,0.5,1,5,15,29.6458,30.375,29.3542,30.6875,30,29.9688,57.94596667,24
1434341700,4,0.44228869,1,5,15,29.5729,30.3229,29.2709,30.5416,29.9167,30.0313,57.97563333,24
1434342600,4,0.382683432,1,5,15,29.4896,30.2083,29.1875,30.5729,29.8229,29.875,57.90195,24
1434343500,4,0.321439465,1,5,15,29.3854,30.0938,29.1458,30.5,29.7292,29.8021,58.28606667,24
1434344400,5,0.258819045,1,5,15,29.4271,30.1042,29.1458,30.375,29.6771,29.8229,58.38318333,24
1434345300,5,0.195090322,1,5,15,29.3229,30,29.0521,30.3021,29.5937,29.6979,58.7275,24
1434346200,5,0.130526192,1,5,15,29.25,29.9479,29.0104,30.2708,29.5312,29.5834,59.06295,24
1434347100,5,0.065403129,1,5,15,29.1771,29.8646,28.9375,30.1458,29.5,29.5521,59.46036667,24
1434348000,6,6.13E-17,1,5,15,29.1146,29.8437,28.875,30.1562,29.4063,29.5417,59.57121667,24
1434348900,6,-0.065403129,1,5,15,29.1041,29.7396,28.7812,30.0625,29.3958,29.4479,59.79646667,24
1434349800,6,-0.130526192,1,5,15,29.0625,29.7188,28.8229,29.9896,29.3438,29.3958,60.07093333,24
1434350700,6,-0.195090322,1,5,15,29.0104,29.6458,28.7604,29.9583,29.3229,29.3333,60.33496667,24
1434351600,7,-0.258819045,1,5,15,28.9687,29.5625,28.6562,29.9479,29.2395,29.2604,60.5491,24
1434352500,7,-0.321439465,1,5,15,28.9167,29.6042,28.6563,29.8542,29.2396,29.25,60.84121667,24
1434353400,7,-0.382683432,1,5,15,28.7916,29.5312,28.5833,29.8438,29.1354,29.2083,60.99655,24
1434354300,7,-0.44228869,1,5,15,28.7916,29.4791,28.6146,29.7708,29.1459,29.1562,61.26385,24
1434355200,8,-0.5,1,5,15,28.8125,29.4167,28.5312,29.8229,29.125,29.1979,61.26703333,24
1434356100,8,-0.555570233,1,5,15,28.6667,29.3437,28.5104,29.75,29.0937,29.1458,61.70183333,24
1434357000,8,-0.608761429,1,5,15,28.7292,29.3958,28.4479,29.7188,29.1042,29.1562,62.16211667,24
1434357900,8,-0.659345815,1,5,15,28.625,29.3437,28.5313,29.7605,29.0312,29.0833,62.78943333,24
1434358800,9,-0.707106781,1,5,15,28.6563,29.3125,28.4583,29.5833,29.0208,29.0312,63.81615,24
1434359700,9,-0.751839807,1,5,15,28.5729,29.2917,28.5,29.5938,29.0313,29.0208,64.24666667,24
1434360600,9,-0.79335334,1,5,15,28.5625,29.2917,28.4375,29.6146,28.9896,29.0104,64.48603333,24
1434361500,9,-0.831469612,1,5,15,28.7396,29.3959,28.7917,29.8333,29.125,29.1563,63.40601667,24
1434362400,10,-0.866025404,1,5,15,28.9583,29.5625,28.9896,29.9375,29.2708,29.2083,61.86068333,27
1434363300,10,-0.896872742,1,5,15,29.0521,29.6042,29.0729,29.9479,29.3541,29.375,61.01345,27.611
1434364200,10,-0.923879533,1,5,15,29.1563,29.7083,29.1042,30.0313,29.4271,29.4271,60.14246667,27.277
1434365100,10,-0.946930129,1,5,15,29.1354,29.7708,29.1875,30.0937,29.5938,29.4792,59.6553,27.111
1434366000,11,-0.965925826,1,5,15,29.2083,29.7917,29.2917,30.1458,29.625,29.5625,59.05298333,27.5
1434366900,11,-0.98078528,1,5,15,29.2604,29.8437,29.1042,30.1771,29.75,29.625,58.97601667,27.722
1434367800,11,-0.991444861,1,5,15,29.1771,29.8542,29.0313,30.1146,29.7396,29.6875,59.76633333,27.5
1434368700,11,-0.997858923,1,5,15,29.0938,29.8542,29,30.125,29.75,29.6875,60.0342,27.5
1434369600,12,-1,1,5,15,29.1354,29.8646,28.9167,30.1875,29.7083,29.6458,59.24503333,27.722
1434370500,12,-0.997858923,1,5,15,29.0313,29.7813,28.9062,30.1562,28.8334,29.5417,59.87205,27.722
1434371400,12,-0.991444861,1,5,15,29.1355,29.6771,29.0313,30.1771,28.3855,29.2604,60.806,27.777
1434372300,12,-0.98078528,1,5,15,29.0833,29.6354,29.0104,30.0313,28.4479,29.0104,61.71201667,28.222
1434373200,13,-0.965925826,1,5,15,29.1459,29.6041,29.1042,30.0833,28.5104,28.9271,61.65161667,28.722
1434374100,13,-0.946930129,1,5,15,29.125,29.6667,28.9583,30.0417,28.9583,29.125,61.28685,29.222
1434375000,13,-0.923879533,1,5,15,28.9792,29.5521,28.8125,30.0104,29.0521,29.1042,60.29091667,29.888
1434375900,13,-0.896872742,1,5,15,28.7813,29.3646,28.7812,29.9167,28.9375,28.9271,59.9184,30.5
1434376800,14,-0.866025404,1,5,15,28.9583,29.4063,28.8334,30.0104,29.0521,28.9687,59.81166667,31.111
1434377700,14,-0.831469612,1,5,15,29.0938,29.4479,28.9896,30,29.1875,29,59.63763333,31.222
1434378600,14,-0.79335334,1,5,15,28.9583,29.2292,28.8854,29.9166,28.9167,28.7604,59.58205,31.277
1434379500,14,-0.751839807,1,5,15,28.9062,29.3646,28.9271,29.9792,28.7812,28.8437,59.07546667,31.611
1434380400,15,-0.707106781,1,5,15,29,29.3958,29.0417,29.9583,29.0729,29.0208,58.45535,31.888
1434381300,15,-0.659345815,1,5,15,29,29.3854,29.0313,30.0104,29.0521,29,58.51856667,31.722
1434382200,15,-0.608761429,1,5,15,29.0625,29.4687,29.0521,30.0313,28.9896,28.9687,58.66776667,31.5
1434383100,15,-0.555570233,1,5,15,29.0104,29.4688,29.0313,30.0312,28.9479,28.9896,58.43905,31.722
1434384000,16,-0.5,1,5,15,29.0208,29.4271,29.0313,29.9896,29.0729,29.0208,58.61158333,31.722
1434384900,16,-0.44228869,1,5,15,29.0208,29.3958,29,30.0313,29,28.9063,58.60821667,31.611
1434385800,16,-0.382683432,1,5,15,29,29.4792,29.0521,30.0313,29.0521,29,58.4426,32
1434386700,16,-0.321439465,1,5,15,29.25,29.6562,29.125,30.1146,29.0625,29.0209,57.63805,32.222
1434387600,17,-0.258819045,1,5,15,29.2708,29.6354,29.25,30.1979,29.3438,29.3646,57.00598333,32.222
1434388500,17,-0.195090322,1,5,15,29.3229,29.875,29.4271,30.3229,29.6354,29.4583,56.84388333,32.111
1434389400,17,-0.130526192,1,5,15,29.6042,29.9583,29.5208,30.4479,29.8542,29.7187,56.31023333,31.388
1434390300,17,-0.065403129,1,5,15,29.6146,30.0729,29.5834,30.5937,30.0625,29.9271,55.82943333,31.222
1434391200,18,-1.84E-16,1,5,15,29.8646,30.3229,29.7291,30.8125,30.1875,30.0729,54.95635,30.888
1434392100,18,0.065403129,1,5,15,30.0417,30.5417,29.9375,30.9167,30.3229,30.2916,54.1175,31
1434393000,18,0.130526192,1,5,15,30.1562,30.6458,30.0104,31.1041,30.5208,30.4584,53.32975,31.111
1434393900,18,0.195090322,1,5,15,30.3021,30.9167,30.1458,31.3021,30.7709,30.75,52.39835,31.111
1434394800,19,0.258819045,1,5,15,30.4271,31.0104,30.2188,31.3958,30.8854,30.8334,52.04576667,31.222
1434395700,19,0.321439465,1,5,15,30.5417,31.0521,30.2813,31.5313,30.9063,30.8542,51.91228333,31.222
1434396600,19,0.382683432,1,5,15,30.5833,31.1354,30.4167,31.5938,31.0625,30.9896,51.37886667,31
1434397500,19,0.44228869,1,5,15,30.75,31.2812,30.5729,31.7187,31.1354,31.0625,50.81021667,30.722
1434398400,20,0.5,1,5,15,30.7812,31.3229,30.6146,31.7083,31.1354,31.1562,50.28496667,30.388
1434399300,20,0.555570233,1,5,15,30.7604,31.4271,30.6563,31.8125,31.3125,31.2292,50.61948333,30.277
1434400200,20,0.608761429,1,5,15,30.9688,31.5104,30.8334,32,31.3542,31.3334,50.78018333,30.111
1434401100,20,0.659345815,1,5,15,31.0833,31.6979,30.9063,32.125,31.4271,31.4479,50.44628333,30
1434402000,21,0.707106781,1,5,15,31.3229,31.875,31,32.2813,31.5833,31.5937,50.15446667,29.888
1434402900,21,0.751839807,1,5,15,31.2917,31.8021,31.0313,32.3125,31.5833,31.6146,50.0447,29.888
1434403800,21,0.79335334,1,5,15,31.1875,31.7917,30.9062,32.1979,31.4687,31.5417,50.57831667,29.888
1434404700,21,0.831469612,1,5,15,31.0312,31.625,30.8542,32.0105,31.3854,31.3958,51.71511667,29.888
1434405600,22,0.866025404,1,5,15,30.9791,31.5625,30.8542,31.9063,31.2813,31.3438,52.75281667,30
1434406500,22,0.896872742,1,5,15,31.0104,31.5833,30.8229,31.9375,31.3437,31.3854,52.71288333,30
1434407400,22,0.923879533,1,5,15,30.9375,31.6458,30.8229,31.9896,31.3333,31.3437,53.05501667,29.388
1434408300,22,0.946930129,1,5,15,30.9896,31.5833,30.7916,32,31.3959,31.3021,53.33955,28.277
1434409200,23,0.965925826,1,5,15,30.9271,31.7292,30.6979,32.0208,31.4479,31.4895,52.56433333,27.5
1434410100,23,0.98078528,1,5,15,30.9583,31.5938,30.7708,31.9375,31.3542,31.4271,52.3464,27.111
1434411000,23,0.991444861,1,5,15,30.8855,31.5521,30.8021,31.8854,31.3542,31.3438,52.25965,26.777
1434411900,23,0.997858923,1,5,15,30.7813,31.5,30.7292,31.7084,31.1458,31.1771,52.515,26.5
1434412800,0,1,1,5,15,30.7083,31.3438,30.6562,31.7083,31.0729,31.1146,52.77805,26.5
1434413700,0,0.997858923,1,5,15,30.5729,31.3125,30.5521,31.5521,30.9167,31.0833,52.8942,26.5
1434414600,0,0.991444861,1,5,15,30.6042,31.2396,30.6354,31.5834,30.875,30.9896,53.21106667,26.5
1434415500,0,0.98078528,1,5,15,30.5312,31.1562,30.5416,31.4791,30.7813,30.9896,53.49125,26.5
1434416400,1,0.965925826,1,5,15,30.4375,31.1146,30.4792,31.4583,30.625,30.8854,53.888,26.5
1434417300,1,0.946930129,1,5,15,30.4688,31.1875,30.3958,31.4271,30.8229,30.9062,54.54186667,26.5
1434418200,1,0.923879533,1,5,15,30.5104,31.1771,30.2083,31.5417,30.9896,30.8959,54.5616,26.5
1434419100,1,0.896872742,1,5,15,30.5312,31.1979,30.0625,31.5729,30.9584,30.9479,54.75456667,26.5
1434420000,2,0.866025404,1,5,15,30.4375,31.1771,30.0521,31.4792,30.8646,30.9271,54.89521667,26.5
1434420900,2,0.831469612,1,5,15,30.4792,31.1146,30.1042,31.4792,30.9584,30.8958,55.08695,26.5
1434421800,2,0.79335334,1,5,15,30.3854,31.0938,30.0416,31.4896,30.9687,30.8333,55.96691667,26.5
1434422700,2,0.751839807,1,5,15,30.5104,31.1354,29.8021,31.4583,30.8437,30.8229,56.47775,26.5
1434423600,3,0.707106781,1,5,15,30.4063,31.0834,29.6875,31.4688,30.9062,30.8333,57.13153333,26.5
1434424500,3,0.659345815,1,5,15,30.3854,31.0521,29.6667,31.375,30.9063,30.75,57.61426667,26.5
1434425400,3,0.608761429,1,5,15,30.2396,30.9583,29.6563,31.3542,30.7396,30.7083,58.14445,26.5
1434426300,3,0.555570233,1,5,15,30.0938,30.7813,29.5938,31.125,30.5417,30.4792,59.0321,26.5
1434427200,4,0.5,2,5,16,30.0416,30.7396,29.5625,31.0312,30.4688,30.375,59.6289,26.5
1434428100,4,0.44228869,2,5,16,29.9792,30.6979,29.4688,30.9479,30.3958,30.3542,60.23106667,26.5
1434429000,4,0.382683432,2,5,16,29.8646,30.5833,29.4375,30.9375,30.3125,30.2813,60.25188333,26.5
1434429900,4,0.321439465,2,5,16,29.7812,30.5104,29.3125,30.8229,30.1667,30.2188,60.68005,26.5
1434430800,5,0.258819045,2,5,16,29.6771,30.3854,29.3125,30.8021,30.0938,30.0834,60.81291667,26.5
1434431700,5,0.195090322,2,5,16,29.6354,30.3542,29.25,30.7187,30.0104,29.9792,61.07351667,26.5
1434432600,5,0.130526192,2,5,16,29.5625,30.2292,29.1458,30.5521,29.8854,29.9167,61.39265,26.5
1434433500,5,0.065403129,2,5,16,29.5313,30.1771,29.1146,30.5104,29.7917,29.8229,61.402,26.5
1434434400,6,6.13E-17,2,5,16,29.375,30.0729,29.0625,30.4479,29.75,29.7396,61.75033333,26.5
1434435300,6,-0.065403129,2,5,16,29.3542,30,29.0312,30.3125,29.6354,29.7188,61.89328333,26.5
1434436200,6,-0.130526192,2,5,16,29.2709,29.9375,28.8958,30.3438,29.6042,29.625,61.96811667,26.5
1434437100,6,-0.195090322,2,5,16,29.2396,29.8646,28.875,30.2604,29.5833,29.5729,62.15901667,26.5
1434438000,7,-0.258819045,2,5,16,29.1667,29.8333,28.8854,30.2396,29.4688,29.5416,62.16515,26.5
1434438900,7,-0.321439465,2,5,16,29.1459,29.7708,28.7708,30.1667,29.5,29.4896,62.28688333,26.5
1434439800,7,-0.382683432,2,5,16,29.1979,29.8333,28.6771,30.1771,29.5729,29.4792,62.01668333,26.5
1434440700,7,-0.44228869,2,5,16,29.1562,29.7917,28.6041,30.1771,29.5938,29.5104,61.92445,26.5
1434441600,8,-0.5,2,5,16,29.1771,29.7604,28.5313,30.1979,29.5521,29.5208,61.96605,26.5
1434442500,8,-0.555570233,2,5,16,29.0521,29.7709,28.5521,30.125,29.5521,29.4167,61.72911667,26.5
1434443400,8,-0.608761429,2,5,16,29,29.6771,28.5208,30.0313,29.375,29.4167,61.72378333,26.5
1434444300,8,-0.659345815,2,5,16,29.0312,29.6667,28.4479,30.0312,29.4688,29.3646,61.8175,26.5
1434445200,9,-0.707106781,2,5,16,28.9792,29.6563,28.3333,30.0313,29.4583,29.3646,61.86415,26.5
1434446100,9,-0.751839807,2,5,16,28.9166,29.6041,28.25,30,29.4896,29.3854,61.98228333,26.5
1434447000,9,-0.79335334,2,5,16,28.9375,29.5833,28.2812,29.9583,29.4063,29.3021,61.82861667,26.5
1434447900,9,-0.831469612,2,5,16,28.8125,29.5208,28.2604,29.8854,29.3333,29.3125,61.59376667,26.5
1434448800,10,-0.866025404,2,5,16,28.8958,29.5625,28.2917,29.9375,29.4375,29.3125,61.62471667,29.5
1434449700,10,-0.896872742,2,5,16,28.9375,29.6041,28.25,29.9583,29.4271,29.3646,61.5478,30.111
1434450600,10,-0.923879533,2,5,16,28.9167,29.6563,28.2084,29.9687,29.4688,29.4271,61.42433333,30.277
1434451500,10,-0.946930129,2,5,16,28.9792,29.6563,28.25,29.9687,29.4584,29.4166,61.1975,30.5
1434452400,11,-0.965925826,2,5,16,28.8959,29.5521,28.6042,29.9271,28.1354,29.0417,61.80731667,30.611
1434453300,11,-0.98078528,2,5,16,28.5729,29.1875,28.2812,29.5313,27.4792,28.7396,63.49553333,30.611
1434454200,11,-0.991444861,2,5,16,28.9271,29.5208,28.9271,29.8959,29.0104,29.1979,61.11993333,30.888
1434455100,11,-0.997858923,2,5,16,29.1563,29.6979,29.0625,30.1354,29.4375,29.3958,59.89918333,30.777
1434456000,12,-1,2,5,16,29.1875,29.7187,29.125,29.9896,29.3125,29.5521,58.98631667,31.111
1434456900,12,-0.997858923,2,5,16,28.7709,29.4063,28.6875,29.75,28.4792,29.0104,61.62436667,31.111
1434457800,12,-0.991444861,2,5,16,28.3125,29.0104,28.1875,29.3958,27.9687,28.5208,63.68161667,31.888
1434458700,12,-0.98078528,2,5,16,28.0833,28.8958,28.0208,29.1875,27.6667,28.2396,64.49815,31.888
1434459600,13,-0.965925826,2,5,16,28.3021,28.6146,28.1354,29.375,27.8125,27.9687,65.17358333,31.777
1434460500,13,-0.946930129,2,5,16,28.3959,28.7917,28.4167,29.3959,27.9896,28.0104,65.1964,32
1434461400,13,-0.923879533,2,5,16,28.5417,28.8229,28.5625,29.5729,28.2917,28.1667,65.20521667,32.111
1434462300,13,-0.896872742,2,5,16,28.75,28.8854,28.6979,29.6979,28.6042,28.4271,65.15068333,31.777
1434463200,14,-0.866025404,2,5,16,29,29.2708,28.9271,29.8854,29.1042,28.9687,64.40255,31.5
1434464100,14,-0.831469612,2,5,16,29.2604,29.5937,29.1459,30.1667,29.5417,29.375,63.06521667,31.277
1434465000,14,-0.79335334,2,5,16,29.5208,30.0208,29.4271,30.3542,29.9479,29.7604,61.3201,31.222
1434465900,14,-0.751839807,2,5,16,29.6667,30.2708,29.5417,30.6146,30.2708,30.0416,60.3472,30.722
1434466800,15,-0.707106781,2,5,16,29.875,30.4688,29.7187,30.8854,30.4792,30.375,58.907,30.5
1434467700,15,-0.659345815,2,5,16,30.0417,30.6667,29.8542,30.9271,30.6146,30.5313,58.5097,30.777
1434468600,15,-0.608761429,2,5,16,30.1354,30.7083,29.9271,31.0104,30.6771,30.6146,58.20398333,31.777
1434469500,15,-0.555570233,2,5,16,30.1666,30.7083,29.9271,31.0417,30.7187,30.5521,57.39441667,32.277
1434470400,16,-0.5,2,5,16,30.1875,30.875,30.0208,31.1667,30.9271,30.7084,56.72385,32.388
1434471300,16,-0.44228869,2,5,16,30.4062,31.0208,30.125,31.2708,31.0416,30.9271,54.49875,32.388
1434472200,16,-0.382683432,2,5,16,30.5521,31.1354,30.2708,31.4167,31.1145,30.9688,52.80473333,32
1434473100,16,-0.321439465,2,5,16,30.5313,31.1666,30.2916,31.4167,31.1875,31.0625,52.35816667,32
1434474000,17,-0.258819045,2,5,16,30.6042,31.1979,30.375,31.5937,31.1667,31.0208,51.70991667,32.611
1434474900,17,-0.195090322,2,5,16,30.6875,31.3542,30.4062,31.6354,31.3646,31.2396,51.97433333,32.722
1434475800,17,-0.130526192,2,5,16,30.7084,31.3854,30.4271,31.6354,31.4062,31.2083,51.83248333,32.388
1434476700,17,-0.065403129,2,5,16,30.75,31.4062,30.5209,31.7187,31.4583,31.2109,51.81841667,32.277
1434477600,18,-1.84E-16,2,5,16,30.75,31.3125,30.5416,31.6771,31.3958,31.2396,51.9938,32.5
1434478500,18,0.065403129,2,5,16,30.7604,31.375,30.5208,31.6667,31.4063,31.2291,52.68976667,32.5
1434479400,18,0.130526192,2,5,16,30.7812,31.3958,30.5417,31.7604,31.4166,31.2292,53.34515,31.611
1434480300,18,0.195090322,2,5,16,30.7188,31.2083,30.5938,31.6563,31.1875,30.9479,54.40243333,28.722
1434481200,19,0.258819045,2,5,16,30.6771,31.1667,30.5312,31.6146,31.1354,31.0104,54.80711667,27.388
1434482100,19,0.321439465,2,5,16,30.8021,31.4167,30.6458,31.8854,31.3021,31.25,54.19166667,28.222
1434483000,19,0.382683432,2,5,16,31.1354,31.6875,30.8645,32.1354,31.5104,31.4375,52.55788333,28
1434483900,19,0.44228869,2,5,16,31.3438,31.8021,31.0104,32.3125,31.5625,31.5417,51.3249,27.611
1434484800,20,0.5,2,5,16,31.5,32.125,31.1563,32.4792,31.8854,31.8021,50.93998333,27.222
1434485700,20,0.555570233,2,5,16,31.5729,31.9896,31.1771,32.5208,31.8959,31.8646,50.04623333,27.111
1434486600,20,0.608761429,2,5,16,31.4167,31.8542,31.1667,32.3854,31.8229,31.7083,49.30143333,26.777
1434487500,20,0.659345815,2,5,16,31.5521,32.0521,31.1562,32.5,31.9688,31.8542,48.68111667,26.611
1434488400,21,0.707106781,2,5,16,31.7812,32.2916,31.3334,32.7604,32.1146,32.125,47.98575,26.5
1434489300,21,0.751839807,2,5,16,31.7813,32.2917,31.3125,32.7917,32.125,32.125,47.59195,26.388
1434490200,21,0.79335334,2,5,16,31.7917,32.2604,31.3646,32.7187,32.1354,32.125,47.1716,26.277
1434491100,21,0.831469612,2,5,16,31.7291,32.2396,31.4166,32.6979,32.0937,32.0521,46.77865,26.222
1434492000,22,0.866025404,2,5,16,31.8542,32.4375,31.1979,32.9375,32.2708,32.3125,46.38953333,26.222
1434492900,22,0.896872742,2,5,16,31.7917,32.4583,31.1458,32.7708,32.1771,32.3021,46.2464,26.222
1434493800,22,0.923879533,2,5,16,31.3542,32.0209,30.9479,32.2396,31.6354,31.7291,48.24655,26.111
1434494700,22,0.946930129,2,5,16,30.3021,31.1354,30.3021,31.3438,30,30.3541,56.44108333,26
1434495600,23,0.965925826,2,5,16,30.0937,30.9687,30.2187,31.2604,30.3125,30.4479,57.78041667,26
1434496500,23,0.98078528,2,5,16,30.0313,30.8125,30.1354,31.1354,29.9479,30.1354,56.99076667,25.888
1434497400,23,0.991444861,2,5,16,29.9271,30.6354,30.0521,31.0417,29.6667,30.0521,54.84588333,25.388
1434498300,23,0.997858923,2,5,16,29.7916,30.5938,29.8333,30.8437,29.25,29.7813,53.40531667,25.111
1434499200,0,1,2,5,16,29.5104,30.375,29.6146,30.6979,29.2813,29.7083,51.98505,25.111
1434500100,0,0.997858923,2,5,16,29.4583,30.1875,29.4166,30.6146,29.0208,29.3958,51.45483333,25.111
1434501000,0,0.991444861,2,5,16,29.3021,30,29.2917,30.4583,28.9584,29.1875,51.85146667,25.111
1434501900,0,0.98078528,2,5,16,28.9687,29.8333,29.1146,30.1041,28.6146,28.9271,51.7706,25.111
1434502800,1,0.965925826,2,5,16,28.8958,29.6354,28.9271,29.9895,28.5208,28.75,52.00585,25.111
1434503700,1,0.946930129,2,5,16,28.9792,29.7292,28.9479,30.1979,28.5833,29,52.36126667,25.111
1434504600,1,0.923879533,2,5,16,29.0416,29.7292,28.9271,30.0521,28.3021,28.7604,52.06838333,25.111
1434505500,1,0.896872742,2,5,16,28.875,29.5833,28.75,29.9583,28.2604,28.5521,51.19091667,25.111
1434506400,2,0.866025404,2,5,16,28.75,29.5208,28.6042,29.8541,28.0729,28.4271,49.97208333,25.111
1434507300,2,0.831469612,2,5,16,28.6875,29.3854,28.5208,29.7604,28.1875,28.5,48.72468333,25.111
1434508200,2,0.79335334,2,5,16,28.4792,29.2708,28.4062,29.6667,27.9583,28.2813,48.18476667,25.111
