Avg,RH_Avg,OT
0.606859330143541,0.39298545265481444,0.43269438795378823
0.6076555023923449,0.385794438062792,0.43269438795378823
0.6060631578947371,0.37573175814219995,0.43269438795378823
0.5972899521531101,0.3779499841767995,0.43269438795378823
0.5933014354066986,0.40452341209124065,0.43269438795378823
0.5885167464114835,0.4253605855957274,0.43269438795378823
0.5869244019138757,0.43361259871487157,0.43269438795378823
0.5829358851674642,0.4311654742541673,0.43269438795378823
0.5805473684210529,0.429309523164237,0.43269438795378823
0.5988822966507179,0.415909244524862,0.43269438795378823
0.6076555023923449,0.4026794897299899,0.43269438795378823
0.6148363636363636,0.3999737491947011,0.43269438795378823
0.6148363636363636,0.3959812961872351,0.43269438795378823
0.6100440191387562,0.3919803521501417,0.43269438795378823
0.6076555023923449,0.39210488420880574,0.43269438795378823
0.6132363636363638,0.38513639971759983,0.43269438795378823
0.6060631578947371,0.38613760845613676,0.43269438795378823
0.6036669856459334,0.381265294500019,0.43269438795378823
0.6052593301435407,0.3847461757617061,0.43269438795378823
0.6084516746411484,0.38296133526714327,0.43269438795378823
0.6036669856459334,0.37793229483245794,0.43269438795378823
0.6036669856459334,0.37948080764799896,0.43269438795378823
0.598086124401914,0.3730083284748398,0.43269438795378823
0.5925052631578946,0.3559630126300226,0.43269438795378823
0.5853320574162684,0.3388947006800158,0.43269438795378823
0.5877205741626796,0.32075230054657866,0.43269438795378823
0.5845358851674645,0.30912554138271375,0.43269438795378823
0.5837320574162681,0.30231661335950055,0.43269438795378823
0.5805473684210529,0.28803222836279474,0.43269438795378823
0.5717741626794259,0.2813934705415414,0.43269438795378823
0.5765511961722489,0.27164176680666086,0.43269438795378823
0.5709703349282296,0.2615578598426752,0.43269438795378823
0.5725703349282298,0.25377461052770967,0.43269438795378823
0.5677856459330144,0.2584664946149846,0.43269438795378823
0.5669894736842105,0.26102187699699453,0.43269438795378823
0.5645933014354068,0.27092535409213714,0.43269438795378823
0.5606047846889952,0.27243070511126466,0.43269438795378823
0.5502392344497609,0.33304311252611063,0.43269438795378823
0.5311004784688995,0.38601767566096457,0.43269438795378823
0.5199387559808613,0.40921883408983795,0.43269438795378823
0.5135617224880384,0.4335149543152623,0.43269438795378823
0.5031885167464116,0.4558935648126454,0.43269438795378823
0.48883444976076573,0.47844659070839635,0.43269438795378823
0.4832535885167464,0.48492119279816515,0.43269438795378823
0.46331866028708135,0.5030388281891571,0.43269438795378823
0.4553416267942585,0.5029875294302,0.43269438795378823
0.44816842105263155,0.49548376959066953,0.4278914802475011
0.4457722488038278,0.4993088828101415,0.3942278568646963
0.4465760765550242,0.4887968970669676,0.37259313746700695
0.4457799043062203,0.48546460510903344,0.36298732205443296
0.43699904306220083,0.4880132655232121,0.3509584180693177
0.43381435406698565,0.489651285563548,0.3461555103630306
0.43461052631578956,0.4965214181577884,0.336506425511661
0.4401913875598087,0.49637919696705324,0.31971788325905415
0.44497607655502414,0.5031718508529082,0.2932369867162822
0.44896459330143546,0.508208320752781,0.2716022673185928
0.45135311004784695,0.509086058997094,0.2548137250659859
0.4577377990430622,0.5123139847998581,0.24516464021461648
0.4537492822966509,0.5223448241553603,0.23798191337458352
0.46012631578947394,0.5287543299079662,0.23317900566829652
0.4521569377990431,0.5297010560433073,0.22833282852321402
0.4521569377990431,0.5232119488779765,0.22115010168318128
0.4465684210526315,0.5153303476660456,0.21634719397689417
0.43381435406698565,0.5094607163129856,0.20669810912552455
0.4266334928229667,0.5129939576857998,0.19951538228549182
0.4122794258373208,0.5129274463539244,0.1947124745792047
0.4114832535885169,0.514610043185386,0.17788066288780235
0.3955368421052632,0.5120490003999847,0.156245943490113
0.3851712918660286,0.5025003687843237,0.1514430357838259
0.38437511961722515,0.4820176871167754,0.156245943490113
0.37560191387559794,0.48104867258587136,0.16342867033014585
0.3660325358851675,0.48263291752036785,0.16827484747522825
0.39075215311004796,0.4518434449332043,0.16827484747522825
0.39154832535885165,0.44700721673858457,0.17307775518151536
0.3947406698564593,0.44095680187413877,0.17307775518151536
0.39075215311004796,0.438856385930372,0.156245943490113
0.37878660287081356,0.43683132599065155,0.13461122409242354
0.3803866028708134,0.43350610964309166,0.12015923153476704
0.37320574162679443,0.4336557602990143,0.11535632382848005
0.368421052631579,0.4271270292485927,0.11297650469473419
0.3644401913875599,0.4252682479569665,0.11297650469473419
0.3580555023923446,0.4216408998835952,0.11297650469473419
0.3540669856459331,0.41878586254719674,0.11297650469473419
0.34768995215311005,0.41717472995364546,0.11297650469473419
0.3285511961722487,0.4160871978345524,0.11297650469473419
0.24721148325358855,0.4514277485252387,0.11297650469473419
0.20255693779904327,0.47722108280724673,0.11297650469473419
0.18022583732057407,0.49514661345552935,0.11297650469473419
0.1578947368421053,0.5090945498144512,0.11297650469473419
0.15151770334928227,0.5170674273129736,0.11297650469473419
0.15311004784689008,0.5159912162129332,0.11297650469473419
0.20973014354066977,0.47286953891162087,0.11297650469473419
0.24880382775119614,0.4428598063143476,0.11297650469473419
0.26954258373205753,0.4311817483915257,0.11297650469473419
0.27591961722488034,0.4296275749603229,0.11297650469473419
0.2791043062200955,0.4221404431129643,0.11297650469473419
0.2830928229665073,0.41844976776422627,0.11297650469473419
0.27591961722488034,0.41309772262741995,0.11297650469473419
0.27751196172248815,0.41081475411047075,0.11297650469473419
0.2862851674641149,0.4045775410518935,0.11297650469473419
0.2870813397129188,0.4026709989126327,0.11297650469473419
0.2878775119617225,0.3988405789323122,0.11297650469473419
0.2831004784688995,0.3973437185182713,0.11297650469473419
0.28868133971291887,0.3956745654102021,0.11297650469473419
0.2934660287081341,0.39415294004144563,0.11297650469473419
0.29266220095693796,0.3933123491230712,0.11297650469473419
